frame number,r_arm,l_arm,r_armpit,l_armpit,r_hip,l_hip
0,196.8,194.8,337.42,2.21,189.96,173.42
1,200.46,200.98,336.63,1.51,187.29,174.26
2,202.22,203.17,335.87,1.51,186.05,172.8
3,207.29,209.2,335.75,1.05,183.26,172.8
4,209.11,210.09,334.15,0.72,183.11,171.05
5,211.89,211.21,333.86,0.67,183.48,170.26
6,218.2,216.73,333.68,0.75,183.09,170.25
7,228.49,226.03,335.05,0.51,182.18,169.84
8,239.19,246.5,334.76,359.26,182.89,169.16
9,243.57,277.26,335.21,355.32,182.8,169.24
10,252.67,273.49,333.23,347.01,183.02,169.59
11,259.23,285.59,333.12,347.99,183.21,169.99
12,266.88,289.51,333.21,349.29,183.92,170.73
13,272.3,279.34,331.61,348.87,183.97,171.38
14,278.09,274.88,331.07,336.64,184.14,171.6
15,281.13,288.44,331.61,343.57,184.33,173.34
16,284.93,302.19,332.22,347.76,183.96,174.17
17,290.65,314.71,333.48,349.89,184.3,173.8
18,295.34,322.41,334.07,351.19,184.24,173.44
19,300.19,328.8,332.6,351.59,183.41,173.02
20,301.68,328.83,332.29,351.21,183.68,171.84
21,310.15,330.76,332.28,350.5,185.7,171.24
22,310.06,338.76,328.53,352.6,185.19,170.13
23,311.17,343.19,325.65,352.28,184.65,169.06
24,312.79,344.16,324.08,352.01,183.2,168.6
25,312.87,344.76,323.08,352.2,182.42,168.55
26,313.06,344.98,324.0,350.94,182.73,166.94
27,314.55,344.2,324.51,349.64,182.93,167.01
28,316.89,343.53,325.22,349.22,182.8,166.53
29,317.97,343.7,325.72,349.81,182.34,166.85
30,317.19,341.97,325.39,349.37,182.76,166.92
31,316.08,341.27,324.74,350.02,182.92,166.65
32,312.98,341.22,324.77,350.53,182.4,166.74
33,312.23,339.93,325.92,351.73,182.49,167.53
34,310.08,339.84,327.47,353.28,184.08,166.83
35,303.7,336.88,328.71,354.75,181.6,166.49
36,299.29,328.33,331.75,356.72,180.42,167.93
37,294.99,312.86,332.18,357.55,182.99,168.1
38,287.87,309.28,332.35,357.2,183.39,171.46
39,281.34,302.55,331.28,355.32,183.42,171.55
40,276.1,293.69,331.23,353.86,184.1,169.93
41,270.97,278.04,332.2,351.18,184.55,169.44
42,266.8,291.05,334.68,354.79,184.79,169.71
43,261.23,256.78,336.5,342.71,184.25,170.02
44,254.44,253.1,338.07,345.18,184.43,170.14
45,251.16,255.08,339.22,354.28,184.94,170.52
46,242.28,229.54,338.74,359.87,185.29,169.89
47,233.06,194.48,337.77,2.64,187.15,170.83
48,225.68,203.26,337.13,2.06,188.19,171.06
49,217.86,211.13,336.52,1.77,189.31,171.11
50,210.17,210.68,336.41,2.43,189.69,172.23
51,205.32,208.84,337.38,3.05,189.45,172.86
52,203.74,203.43,338.37,3.03,189.21,172.8
53,200.92,198.64,339.38,3.31,189.15,172.63
54,198.62,196.94,341.01,3.86,191.98,171.24
55,194.14,194.21,342.44,5.05,187.04,168.55
56,191.9,192.75,343.64,5.99,187.05,166.52
57,189.89,190.07,344.98,7.15,186.87,164.53
58,186.67,188.65,346.66,8.27,189.06,163.15
59,185.51,189.37,347.15,9.71,188.79,162.79
60,185.42,190.55,349.58,11.11,186.09,162.7
61,182.59,192.93,349.73,12.93,182.84,162.92
62,180.56,192.58,349.17,13.55,182.98,162.46
63,179.98,194.46,349.92,14.79,182.11,162.1
64,183.25,194.77,352.36,15.95,181.5,162.07
65,183.89,194.77,352.66,16.43,180.58,162.05
66,183.06,195.42,352.44,16.52,180.39,161.74
67,183.68,195.28,352.82,16.31,179.45,161.86
68,183.43,195.37,352.53,16.26,180.06,162.27
69,183.43,195.53,352.54,16.41,179.97,162.11
70,183.62,195.53,352.52,16.45,179.99,162.03
71,183.39,195.53,352.34,16.45,180.01,161.87
72,183.55,195.83,352.25,16.49,179.92,161.93
73,183.91,195.63,352.36,16.22,180.49,162.17
