frame number,r_arm,l_arm,r_armpit,l_armpit,r_hip,l_hip
0,168.15,166.03,356.76,358.42,176.9,176.82
1,166.46,167.72,355.67,354.16,181.37,185.85
2,167.1,173.05,355.26,353.81,183.2,186.82
3,166.85,171.69,354.85,352.1,183.99,188.39
4,166.73,171.71,354.57,352.1,184.33,187.7
5,166.63,173.24,354.57,351.42,184.33,187.63
6,167.36,172.51,354.63,351.77,183.81,186.75
7,168.04,174.58,354.98,352.78,182.95,187.1
8,168.1,173.85,355.05,352.42,182.95,187.98
9,168.1,173.0,355.05,353.1,182.95,187.98
10,168.1,171.29,355.05,353.1,182.91,187.38
11,167.95,170.76,355.32,353.1,183.81,187.38
12,168.04,170.12,354.98,352.82,184.68,187.81
13,164.88,168.69,354.98,352.81,184.64,187.41
14,157.2,163.53,355.99,354.38,182.08,183.41
15,155.41,161.32,357.31,354.43,181.57,183.32
16,152.29,154.01,358.31,355.44,180.13,182.87
17,147.14,147.0,358.91,355.44,179.59,183.39
18,142.25,145.31,359.03,355.67,182.24,183.79
19,134.6,133.27,0.31,355.27,182.95,120.08
20,129.98,127.68,2.29,355.96,183.67,176.73
21,121.33,123.75,3.96,355.84,183.99,169.86
22,110.04,114.14,4.34,357.25,184.81,186.89
23,104.73,113.86,5.17,358.99,184.78,189.76
24,94.66,92.74,7.38,359.83,184.78,191.09
25,91.87,86.58,9.61,3.59,184.28,191.44
26,84.96,78.45,11.32,3.99,184.28,191.04
27,79.89,73.51,13.11,7.05,183.55,190.64
28,73.42,76.04,14.02,8.88,183.55,190.14
29,66.1,63.1,13.48,8.58,183.18,189.05
30,63.75,57.95,15.11,8.23,182.69,188.73
31,60.09,58.25,15.31,13.11,182.71,188.57
32,57.96,56.93,16.48,11.2,182.71,188.05
33,55.13,54.52,15.89,9.37,182.36,188.56
34,53.46,54.57,16.62,9.63,181.86,188.99
35,51.05,51.75,16.62,9.99,181.86,188.63
36,50.65,50.27,17.35,10.21,181.86,188.27
37,49.72,48.97,17.35,10.57,181.86,187.91
38,49.15,49.46,17.35,13.13,181.87,187.48
39,49.15,51.1,17.35,12.04,181.86,188.28
40,50.22,54.02,16.75,11.31,182.23,188.28
41,50.93,53.42,17.09,11.31,182.6,188.28
