frame number,r_arm,l_arm,r_armpit,l_armpit,r_hip,l_hip
0,191.62,203.62,355.62,359.54,186.92,177.76
1,195.34,210.85,356.47,1.54,185.7,177.37
2,196.35,213.1,357.06,2.13,186.15,176.88
3,197.86,213.54,357.44,1.92,187.12,177.11
4,198.05,214.33,357.24,1.54,185.2,177.12
5,200.46,216.0,357.64,1.7,184.06,177.34
6,200.45,216.35,357.63,1.71,183.3,177.66
7,202.4,217.95,357.23,1.71,183.65,177.65
8,203.01,219.01,357.62,2.11,185.4,177.36
9,202.54,218.93,357.62,1.9,186.77,177.59
10,202.13,220.29,357.21,2.24,187.47,178.02
11,202.6,221.33,357.43,2.62,187.25,177.71
12,203.46,221.41,357.82,2.64,187.6,177.71
13,203.21,221.73,357.82,2.86,187.6,177.19
14,203.68,221.73,358.04,2.86,184.59,177.19
15,204.14,222.37,358.47,3.24,184.86,177.19
16,204.54,222.63,358.65,3.24,185.42,177.19
17,203.68,222.51,358.47,3.07,185.59,176.97
18,204.07,223.47,358.65,3.46,185.81,176.97
19,204.3,223.47,358.43,3.46,186.42,176.97
20,205.01,223.99,358.44,3.43,186.81,177.26
21,205.4,224.24,358.61,3.41,187.03,177.26
22,206.64,224.77,359.18,3.39,187.25,177.26
23,208.26,226.25,359.18,3.37,187.25,177.27
24,209.94,226.78,359.18,3.23,186.93,177.04
25,211.78,228.7,359.35,3.6,187.15,177.04
26,211.96,229.95,359.18,3.39,187.33,177.56
27,215.35,234.18,359.78,4.54,186.4,177.58
28,217.59,236.74,0.18,5.14,186.8,177.36
29,223.81,243.28,0.22,4.38,185.64,177.06
30,227.44,246.43,0.46,4.44,183.9,176.63
31,233.29,250.53,0.9,4.03,179.43,176.6
32,235.75,253.98,0.9,3.85,178.34,176.08
33,240.32,258.76,0.93,2.35,176.84,176.39
34,247.37,262.78,359.94,1.96,175.91,176.37
35,255.01,267.21,0.45,0.43,176.14,177.11
36,267.04,270.17,359.83,357.98,176.7,177.63
37,275.32,275.45,359.15,357.92,176.4,177.77
38,280.2,282.28,358.96,356.44,176.97,177.77
39,280.28,287.02,359.87,356.46,178.07,177.48
40,290.77,290.81,0.28,355.72,178.44,176.6
41,286.97,290.95,2.36,355.05,178.79,176.88
42,282.88,293.95,1.96,351.06,180.26,176.68
43,292.46,295.09,1.35,348.99,180.04,176.19
44,297.02,295.04,0.71,348.17,179.8,176.19
45,304.31,297.63,0.23,347.43,180.14,176.46
46,298.94,301.16,359.77,347.43,179.74,176.17
47,302.0,302.26,355.92,347.26,179.72,176.46
48,302.95,303.92,356.75,347.04,179.71,176.68
49,305.14,303.79,357.27,347.55,179.71,176.44
50,306.6,305.32,355.51,347.93,179.14,176.44
51,310.95,304.5,355.2,348.69,179.14,176.15
52,307.51,304.99,355.2,349.59,179.14,176.13
53,304.7,302.12,355.57,350.57,179.14,175.9
54,298.38,300.26,359.72,351.61,179.96,175.7
55,289.16,297.45,0.99,352.42,179.97,175.72
56,276.84,293.68,0.54,353.6,180.0,175.43
57,279.23,287.43,0.54,356.43,180.4,175.95
58,275.55,281.92,1.31,356.99,180.41,176.17
59,274.56,279.57,2.17,356.83,180.79,176.66
60,268.07,275.13,2.59,358.07,180.44,177.16
61,267.61,271.3,0.16,358.66,179.97,176.94
62,254.52,266.37,358.76,357.55,180.22,177.22
63,244.5,261.38,358.76,357.77,180.38,177.0
64,242.34,256.47,359.16,357.78,181.89,177.0
65,239.51,253.44,358.78,357.8,183.4,177.29
66,236.24,250.1,358.78,358.53,183.77,177.29
67,231.88,246.94,358.57,359.11,185.15,176.77
68,227.4,241.96,358.94,359.27,185.94,176.97
69,223.39,239.96,358.74,359.73,186.58,177.92
70,220.53,237.64,358.74,0.25,186.58,178.13
71,216.95,235.05,358.52,1.39,187.06,177.83
72,214.81,232.02,358.25,2.19,187.6,177.85
73,211.1,228.94,358.22,2.22,188.29,177.85
74,207.71,227.05,357.54,2.41,188.7,178.06
75,206.94,226.24,357.51,2.96,189.48,177.97
76,204.8,224.51,356.71,2.79,184.5,177.46
77,204.09,223.37,356.89,2.79,183.28,177.46
78,203.08,222.35,356.52,2.78,182.56,177.19
79,203.93,220.27,356.7,2.4,182.43,177.21
80,202.86,219.08,356.71,2.37,182.08,176.94
81,203.45,218.54,357.1,2.15,182.42,177.45
82,202.04,217.63,357.49,2.09,182.77,177.45
83,202.3,216.97,357.26,2.09,183.0,177.45
84,202.55,216.26,357.09,1.93,182.44,176.93
85,202.36,216.12,356.92,1.92,182.22,176.93
86,200.53,216.46,356.92,2.13,182.22,176.42
87,200.53,215.54,356.7,1.78,182.44,176.71
88,198.63,215.5,356.13,1.61,181.88,176.79
89,197.56,214.79,355.57,1.45,181.66,176.26
90,197.83,214.04,355.55,0.92,184.89,176.32
91,196.99,214.32,355.18,1.09,186.34,176.54
92,196.91,214.37,355.57,0.69,183.82,176.52
