frame number,r_arm,l_arm,r_armpit,l_armpit,r_hip,l_hip
0,165.06,157.99,353.81,355.56,179.01,182.39
1,166.38,156.71,354.8,355.64,178.15,182.39
2,166.38,156.97,354.8,355.64,178.12,182.39
3,166.43,156.84,355.2,355.71,177.26,182.39
4,166.43,157.27,355.2,356.7,177.23,182.75
5,165.69,154.66,354.92,357.39,176.88,182.69
6,166.39,153.93,354.92,358.03,176.88,182.74
7,167.72,153.09,355.55,358.07,176.88,183.34
8,167.67,152.4,355.5,357.7,176.85,183.7
9,167.03,151.35,355.22,357.67,176.47,183.7
10,167.03,153.46,355.22,357.67,176.47,183.7
11,167.08,153.24,354.64,355.92,177.02,184.67
12,166.37,156.06,354.3,355.24,176.67,184.02
13,166.37,158.95,353.94,354.62,177.56,184.02
14,165.74,162.24,353.31,353.87,178.08,184.56
15,164.39,163.11,352.67,352.82,178.61,184.93
16,164.39,159.82,352.67,352.41,179.13,183.98
17,163.07,161.33,351.95,350.12,179.65,184.3
18,160.99,164.05,350.92,350.68,179.29,184.3
19,159.63,161.02,350.28,348.88,178.93,183.36
20,152.95,155.13,346.33,346.36,178.55,183.22
21,148.74,152.77,342.61,344.41,178.67,183.17
22,144.78,144.61,339.56,340.07,178.65,182.17
23,140.04,147.87,336.49,340.33,177.77,181.24
24,135.1,146.2,333.4,339.83,177.74,180.27
25,129.64,143.07,330.48,338.64,180.1,183.03
26,125.57,139.84,328.77,336.43,182.35,184.85
27,127.8,142.13,332.58,334.83,183.44,185.69
28,126.78,142.31,333.65,336.03,183.6,184.37
29,125.4,148.71,340.22,339.72,183.92,184.33
30,49.57,125.54,269.28,316.85,182.09,184.68
31,27.41,114.04,244.28,304.99,183.03,185.29
32,19.59,118.51,235.79,292.19,182.96,185.05
33,15.57,110.18,235.37,276.5,182.64,185.2
34,8.79,101.62,226.57,266.69,182.21,185.8
35,10.4,103.71,225.18,264.32,181.37,185.48
36,8.65,111.52,224.28,268.86,181.73,186.59
37,9.78,100.85,223.76,251.35,181.73,186.59
38,8.32,101.16,223.41,251.35,182.09,186.67
39,8.32,107.15,222.9,257.63,181.58,186.76
40,6.59,110.92,222.7,263.01,182.28,187.31
41,6.95,111.91,222.69,266.46,181.78,186.55
42,6.14,113.84,223.42,269.96,182.12,185.68
43,5.66,116.57,223.11,272.71,181.95,185.66
44,8.54,108.12,228.76,275.59,181.93,185.64
45,32.73,144.16,254.18,317.71,182.08,184.42
46,78.46,149.48,287.56,336.8,183.0,184.18
47,101.85,114.06,309.05,349.87,183.56,184.9
48,111.59,119.94,317.39,350.27,183.68,184.97
49,125.26,128.56,327.29,342.9,181.57,184.19
50,139.61,139.06,338.32,345.42,180.87,184.02
51,145.93,141.02,342.74,346.09,180.87,184.48
52,150.75,144.52,345.37,346.78,180.85,185.83
53,151.51,146.58,346.64,347.95,181.67,185.82
54,152.72,147.6,347.73,348.86,181.09,186.61
55,156.31,149.38,351.51,350.5,181.11,184.91
56,157.75,151.79,353.96,352.75,180.22,183.78
57,159.64,154.0,355.53,354.56,179.36,182.81
