frame number,r_arm,l_arm,r_armpit,l_armpit,r_hip,l_hip
0,162.09,175.42,339.99,39.31,187.57,168.24
1,141.18,176.04,340.64,34.9,188.36,114.96
2,153.94,148.86,342.85,30.98,169.7,149.73
3,143.75,123.34,339.41,14.68,176.82,166.32
4,127.11,112.19,342.62,14.24,186.78,173.34
5,119.78,140.26,344.44,7.58,189.08,172.57
6,112.73,89.38,347.52,9.05,186.81,172.77
7,103.67,83.66,350.65,9.69,187.66,174.89
8,101.73,81.71,349.59,8.96,189.3,176.24
9,103.94,81.92,346.92,6.07,188.72,176.56
10,99.64,81.42,346.4,6.08,187.49,176.4
11,98.15,80.24,345.4,6.49,187.25,177.02
12,98.5,85.96,345.77,5.17,187.46,177.98
13,94.56,83.59,346.07,5.96,188.12,178.97
14,90.4,131.66,346.03,2.6,188.43,178.91
15,79.35,152.58,346.75,1.86,189.84,179.49
16,75.48,151.36,347.77,1.97,190.35,179.9
17,90.57,140.59,347.91,2.8,190.6,180.27
18,89.54,114.89,349.17,3.42,190.15,180.28
19,96.13,106.9,349.01,3.63,189.8,180.44
20,100.11,110.36,348.93,4.07,190.46,180.55
21,106.7,117.47,347.32,3.82,191.09,180.62
22,114.53,121.96,347.66,4.57,190.91,179.95
23,132.16,126.42,347.91,5.45,191.03,179.29
24,135.02,131.09,347.13,6.35,190.63,177.58
25,136.6,136.58,346.66,7.18,189.68,176.7
26,137.44,140.74,346.96,7.97,187.16,176.15
27,138.58,144.35,346.58,8.78,187.09,175.92
28,142.29,149.03,347.02,9.26,187.0,175.63
29,143.85,154.74,347.54,9.04,186.65,175.86
30,147.62,158.53,348.17,9.05,186.17,175.5
31,150.82,161.32,348.74,8.62,186.31,175.08
32,153.24,162.46,349.28,7.8,186.82,175.24
33,155.37,163.89,349.71,7.48,187.1,174.89
34,157.65,165.2,350.27,6.92,187.72,174.6
35,159.68,163.59,350.52,5.76,188.4,174.4
36,160.7,162.93,350.79,4.89,188.13,174.56
37,161.52,163.32,350.85,4.53,188.88,174.59
38,163.36,162.21,351.01,4.16,188.07,174.62
39,166.31,162.72,351.87,4.13,187.96,174.42
40,168.95,163.01,352.14,3.73,187.96,174.61
41,170.5,162.83,352.51,2.93,187.88,175.28
42,172.05,163.59,352.64,2.9,187.87,175.45
43,173.02,163.55,352.59,1.91,188.52,176.46
44,173.84,162.52,352.83,1.53,188.41,176.26
45,173.54,161.53,352.74,0.42,188.03,176.27
46,173.39,160.83,352.61,359.97,188.33,176.21
47,173.23,160.81,352.44,359.96,188.34,175.82
48,173.07,160.42,352.38,359.82,188.08,175.82
