frame number,r_arm,l_arm,r_armpit,l_armpit,r_hip,l_hip
0,162.06,153.34,350.82,359.61,181.47,185.45
1,162.32,154.57,351.15,359.62,181.16,185.8
2,162.7,155.78,351.15,359.83,181.16,185.21
3,162.95,154.91,351.15,359.45,181.17,185.2
4,162.97,154.53,351.28,359.3,180.45,185.31
5,164.16,156.02,351.37,359.94,180.03,184.22
6,164.86,157.56,350.34,359.48,179.41,183.55
7,166.72,156.46,349.99,358.63,178.47,182.86
8,167.29,154.74,349.55,357.33,177.12,181.53
9,166.78,154.23,348.89,356.81,176.08,180.86
10,166.89,153.37,347.98,356.7,174.08,178.38
11,167.84,152.84,347.41,355.99,173.25,176.7
12,166.87,152.23,346.64,355.05,171.85,176.65
13,167.91,152.05,345.77,353.85,171.03,175.8
14,167.25,152.87,345.54,353.11,170.64,173.81
15,167.54,152.33,345.75,352.99,169.98,172.09
16,171.91,157.84,348.05,352.11,170.22,171.89
17,175.99,168.28,350.32,350.67,170.22,171.22
18,176.54,166.86,350.56,349.92,171.69,171.96
19,177.9,168.34,351.12,349.77,172.67,172.45
20,176.44,175.13,352.17,353.82,172.74,173.21
21,177.29,174.95,355.01,356.5,171.67,173.0
22,178.06,169.86,358.37,359.0,170.59,172.41
23,175.16,168.0,3.29,4.13,170.07,172.18
24,179.67,173.28,8.05,5.44,170.95,173.32
25,180.03,175.65,12.13,5.8,174.38,175.12
26,177.68,164.81,15.69,9.26,176.52,177.53
27,167.97,161.46,16.25,9.75,179.5,180.93
28,165.2,160.56,19.47,9.93,180.84,184.04
29,162.03,160.05,22.04,11.05,182.16,186.08
30,156.8,160.17,24.21,9.63,183.67,189.49
31,153.05,158.06,26.98,7.57,184.21,190.2
32,147.89,154.07,29.74,4.44,185.07,191.05
33,139.52,154.29,36.23,12.75,185.93,191.41
34,133.18,128.45,37.48,18.3,186.31,191.61
35,123.87,114.74,37.87,34.0,187.07,192.12
36,115.71,115.28,39.43,37.58,186.9,191.87
37,109.67,110.68,41.88,35.59,186.36,191.87
38,101.07,86.12,43.9,35.06,185.73,190.3
39,96.48,77.67,46.47,35.51,184.71,187.91
40,80.99,70.0,50.02,41.42,182.52,186.4
41,69.69,68.16,55.58,44.06,181.03,185.86
42,62.89,59.13,58.6,51.44,179.97,184.04
43,51.47,51.94,59.69,51.46,179.32,182.97
44,46.76,43.92,59.53,53.38,179.11,181.87
45,44.43,39.68,58.09,52.89,178.9,181.44
46,41.46,34.88,57.58,53.27,178.38,181.12
47,43.49,34.39,57.27,51.48,178.59,181.74
48,44.78,35.21,56.63,49.22,178.67,182.5
49,45.42,34.85,55.78,47.13,178.89,183.13
50,45.68,37.23,54.02,46.54,178.89,183.12
51,50.74,45.65,53.57,45.43,179.4,184.77
52,58.81,54.01,53.65,44.13,179.62,185.21
53,64.78,61.4,53.14,44.54,180.13,185.03
54,72.22,67.39,52.93,43.9,180.56,185.7
