frame number,r_arm,l_arm,r_armpit,l_armpit,r_hip,l_hip
0,164.8,168.67,353.65,8.58,173.76,175.11
1,165.04,166.28,355.52,10.36,162.46,178.36
2,162.87,161.69,355.95,10.47,156.65,179.32
3,161.05,159.34,355.97,10.04,160.9,179.84
4,159.31,155.43,355.57,10.01,163.42,183.0
5,159.52,154.73,356.32,9.78,166.92,172.76
6,159.62,151.69,357.1,11.27,168.09,170.68
7,159.68,152.06,357.12,12.91,172.4,173.86
8,158.4,151.57,357.06,14.45,174.51,177.21
9,157.68,153.22,357.75,16.79,179.05,179.59
10,155.59,150.72,356.64,17.32,182.98,179.95
11,151.03,146.75,355.81,17.86,187.72,184.29
12,142.6,144.15,353.98,18.21,191.72,185.85
13,133.82,139.05,352.07,16.97,194.55,186.95
14,132.74,132.5,351.88,14.77,196.61,187.96
15,123.93,128.33,352.2,12.88,196.68,185.71
16,116.46,153.39,351.12,8.07,196.8,186.22
17,122.13,127.19,351.22,8.95,196.27,185.46
18,116.85,98.73,350.26,12.27,196.31,185.24
19,115.42,92.91,348.45,14.71,196.57,185.61
20,111.34,87.21,346.75,15.05,196.1,185.53
21,94.88,82.59,345.99,15.24,194.0,186.64
22,69.04,78.24,345.42,15.91,194.91,186.89
23,68.42,74.71,347.32,15.82,195.24,185.71
24,66.18,74.35,348.24,16.34,195.87,184.98
25,63.3,75.49,348.89,18.92,196.8,185.04
26,65.86,76.4,348.9,18.72,196.09,186.23
27,64.23,75.68,349.37,19.43,200.45,186.8
28,65.66,78.14,349.63,18.77,200.58,187.22
29,67.06,79.46,349.62,18.94,200.7,187.48
30,65.47,79.2,347.77,18.05,200.93,187.47
31,53.82,81.86,346.21,16.97,200.89,187.01
32,88.61,85.12,344.21,15.25,199.22,185.73
33,89.61,93.1,342.94,13.84,197.68,183.87
34,97.08,100.61,343.57,10.61,195.64,182.74
35,92.68,137.61,344.7,8.6,193.18,182.3
36,91.47,125.17,345.56,9.9,193.56,182.07
37,127.1,127.86,345.4,12.36,194.26,178.15
38,137.16,132.44,344.43,12.61,195.5,175.85
39,135.88,137.2,344.8,12.3,195.46,174.68
40,137.82,142.6,345.55,12.16,193.8,174.27
41,140.97,147.52,346.16,11.29,193.04,174.64
42,146.18,150.96,347.43,11.15,191.95,174.35
43,148.22,151.04,348.62,10.25,188.0,173.47
44,150.15,151.2,349.1,9.02,185.79,171.44
45,150.89,156.83,348.65,8.42,184.45,173.27
46,153.0,157.54,349.57,7.56,183.05,169.19
47,156.33,156.55,350.7,7.12,179.84,165.19
48,157.84,159.38,350.53,5.78,181.18,165.74
49,158.73,161.0,350.39,5.08,180.04,167.69
50,159.49,162.1,349.72,4.59,179.64,167.32
51,161.54,161.31,349.9,3.94,178.41,165.91
52,162.63,163.41,349.58,3.52,183.44,149.79
53,164.35,162.85,348.97,2.49,183.99,143.54
54,164.73,164.71,348.41,2.19,185.98,145.38
55,165.2,164.61,347.87,1.4,187.51,148.12
56,165.62,165.01,347.52,1.01,185.99,148.06
57,166.61,163.85,347.35,0.52,185.2,147.77
58,166.55,163.41,347.55,0.51,186.33,147.57
