frame number,r_arm,l_arm,r_armpit,l_armpit,r_hip,l_hip
0,189.3,202.69,351.09,23.98,185.91,164.09
1,191.16,203.67,351.27,23.35,185.52,163.87
2,190.18,203.88,350.78,22.74,186.58,164.13
3,190.54,204.85,351.82,22.45,186.33,165.72
4,196.69,206.26,354.81,23.42,186.8,164.75
5,194.37,205.64,354.93,22.99,186.78,165.2
6,195.46,204.23,355.55,22.29,187.69,166.14
7,192.66,203.62,354.55,22.19,187.82,167.67
8,190.7,203.7,354.12,22.43,187.01,169.16
9,193.39,204.48,354.68,22.28,188.09,169.76
10,194.7,205.26,354.96,23.06,188.29,169.67
11,195.62,205.27,355.77,23.38,189.8,169.54
12,197.27,205.15,356.57,23.43,191.64,169.79
13,197.66,206.17,356.7,24.04,194.53,170.55
14,195.89,206.42,356.92,24.31,196.55,171.39
15,196.86,206.89,356.83,24.83,196.11,171.29
16,194.48,206.36,356.78,24.57,195.59,170.16
17,195.61,206.4,357.56,24.67,197.07,170.2
18,196.38,206.48,357.74,25.24,196.03,173.12
19,196.59,206.85,357.4,25.65,192.46,173.9
20,197.21,206.15,357.27,25.48,195.34,173.96
21,198.53,206.17,357.72,25.48,194.86,174.26
22,198.65,206.54,357.52,26.1,189.19,174.59
23,198.31,206.52,357.05,26.59,187.44,174.76
24,196.0,207.42,355.69,26.6,185.14,174.24
25,196.34,207.75,355.45,26.2,182.95,170.07
26,195.3,209.11,354.68,26.32,182.42,169.37
27,197.5,209.72,355.21,25.91,186.9,167.72
28,198.92,209.52,356.09,25.34,186.19,167.72
29,200.04,209.42,356.65,24.98,189.4,167.59
30,200.04,208.58,356.61,23.69,190.19,167.83
31,200.26,208.87,355.25,23.67,189.99,167.41
32,199.53,208.07,354.09,23.11,189.2,166.96
33,198.23,208.2,353.66,22.94,189.13,167.01
34,195.96,207.72,352.07,22.62,188.3,166.98
35,194.74,207.72,351.27,21.83,184.86,165.8
36,195.85,207.7,351.6,21.66,184.74,163.98
37,193.46,209.02,350.21,22.13,184.02,163.3
38,194.07,209.99,348.8,22.48,183.82,164.75
39,196.0,211.8,350.01,22.13,184.29,165.55
40,198.53,213.19,350.29,21.28,185.42,167.65
41,204.19,215.42,351.42,20.25,186.73,168.29
42,206.13,217.58,350.89,20.28,186.24,168.73
43,210.41,217.75,350.13,19.51,186.91,168.36
44,214.89,220.77,349.34,19.19,187.15,169.12
45,220.12,221.02,348.86,18.77,187.11,168.16
46,222.29,222.62,348.34,18.98,186.62,167.63
47,220.94,224.99,348.33,20.23,186.56,168.67
48,221.91,227.31,347.21,20.36,186.51,169.97
49,225.38,229.13,345.56,22.19,186.63,167.68
50,224.41,230.23,345.43,22.84,187.15,166.76
51,224.52,230.97,345.89,23.04,185.68,166.61
52,222.26,233.44,345.75,23.35,184.44,167.97
53,226.66,235.21,344.28,23.94,183.25,169.24
54,226.15,235.61,344.55,25.01,181.66,166.64
55,228.97,235.49,344.96,25.91,182.59,167.55
56,231.14,235.73,346.21,26.39,182.67,165.89
57,231.65,236.32,346.87,26.51,182.1,165.42
58,232.87,236.52,347.58,26.77,182.26,164.9
59,232.49,237.5,347.58,27.21,182.69,164.51
60,232.89,238.17,347.87,27.31,181.97,166.52
61,232.49,240.65,347.87,28.05,181.97,166.75
62,233.8,241.65,348.13,28.3,182.23,168.35
63,233.17,243.81,346.81,28.7,182.5,168.16
64,216.8,245.31,346.79,28.75,182.53,167.68
65,206.13,246.06,347.25,28.37,182.49,168.22
66,205.08,247.24,347.33,28.19,183.61,168.98
67,214.71,248.37,348.06,28.66,182.91,169.17
68,218.5,250.05,348.61,29.38,182.9,168.68
69,220.04,251.06,349.63,29.42,182.91,168.19
70,205.39,251.24,350.1,29.4,183.36,168.4
71,203.64,252.73,350.75,28.51,183.78,167.96
72,203.72,253.63,351.64,28.09,183.06,167.61
73,201.8,253.6,351.64,27.44,183.49,167.63
74,204.26,253.6,352.79,27.4,183.51,168.55
75,206.52,254.02,353.61,27.64,183.23,169.21
76,207.11,253.4,353.44,28.17,182.52,169.56
77,214.86,251.57,351.29,28.7,181.55,168.85
78,208.21,250.63,352.85,28.2,181.55,168.4
79,208.76,249.43,353.12,28.25,182.29,168.35
80,209.98,247.31,353.16,27.96,182.3,169.23
81,217.61,246.89,349.93,28.24,182.71,170.5
82,216.14,245.84,348.72,28.19,182.85,170.55
83,222.1,244.33,347.67,28.39,183.26,170.33
84,223.04,244.35,345.33,28.41,183.46,170.8
85,225.1,243.87,344.53,28.41,183.7,170.79
86,230.67,242.47,344.32,28.17,184.53,169.34
87,230.52,241.33,345.02,27.3,184.03,169.96
88,229.84,240.73,345.52,27.63,184.46,169.04
89,229.33,240.28,345.02,27.59,184.46,169.09
90,227.22,239.66,345.02,27.68,184.46,167.96
91,227.52,239.9,345.37,28.4,185.13,166.62
92,229.36,238.07,345.89,27.25,185.49,166.06
93,227.86,236.79,346.03,26.63,186.56,165.4
94,228.02,235.9,346.75,26.31,186.57,166.01
95,225.89,235.5,346.67,25.34,186.19,166.04
96,225.23,234.37,346.69,25.41,184.09,166.91
97,224.11,233.95,346.72,25.68,183.68,167.82
98,224.03,233.58,346.86,25.54,184.42,167.17
99,223.23,231.73,346.86,25.25,183.63,166.35
100,222.48,232.06,347.64,25.81,182.31,165.02
