frame number,r_arm,l_arm,r_armpit,l_armpit,r_hip,l_hip
0,169.63,163.74,6.18,357.6,182.85,177.72
1,169.36,164.53,6.18,358.59,182.85,178.4
2,169.22,164.48,6.17,358.97,182.87,178.81
3,169.22,164.5,6.17,359.18,182.87,178.64
4,169.22,164.48,6.17,359.18,182.87,178.92
5,169.22,163.89,6.17,359.16,182.87,178.93
6,169.22,164.7,6.17,359.55,182.87,178.92
7,169.22,165.54,6.17,359.95,182.87,179.53
8,169.22,165.71,6.17,359.97,182.87,179.53
9,169.36,165.71,6.17,359.97,182.87,179.53
10,170.04,166.14,6.46,359.96,182.87,179.49
11,170.33,165.96,6.77,359.93,182.85,179.47
12,170.4,166.22,6.5,0.1,183.34,179.64
13,170.56,165.65,6.57,359.89,183.55,179.83
14,170.48,165.65,6.43,359.69,183.76,180.4
15,170.48,165.65,6.23,359.71,184.24,180.41
16,169.72,166.05,6.03,359.91,184.43,180.6
17,168.49,163.83,5.68,358.62,185.4,180.4
18,166.32,163.61,5.39,358.67,184.85,180.42
19,163.61,163.46,5.11,358.65,184.5,180.53
20,159.74,162.87,4.64,358.63,184.78,180.56
21,156.78,158.86,5.1,357.17,184.04,180.13
22,152.5,155.28,5.24,357.13,183.35,180.21
23,146.21,152.27,5.62,357.74,182.44,179.77
24,140.54,145.69,5.81,357.3,181.99,180.11
25,134.72,141.3,5.97,358.04,181.23,181.2
26,130.74,138.27,6.05,358.43,181.26,180.46
27,125.64,137.35,6.39,359.01,181.26,180.34
28,121.2,134.97,6.8,358.81,181.8,180.88
29,116.08,127.78,6.93,358.79,182.56,180.92
30,112.03,118.76,7.33,358.9,182.86,181.23
31,107.47,111.05,7.11,358.96,183.15,180.81
32,103.4,91.49,7.35,359.83,182.46,179.71
33,96.62,97.77,7.11,359.62,182.25,181.94
34,89.38,94.73,7.18,0.02,182.52,181.39
35,83.88,80.4,7.57,0.65,182.49,182.75
36,81.18,74.11,7.72,2.34,183.23,184.19
37,77.54,70.23,8.8,4.37,183.74,184.75
38,72.55,70.41,8.68,4.61,183.5,185.01
39,67.74,68.66,9.05,7.43,183.49,185.58
40,62.25,60.4,9.08,8.24,183.46,184.97
41,58.68,55.03,9.09,7.61,183.45,184.76
42,55.9,49.72,9.82,5.87,181.57,180.72
43,53.67,46.72,10.33,6.75,180.62,180.41
44,50.95,43.63,10.78,7.76,180.41,181.76
45,51.35,37.75,11.4,5.16,180.13,179.73
46,51.64,37.0,11.26,4.0,180.64,179.84
47,52.95,38.89,11.86,4.7,180.4,180.45
48,54.25,40.46,11.86,4.86,180.67,181.12
49,54.81,44.57,11.48,5.11,180.23,182.9
50,58.33,49.49,11.48,6.56,180.49,183.56
51,61.76,54.6,11.69,7.84,180.55,182.99
52,66.93,57.16,11.76,8.17,180.11,182.37
53,73.08,61.08,11.46,8.61,180.59,182.02
54,81.02,61.91,10.79,3.02,181.59,181.68
55,87.75,66.76,9.68,359.57,183.04,182.7
56,94.04,67.07,8.95,358.24,183.52,182.7
57,101.32,71.81,8.0,357.81,183.74,183.15
58,106.59,80.7,7.77,359.41,184.45,183.36
59,111.87,123.27,7.99,354.83,184.19,182.81
60,116.08,138.95,7.86,356.7,183.45,182.5
61,122.47,139.64,7.91,356.02,183.2,181.74
62,125.86,137.75,7.85,357.07,182.94,180.98
63,130.31,135.57,7.15,357.48,182.41,180.98
64,134.45,138.65,6.78,357.29,182.42,180.76
65,138.48,142.95,6.87,357.93,181.71,180.25
66,141.21,144.21,6.81,358.57,181.45,179.74
67,144.81,148.91,6.62,358.8,181.23,178.82
68,147.77,151.17,6.79,358.61,181.0,178.88
69,149.91,152.8,6.17,359.01,181.74,178.87
70,152.41,152.79,6.44,359.0,181.53,178.87
71,155.23,156.07,6.79,359.41,181.53,178.84
72,157.41,157.53,7.15,359.4,181.53,178.86
73,160.51,159.21,7.72,0.01,181.83,178.9
74,162.64,161.91,7.92,0.78,182.79,178.9
75,163.91,162.69,8.16,1.18,182.56,178.85
76,164.56,163.81,8.11,1.57,182.82,178.8
77,166.4,163.99,8.12,1.18,183.08,179.08
78,167.84,164.84,8.12,1.18,183.08,179.06
79,169.37,165.41,8.47,1.21,183.08,179.03
80,170.95,167.4,8.52,1.21,183.09,179.0
81,171.36,168.69,7.97,1.21,183.57,179.0
82,171.44,168.6,7.3,1.23,183.57,178.94
83,172.13,166.5,7.36,0.23,183.57,179.44
84,171.86,165.9,7.38,0.24,183.84,178.81
85,171.74,166.02,7.38,0.24,183.85,178.78
86,171.06,164.79,7.29,359.63,183.36,178.97
87,170.71,165.62,6.93,359.63,183.36,178.67
88,170.74,163.47,6.79,358.66,183.15,178.1
89,170.74,163.47,6.79,358.66,182.87,177.74
90,171.17,163.89,6.63,358.66,183.36,177.74
91,170.31,163.89,6.27,358.45,183.36,177.92
92,170.7,165.11,6.21,359.25,183.58,177.72
93,170.95,165.11,6.36,359.25,183.8,177.75
94,170.53,165.94,5.95,359.65,183.8,177.25
95,170.41,165.09,5.94,359.65,183.52,176.84
96,170.77,165.11,6.09,359.66,183.73,176.92
