frame number,r_arm,l_arm,r_armpit,l_armpit,r_hip,l_hip
0,57.67,78.22,353.46,9.7,192.07,175.82
1,54.22,68.9,353.26,11.4,190.86,174.99
2,66.78,72.96,351.45,11.81,190.02,175.52
3,61.62,79.71,349.41,15.74,190.57,175.47
4,54.45,58.06,349.51,16.73,190.46,175.91
5,45.42,50.35,349.43,19.97,190.24,176.45
6,36.75,52.15,348.62,22.39,190.67,176.52
7,28.17,49.77,348.02,21.1,190.93,177.59
8,31.9,50.49,347.89,22.94,190.56,178.17
9,30.66,56.79,347.8,22.2,190.5,178.42
10,35.39,55.63,348.14,20.37,190.5,178.56
11,39.97,58.65,348.21,14.99,190.42,178.87
12,47.88,55.22,348.1,12.23,190.33,178.86
13,47.83,55.7,348.37,12.11,189.63,178.84
14,52.16,60.06,351.13,11.43,189.15,178.92
15,70.97,68.45,356.99,10.33,189.48,178.82
16,78.95,76.36,355.58,10.5,189.53,178.77
17,102.68,93.39,2.94,9.94,189.74,177.53
18,122.69,109.57,353.64,8.62,189.25,177.18
19,104.35,115.93,348.45,8.27,189.04,176.75
20,97.12,113.45,346.04,8.49,188.97,176.87
21,127.69,117.51,345.63,10.16,188.85,176.48
22,140.16,124.39,346.1,11.12,188.05,175.36
23,141.79,131.5,345.71,12.57,187.56,175.04
24,140.72,140.0,345.63,13.61,186.94,174.61
25,139.25,143.85,345.36,13.66,185.92,175.09
26,142.52,145.67,345.89,13.24,184.36,174.71
27,144.61,147.44,346.14,13.02,183.61,173.73
28,146.58,148.69,346.59,12.67,182.11,173.11
29,147.76,149.92,347.16,12.09,181.55,172.39
30,151.11,153.0,348.3,11.44,181.42,172.5
31,154.26,154.58,349.69,10.85,182.22,173.87
32,155.85,155.74,349.9,9.47,184.25,175.34
33,159.2,159.21,350.55,8.74,186.1,176.13
34,161.0,160.78,350.43,8.41,187.82,177.03
35,163.05,163.84,350.19,7.86,189.33,177.98
36,164.34,166.09,349.63,7.78,191.64,179.23
37,164.65,168.24,349.65,7.83,192.39,178.63
38,165.08,169.69,349.91,7.93,192.11,178.16
39,165.68,169.46,350.07,7.75,192.29,177.96
40,165.99,170.82,349.96,7.67,193.13,178.21
41,166.95,170.9,349.6,7.69,192.95,177.96
42,167.65,172.72,349.29,7.63,193.64,178.21
43,168.03,173.04,348.92,7.54,193.46,178.11
44,168.1,172.76,348.94,7.73,193.08,178.11
45,168.21,172.71,349.0,8.04,192.97,177.66
