frame number,r_arm,l_arm,r_armpit,l_armpit,r_hip,l_hip
0,176.76,174.73,352.67,353.55,185.7,184.57
1,173.03,175.21,351.93,356.3,183.55,188.92
2,170.11,174.43,351.83,356.87,182.73,187.27
3,168.0,175.06,352.29,359.23,182.27,188.42
4,168.44,175.99,352.67,0.03,182.04,186.92
5,167.74,174.41,353.35,1.2,186.46,187.12
6,164.94,170.2,353.51,359.93,188.63,188.76
7,162.81,168.55,355.17,359.81,187.38,188.56
8,160.43,164.27,356.57,359.31,186.55,187.36
9,157.97,161.18,356.95,358.9,185.05,186.81
10,153.43,159.63,358.24,358.86,185.03,186.74
11,152.13,156.37,358.51,357.38,185.94,186.16
12,149.81,153.83,359.11,357.0,185.9,185.27
13,146.39,150.87,359.76,357.39,185.92,184.79
14,144.01,143.74,359.76,356.59,185.43,176.73
15,131.79,133.11,0.42,356.55,184.87,162.84
16,123.35,127.3,1.15,356.59,183.05,173.42
17,118.0,122.74,2.21,356.91,182.66,183.72
18,112.7,111.8,2.92,356.93,182.66,185.36
19,104.75,106.99,2.92,357.24,182.65,186.79
20,96.33,93.47,2.92,357.27,182.65,186.74
21,91.59,83.58,4.39,358.0,182.65,186.74
22,87.56,77.85,4.46,358.74,182.66,186.16
23,83.13,75.35,5.08,358.76,182.64,186.17
24,80.61,70.99,7.22,0.17,182.64,186.12
25,76.55,68.23,10.97,2.27,182.27,186.12
26,72.9,67.37,12.31,2.97,182.26,186.15
27,70.19,66.23,14.16,4.69,181.89,186.49
28,67.12,62.08,14.46,5.01,182.75,186.84
29,65.44,61.27,16.33,5.81,182.38,186.84
30,60.81,57.44,17.72,9.58,180.65,186.81
31,60.04,54.98,18.58,10.67,180.65,186.42
32,58.0,54.48,19.09,11.54,181.01,186.95
33,55.35,50.82,19.09,11.35,181.01,186.92
34,54.54,49.37,19.09,10.67,181.01,187.46
35,51.88,46.18,19.09,10.67,181.01,187.46
36,49.7,44.16,18.87,9.97,181.01,187.46
37,49.36,42.82,19.15,9.49,181.37,187.09
38,48.18,41.07,19.79,9.86,181.37,186.72
39,48.97,40.64,20.55,10.25,181.74,185.83
40,47.75,40.24,21.56,10.23,180.87,186.38
41,47.75,39.4,21.56,10.23,180.87,186.38
42,48.9,39.82,22.73,11.09,181.24,186.38
43,48.54,39.4,22.73,11.46,181.24,185.47
44,48.19,38.87,22.73,10.91,181.24,186.02
45,48.54,39.57,22.73,11.24,181.24,186.4
46,49.02,39.57,22.09,11.24,181.61,185.89
47,49.51,40.69,21.46,11.19,181.61,186.64
48,51.67,41.72,21.72,8.0,181.98,187.01
49,52.07,41.91,21.45,6.57,181.98,187.55
50,54.71,42.49,20.82,6.8,181.61,187.33
51,56.54,45.43,20.18,6.91,181.61,188.06
52,60.99,48.2,20.15,6.92,181.24,189.31
53,63.38,49.51,18.87,7.29,182.11,188.37
54,66.57,56.89,18.21,6.73,182.11,188.37
55,73.12,67.33,17.54,6.73,182.11,188.37
56,76.96,75.62,16.66,6.58,182.11,188.4
57,81.98,80.18,16.28,6.4,182.97,188.4
58,86.52,81.79,16.07,6.36,182.97,188.97
59,93.24,83.52,14.74,4.61,182.97,188.6
60,100.16,87.1,14.55,2.45,182.98,188.6
61,105.2,92.73,13.71,2.73,182.98,188.23
62,108.83,96.09,13.52,2.73,183.47,188.23
63,114.98,112.51,13.51,1.9,183.47,188.22
64,119.86,135.44,13.4,0.43,183.1,188.22
65,129.78,139.37,13.11,0.4,182.72,188.29
66,132.82,142.97,12.24,359.73,181.94,186.46
67,137.34,148.41,11.53,358.73,181.2,185.51
68,141.28,148.41,11.35,359.1,180.85,184.6
69,143.34,147.46,10.2,358.41,181.69,184.59
70,150.59,156.1,8.19,358.49,182.24,182.75
71,153.56,157.38,7.15,358.19,182.63,181.81
72,152.67,156.23,5.48,358.22,181.77,179.98
73,156.11,157.21,4.81,358.59,181.77,178.9
74,157.87,157.68,4.45,358.96,180.98,177.98
75,163.08,162.12,3.87,0.36,179.99,176.69
76,163.41,162.7,3.18,0.73,179.99,176.94
77,166.56,166.68,3.08,2.1,181.25,178.14
78,167.14,167.76,2.66,2.08,182.12,178.72
79,168.04,168.62,1.91,1.71,183.87,179.64
80,169.28,171.14,1.26,1.72,183.87,179.64
81,171.31,172.83,0.91,1.36,184.71,180.56
82,173.04,173.79,0.55,0.31,185.58,183.34
83,173.84,176.36,0.2,0.29,185.9,185.18
84,177.73,177.57,0.5,358.89,186.77,187.58
85,176.13,177.69,357.85,358.54,187.25,188.44
86,172.9,176.3,355.6,357.84,187.64,189.02
87,172.02,174.73,355.27,357.14,187.48,189.57
88,173.05,173.51,354.67,356.46,187.99,189.55
89,173.82,173.59,354.99,355.79,186.61,189.69
90,173.23,174.16,355.79,356.11,183.11,188.39
91,173.14,174.75,356.14,356.47,181.73,187.01
92,174.62,175.48,356.46,356.47,181.38,187.01
93,176.69,175.44,357.07,356.47,181.38,186.41
94,176.72,177.72,357.46,357.51,180.52,185.42
95,176.82,177.81,357.17,356.82,180.16,185.42
96,176.78,177.12,357.14,356.49,180.16,184.45
97,176.78,177.12,357.49,356.51,179.81,184.45
98,176.78,177.95,357.5,356.51,179.8,184.45
99,176.95,177.98,357.25,356.54,179.45,179.06
