frame number,r_arm,l_arm,r_armpit,l_armpit,r_hip,l_hip
0,173.89,172.2,356.8,355.97,185.86,185.01
1,175.34,172.2,356.8,355.97,185.86,185.01
2,173.99,172.2,356.22,355.97,185.86,184.97
3,172.69,171.34,355.6,355.97,185.86,185.52
4,172.69,171.34,355.6,355.97,185.86,185.56
5,172.82,170.52,355.64,355.64,185.81,186.46
6,170.78,166.76,355.36,355.27,186.17,187.36
7,167.69,165.16,356.55,354.87,185.74,188.21
8,162.7,163.61,357.23,355.25,183.48,187.35
9,158.59,157.53,357.83,354.92,182.45,186.43
10,155.06,154.94,357.2,354.24,182.47,186.48
11,146.99,151.14,357.17,354.24,181.94,183.16
12,144.02,150.55,356.76,354.48,182.85,180.83
13,139.94,148.4,357.09,354.77,181.95,142.96
14,137.74,143.99,357.34,354.07,182.32,153.24
15,131.28,138.84,357.32,354.01,182.31,173.76
16,118.92,128.59,357.94,354.31,182.81,182.99
17,111.57,118.84,358.22,354.31,183.66,185.75
18,105.4,116.57,358.52,354.19,183.99,187.58
19,98.81,94.66,358.51,354.19,183.98,187.58
20,93.97,87.93,358.5,353.79,183.97,188.54
21,82.66,73.27,359.19,354.08,183.96,188.9
22,77.98,70.87,358.82,354.42,184.33,188.7
23,75.12,68.5,359.83,354.08,184.68,189.63
24,72.65,64.36,359.83,354.81,184.71,189.05
25,69.17,62.94,0.8,355.41,185.06,190.87
26,63.54,56.66,3.6,356.83,185.05,190.88
27,64.49,57.68,5.91,0.41,185.81,191.37
28,61.49,55.57,7.67,1.19,185.44,191.37
29,59.98,50.71,8.37,1.57,184.95,191.11
30,57.66,48.32,9.21,2.38,184.95,190.58
31,55.09,45.27,12.47,3.79,185.31,191.11
32,53.3,42.61,13.15,4.43,184.8,190.35
33,51.01,39.79,13.43,4.8,185.19,189.98
34,49.69,39.56,13.76,4.92,185.54,189.98
35,49.7,35.23,15.16,6.72,185.93,190.17
36,48.9,35.51,16.22,6.72,185.03,190.71
37,48.75,35.19,17.13,6.02,185.02,190.71
38,47.96,34.33,17.76,6.02,184.66,190.71
39,46.92,34.14,17.82,6.75,185.5,190.74
40,46.36,34.46,18.75,7.56,185.5,190.77
41,44.52,33.71,20.05,8.36,185.14,190.29
42,42.01,33.76,20.85,10.05,183.68,190.84
43,42.01,33.96,20.85,10.25,184.19,190.89
44,40.71,33.67,21.52,10.25,184.19,190.89
45,40.71,34.08,21.52,11.49,184.19,191.25
46,40.81,37.73,22.12,13.57,185.06,191.43
47,41.06,36.78,22.1,13.93,185.05,191.07
48,41.26,35.81,21.08,13.93,185.92,191.07
49,40.29,37.95,21.43,14.26,185.2,191.43
50,40.76,39.46,20.1,11.92,186.03,191.39
51,45.07,43.34,20.0,11.21,187.0,191.93
52,48.48,43.83,19.29,10.28,187.69,191.93
53,50.99,44.49,18.68,10.47,188.37,191.53
54,52.56,45.43,18.39,8.86,188.37,190.98
55,54.71,47.42,18.36,7.8,188.4,191.34
56,59.38,48.73,18.96,6.64,187.93,191.72
57,63.62,50.88,18.96,7.68,187.93,192.08
58,64.66,54.05,19.02,7.49,186.74,192.08
59,66.74,57.49,19.02,8.33,186.76,192.09
60,69.77,62.36,19.02,8.33,186.78,192.13
61,75.63,70.34,18.34,9.02,186.3,192.17
62,80.04,73.0,17.66,8.65,186.34,191.89
63,84.52,77.5,16.98,7.9,186.36,191.9
64,90.43,81.02,16.98,7.0,186.36,191.58
65,95.06,82.22,16.72,4.47,186.36,190.66
66,100.95,87.13,14.69,2.02,186.36,190.66
67,103.8,93.57,13.05,1.97,185.54,190.67
68,109.52,101.27,11.99,1.47,185.53,190.3
69,109.77,112.96,11.43,359.3,184.77,190.26
70,113.92,127.05,11.3,357.07,184.42,190.26
71,120.67,135.56,9.34,357.02,184.15,190.26
72,123.9,136.69,8.59,356.69,183.39,189.32
73,126.03,138.39,7.99,356.74,182.61,189.27
74,125.57,138.22,6.43,356.02,182.6,189.23
75,130.08,138.38,6.06,356.71,183.45,187.78
76,136.85,142.26,4.04,356.47,183.44,187.3
77,142.83,146.16,3.36,356.19,183.45,186.9
78,145.93,147.5,1.99,356.23,183.95,185.59
79,147.02,148.28,1.95,355.91,183.47,182.72
80,146.29,150.26,0.25,355.91,183.12,178.56
81,147.91,151.95,358.91,355.61,183.13,157.15
82,146.86,152.91,357.6,355.31,183.19,166.96
83,149.29,153.83,357.3,355.76,182.33,173.36
84,150.48,155.52,356.67,355.79,182.33,173.58
85,152.68,156.23,356.67,355.5,182.33,173.09
86,156.5,157.3,356.33,354.54,183.24,178.22
87,157.99,158.44,356.33,354.54,183.24,179.52
88,161.39,159.82,357.0,354.17,183.22,181.84
89,163.06,159.47,356.36,352.71,183.72,185.85
90,163.18,158.81,355.77,352.43,183.71,186.73
91,168.76,163.88,355.81,352.45,184.2,187.76
92,169.81,165.72,354.89,352.59,185.06,188.27
93,169.28,167.17,354.63,353.24,185.15,188.33
94,169.24,167.21,354.69,353.3,185.14,188.85
95,169.24,167.29,354.34,353.65,186.0,187.96
96,170.1,167.62,354.34,353.7,186.0,187.68
97,171.45,168.17,354.63,353.7,186.81,187.74
98,170.79,168.13,354.03,353.65,186.81,187.79
99,170.72,168.01,354.38,353.65,185.96,187.85
100,171.44,168.01,354.38,353.65,185.96,187.85
101,171.44,168.01,354.38,353.65,186.0,187.85
102,171.44,167.37,354.38,353.37,186.0,187.49
103,170.84,168.82,353.78,354.01,186.0,187.49
104,171.44,168.55,354.03,354.01,186.35,187.55
105,171.49,167.91,354.43,354.01,185.48,187.55
106,170.12,168.12,353.78,354.0,185.49,187.5
107,170.72,168.01,354.38,354.35,184.98,186.55
108,170.74,169.44,354.34,354.96,185.01,187.15
109,170.68,170.18,354.34,355.61,185.01,187.2
110,170.69,169.47,354.29,355.61,185.05,187.2
111,170.74,168.76,354.69,355.61,184.17,187.2
112,170.63,169.41,355.0,356.26,183.3,187.26
113,170.63,170.2,355.0,356.24,183.3,187.26
114,169.96,169.54,354.73,355.58,182.95,186.65
115,169.89,168.88,354.73,354.92,182.93,186.65
