frame number,r_arm,l_arm,r_armpit,l_armpit,r_hip,l_hip
0,168.13,166.51,354.81,357.86,174.65,170.85
1,166.65,165.62,353.4,353.63,177.01,178.24
2,166.51,168.65,352.62,354.47,179.36,178.95
3,166.49,166.74,352.93,353.71,180.36,182.62
4,162.52,166.57,353.27,355.16,180.67,181.33
5,161.86,161.01,354.67,356.7,180.3,181.24
6,159.78,161.33,355.7,359.3,178.92,180.83
7,155.98,160.6,355.7,0.02,178.93,181.38
8,154.73,160.84,357.57,359.65,182.41,181.75
9,149.15,155.55,357.93,359.27,181.55,182.12
10,144.25,147.91,0.04,358.89,179.27,141.92
11,138.31,139.99,0.4,357.78,178.38,167.7
12,131.33,134.63,0.42,357.77,178.37,113.78
13,119.82,126.48,359.73,357.34,178.38,128.59
14,111.94,115.07,0.76,356.55,178.27,168.17
15,108.36,106.61,2.86,357.27,178.27,179.55
16,102.55,104.28,1.78,356.91,179.14,183.09
17,95.85,94.24,4.57,356.91,179.14,184.08
18,86.18,79.65,8.02,357.69,179.14,184.06
19,80.08,77.1,10.15,1.09,177.9,184.96
20,76.32,73.27,13.67,3.39,177.9,185.43
21,73.49,74.01,15.54,7.12,177.53,185.9
22,71.13,67.84,18.97,7.14,176.67,185.9
23,65.36,61.34,23.13,11.69,176.3,185.43
24,62.6,59.87,26.09,14.52,175.92,185.43
25,60.09,55.24,27.99,18.17,175.53,184.66
26,59.68,52.33,28.6,18.34,175.53,183.53
27,55.76,48.62,29.6,18.26,175.52,183.65
28,53.46,44.97,30.57,17.26,175.53,184.92
29,51.23,42.66,31.56,16.17,175.53,185.81
30,49.86,40.57,30.93,15.78,175.04,185.67
31,47.91,40.17,30.24,15.99,175.88,186.45
32,47.88,40.63,29.89,16.44,175.42,186.45
33,47.4,40.78,30.53,16.74,175.42,186.33
34,47.92,40.46,30.53,16.36,175.42,187.21
35,47.11,39.76,30.53,15.66,175.4,187.23
36,47.47,39.92,30.79,15.33,175.78,186.85
37,46.59,38.99,30.43,15.94,175.8,186.5
38,46.74,39.7,29.79,16.27,175.8,186.88
39,46.41,40.3,29.46,16.02,175.8,186.35
40,45.82,40.45,29.14,15.71,175.8,185.46
41,46.09,41.15,29.14,16.42,175.8,185.46
42,46.41,41.15,29.47,16.04,175.8,185.84
43,46.41,41.85,29.47,16.74,175.8,185.33
44,46.41,41.74,29.47,16.3,175.8,185.33
45,46.41,41.74,29.46,16.3,176.28,185.32
46,46.14,41.74,29.46,16.3,176.28,185.32
47,46.14,41.74,29.46,16.3,176.28,185.32
48,46.41,41.74,29.46,16.3,176.28,185.32
49,46.68,41.03,29.46,15.96,175.8,184.94
50,46.68,41.03,29.46,15.96,175.8,184.94
51,46.68,41.03,29.46,15.96,175.8,184.95
52,47.18,41.16,29.46,15.62,175.8,184.57
