frame number,r_arm,l_arm,r_armpit,l_armpit,r_hip,l_hip
0,134.31,140.02,345.78,13.33,187.27,176.32
1,102.46,121.97,345.08,12.94,187.58,175.41
2,61.41,109.05,343.1,11.6,188.55,175.4
3,67.96,100.26,345.45,10.06,188.29,175.41
4,109.79,89.95,19.41,9.58,188.22,175.45
5,94.58,82.12,16.81,9.69,188.72,177.05
6,81.99,72.56,11.35,9.68,188.86,177.93
7,77.55,66.94,358.24,10.22,188.66,178.62
8,66.47,67.62,350.5,10.86,188.64,179.21
9,58.25,66.07,346.55,10.98,189.22,179.72
10,50.52,49.12,346.39,13.45,189.14,179.6
11,47.59,43.17,346.42,16.98,189.34,179.28
12,41.97,43.17,346.53,19.69,189.64,179.06
13,45.54,46.27,346.99,25.24,189.54,178.99
14,43.8,48.72,346.96,23.84,189.24,179.03
15,46.53,51.89,346.72,22.06,189.5,179.25
16,49.01,55.89,346.61,19.16,189.54,179.42
17,52.4,59.18,346.38,16.28,189.04,179.67
18,54.53,64.25,348.66,14.13,189.1,179.77
19,69.57,72.97,355.52,11.23,189.03,179.84
20,68.79,82.11,354.53,9.77,188.97,178.43
21,91.97,89.76,351.07,9.39,189.43,177.61
22,100.25,100.11,346.86,8.27,188.99,177.45
23,90.24,106.52,344.12,8.62,187.44,177.28
24,78.07,112.44,344.22,8.97,187.53,177.28
25,74.75,115.45,344.56,9.44,187.28,176.68
26,116.03,119.94,345.05,9.81,187.29,176.5
27,131.99,127.2,344.71,11.08,187.49,175.83
28,136.42,132.82,344.92,11.86,187.43,175.5
29,135.57,139.23,344.75,12.3,187.04,175.1
30,137.72,142.47,345.15,12.62,186.0,175.4
31,138.9,145.35,345.17,13.1,185.6,174.86
32,141.82,147.36,345.31,13.1,185.26,174.43
33,143.37,150.18,345.63,13.4,184.54,174.21
34,146.51,153.26,346.85,13.42,184.04,173.53
35,149.58,154.09,348.01,12.86,184.29,173.91
36,151.52,155.41,348.7,12.84,183.8,173.79
37,153.31,157.3,349.27,12.76,183.99,174.09
38,155.16,159.67,349.69,12.39,184.65,175.43
39,157.28,162.26,349.94,11.78,185.7,176.48
40,158.56,164.71,349.86,11.31,186.51,177.43
41,159.71,165.39,349.76,10.84,187.54,178.11
42,160.35,166.09,349.53,10.78,189.24,178.16
43,160.81,166.35,349.33,10.52,190.19,177.88
44,161.78,166.59,349.32,10.26,191.12,177.96
45,162.51,167.59,349.16,10.01,192.51,178.26
46,162.56,168.64,349.16,9.89,192.87,178.07
47,163.46,169.75,349.24,9.97,193.31,178.81
48,164.33,170.29,349.41,9.98,193.32,178.62
49,164.85,170.76,349.48,10.17,193.41,178.57
