,r_arm,l_arm,r_armpit,l_armpit,r_hip,l_hip
0,164.05,162.87,348.23,1.09,184.19,178.53
1,163.49,161.48,349.3,2.45,182.39,176.56
2,160.78,160.85,350.25,3.69,180.91,173.71
3,158.88,160.49,351.64,5.45,178.79,170.39
4,157.29,156.14,352.67,6.97,173.0,148.21
5,155.5,153.74,353.03,8.7,171.39,151.73
6,152.09,152.13,353.75,11.24,167.87,161.38
7,151.3,149.59,353.97,12.65,167.76,164.42
8,149.38,148.83,354.16,14.65,161.18,178.69
9,149.23,146.37,354.53,16.01,159.37,180.6
10,147.99,144.23,353.88,16.01,171.2,169.96
11,143.29,142.73,353.19,15.71,178.92,165.79
12,137.58,135.03,351.22,15.16,186.88,173.01
13,124.92,126.92,349.44,13.61,192.69,178.89
14,118.75,123.07,350.0,12.64,193.93,170.22
15,120.03,120.82,350.74,11.4,194.0,172.35
16,91.65,158.46,350.38,6.05,194.68,175.76
17,96.72,94.21,348.89,7.13,195.16,176.56
18,102.24,86.83,348.5,7.62,194.92,177.08
19,105.12,84.17,349.97,10.78,195.64,179.54
20,80.33,78.69,349.6,11.33,196.19,184.51
21,73.04,75.25,351.53,12.62,196.37,184.29
22,73.5,75.89,351.55,14.04,196.27,184.58
23,68.85,74.07,351.63,14.24,195.7,184.67
24,64.07,71.77,352.11,14.34,195.82,184.07
25,68.1,70.82,351.9,14.19,195.69,184.5
26,68.87,72.39,351.9,12.23,195.56,185.62
27,67.66,73.35,353.6,13.12,196.02,185.1
28,67.48,72.24,354.59,13.06,194.98,184.21
29,58.3,74.37,352.86,13.59,194.11,183.16
30,79.32,74.63,350.3,11.36,193.38,181.47
31,89.12,78.1,347.18,10.68,192.58,180.59
32,91.29,83.82,344.89,10.18,190.29,179.31
33,101.91,93.56,345.92,8.82,189.89,180.38
34,95.16,106.09,346.12,5.9,190.18,180.35
35,104.41,110.09,348.19,7.61,187.8,179.71
36,104.97,117.27,348.63,8.65,187.98,178.25
37,122.42,122.38,348.15,9.53,189.48,176.79
38,144.02,129.53,347.86,9.24,189.84,175.98
39,143.2,137.56,348.21,10.26,187.81,173.59
40,141.71,140.57,347.9,10.01,186.04,172.61
41,144.95,141.84,348.01,9.69,183.39,172.8
42,146.96,144.87,348.02,9.44,182.56,171.98
43,148.14,146.92,349.36,9.32,180.58,169.49
44,148.99,151.65,350.08,8.92,178.37,168.79
45,149.42,155.86,349.73,8.36,177.9,169.98
46,152.24,159.77,350.92,7.74,177.88,169.03
47,154.47,161.12,351.73,7.95,177.44,168.42
48,157.79,161.96,351.35,6.89,177.05,167.29
49,159.44,161.97,350.96,6.12,177.28,165.3
50,161.2,162.86,349.73,5.17,179.76,164.71
51,162.34,161.74,349.36,3.33,182.16,163.39
