,r_arm,l_arm,r_armpit,l_armpit,r_hip,l_hip
0,251.65,270.78,340.4,358.97,186.77,169.09
1,257.96,267.62,336.88,351.27,186.23,170.28
2,260.79,267.75,333.1,346.4,188.36,172.34
3,263.47,268.99,331.55,347.42,187.67,172.48
4,267.58,265.85,329.87,346.9,186.96,172.67
5,270.8,247.99,328.09,325.14,187.02,172.91
6,273.72,252.68,325.61,317.95,184.54,178.62
7,273.17,265.13,326.26,324.79,184.08,178.15
8,272.51,282.25,325.19,334.64,181.84,176.65
9,273.99,309.91,326.15,348.61,182.1,175.31
10,283.04,321.23,328.3,352.25,183.39,173.81
11,287.36,326.19,333.94,355.45,184.18,172.4
12,288.38,327.4,335.12,354.44,184.76,171.34
13,290.55,327.84,336.4,353.92,184.16,171.22
14,294.93,328.79,334.68,353.11,183.53,171.72
15,297.51,327.4,334.74,353.76,183.02,172.09
16,300.72,326.69,340.35,354.11,183.36,171.48
17,302.33,324.65,341.7,354.25,182.8,171.3
18,293.37,322.56,342.9,354.58,181.38,170.44
19,288.36,319.65,340.23,353.84,182.58,170.59
20,276.33,307.77,333.18,351.84,180.92,170.6
21,271.79,294.89,327.76,347.67,182.29,169.26
22,272.53,282.1,329.44,346.6,184.32,169.53
23,266.7,253.41,330.23,332.43,184.56,170.07
24,264.51,259.16,332.61,331.81,184.76,169.7
25,260.93,263.25,334.09,335.86,184.13,169.87
26,256.62,263.36,336.23,349.0,184.02,169.6
27,247.61,262.96,338.51,355.23,184.27,169.52
28,245.17,245.43,338.26,356.58,184.65,169.9
29,236.94,209.2,337.73,358.68,185.12,170.32
30,230.6,206.17,336.71,357.44,186.04,170.21
31,223.9,213.71,336.49,356.92,186.36,170.73
32,218.19,210.55,336.52,358.45,185.84,170.85
33,212.86,205.07,336.73,358.91,186.72,171.15
34,207.25,200.65,336.75,358.99,187.82,171.44
35,204.47,197.52,337.23,359.08,187.65,171.69
36,200.6,194.57,337.57,359.03,187.7,171.53
37,199.41,192.87,338.76,359.6,188.53,171.22
38,197.43,191.42,339.88,0.93,187.77,170.47
39,196.4,189.34,341.46,1.64,186.38,168.71
40,194.58,187.32,342.3,1.71,186.81,167.0
41,192.88,185.2,343.05,1.88,186.49,165.04
42,189.67,182.0,344.04,2.6,186.03,164.41
43,188.15,180.67,345.05,3.43,185.74,163.03
44,186.88,181.48,345.8,4.07,184.85,161.38
45,185.28,180.95,346.54,5.67,183.99,159.26
46,180.81,180.86,346.49,7.02,183.5,159.12
47,178.48,182.44,347.3,8.14,182.9,159.07
48,177.98,182.65,348.33,9.28,182.42,159.3
49,178.2,184.82,349.38,10.76,182.5,160.67
50,178.52,187.09,350.28,12.47,182.07,160.97
51,179.58,189.16,352.05,13.97,181.53,161.18
52,180.31,190.91,352.79,14.98,180.41,161.41
53,182.3,192.25,352.9,15.54,179.74,161.64
54,183.09,192.73,352.91,15.68,180.28,161.81
55,182.51,193.06,352.62,15.7,179.91,161.77
56,181.94,193.21,352.36,15.57,179.76,161.66
57,182.14,193.02,352.27,15.4,180.15,161.69
58,181.54,192.84,351.87,15.38,179.84,162.11
59,181.32,192.82,351.88,15.46,179.52,162.49
60,181.12,192.63,351.88,15.61,178.17,163.19
61,180.53,192.82,351.7,15.79,177.68,163.59
62,179.36,192.8,351.13,15.88,178.57,163.24
63,178.96,192.33,350.95,15.88,178.08,162.6
64,178.16,192.16,350.56,15.79,178.03,162.72
65,177.95,191.68,350.37,15.48,178.05,162.74
