,r_arm,l_arm,r_armpit,l_armpit,r_hip,l_hip
0,198.27,201.32,354.99,352.45,112.98,88.22
1,197.78,202.17,353.35,1.26,160.45,170.05
2,204.66,208.67,351.04,359.11,161.85,155.59
3,201.65,210.28,352.28,6.3,132.22,101.6
4,202.22,209.49,354.24,9.11,155.42,141.68
5,201.65,210.6,354.57,8.99,168.9,88.72
6,205.15,209.59,354.11,10.76,171.19,161.19
7,207.69,210.24,353.05,13.09,174.68,175.13
8,206.53,210.14,353.1,14.78,176.5,182.02
9,210.12,210.09,352.23,16.18,171.18,182.92
10,214.0,214.58,351.33,15.33,175.67,173.1
11,216.98,215.29,351.82,16.28,186.9,170.44
12,226.03,229.9,353.79,12.1,193.19,171.14
13,243.37,238.20999999999998,353.74,8.84,194.35,180.39
14,249.19,242.31,356.05,8.4,194.78,181.04
15,264.58,248.88,355.8,8.87,194.24,181.14
16,276.17,202.3,351.82,5.97,193.62,179.34
17,241.43,269.74,351.86,6.36,192.89,180.64
18,252.67000000000002,274.95,347.6,9.22,193.82,179.05
19,274.19,283.29,344.75,8.99,193.78,178.16
20,292.03,284.48,346.98,11.45,193.68,179.38
21,300.76,285.01,347.86,12.8,193.81,179.96
22,294.03,285.07,351.24,13.44,194.48,181.27
23,299.76,287.26,350.97,15.55,195.02,182.81
24,300.81,286.18,350.41,17.0,195.95,183.44
25,301.04,286.59000000000003,350.96,16.27,195.8,183.06
26,303.73,286.29,351.53,16.53,195.95,183.93
27,304.74,285.40999999999997,351.86,16.17,195.94,183.84
28,309.94,283.12,351.54,15.57,196.68,183.91
29,307.96,286.18,351.91,13.96,195.92,184.2
30,301.12,287.04,352.63,12.53,194.88,184.19
31,286.08,282.53,350.91,11.38,194.42,182.94
32,265.90999999999997,276.65,347.14,9.62,193.46,181.76
33,267.83,267.57,344.91,9.12,191.5,181.13
34,264.77,252.48000000000002,345.89,7.19,190.79,180.85
35,263.62,249.73000000000002,347.34,6.91,190.84,180.98
36,263.58,244.39,347.75,8.24,190.15,178.69
37,240.16,237.8,347.79,9.38,190.98,177.1
38,218.12,228.17,348.3,9.6,190.04,175.05
39,217.97,220.88,347.84,10.13,188.81,173.72
40,216.93,218.19,347.92,10.29,187.0,172.88
41,215.48,217.31,348.23,9.89,184.05,172.21
42,213.28,213.69,348.19,9.68,182.02,171.98
43,211.98,212.58,349.25,9.13,179.83,170.01
44,211.26,208.45,349.85,8.95,178.23,169.61
45,209.3,201.97,350.89,8.95,175.36,168.21
46,207.9,199.13,350.98,8.43,175.23,167.88
47,205.29,199.48,351.94,7.53,175.07,166.25
48,201.51,198.93,351.51,6.77,172.75,169.69
49,201.56,198.3,349.8,6.05,170.09,169.21
50,199.41,196.43,348.75,5.45,168.52,169.48
51,197.06,196.76,348.52,4.07,174.26,169.39
