,r_arm,l_arm,r_armpit,l_armpit,r_hip,l_hip
76,260.15,233.61,324.51,18.15,183.94,171.82
77,263.96,199.16,319.4,19.89,181.95,171.18
78,266.27,202.39,319.57,20.15,182.08,171.11
79,269.95,226.25,319.72,21.15,181.44,172.08
80,272.9,229.3,319.35,22.47,182.11,172.23
81,272.62,231.43,319.76,22.69,181.76,172.28
82,272.55,260.33,321.86,23.75,182.35,171.61
83,265.17,264.93,325.14,24.28,182.72,171.5
84,263.9,280.08,334.02,22.49,182.68,170.07
85,293.36,284.57,332.79,22.42,182.59,169.09
86,301.99,280.58,333.33,22.24,182.13,169.31
87,270.25,283.88,325.63,22.96,180.29,169.54
88,276.12,281.74,321.18,24.08,180.66,169.93
89,278.75,286.03,317.07,23.68,179.69,169.29
90,273.55,286.4,319.85,23.65,179.36,169.17
91,265.57,288.7,316.66,22.69,179.12,169.82
92,274.64,278.47,308.44,23.99,178.98,170.51
93,287.55,280.17,309.3,23.38,179.29,170.22
94,331.32,286.93,309.25,24.16,180.08,170.18
95,344.39,291.36,307.38,24.79,181.42,169.71
96,346.93,290.97,302.41,26.18,181.54,169.54
97,340.31,291.68,300.8,26.31,181.39,168.79
98,345.1,296.18,301.15,26.06,181.47,168.66
99,346.2,296.04,301.29,25.14,181.49,167.72
100,346.78,296.72,299.95,24.58,180.98,167.57
101,354.23,300.14,299.96,25.07,181.52,167.3
102,347.88,286.73,298.31,32.03,182.04,167.16
103,346.89,288.89,298.21,31.24,182.39,167.13
104,346.54,301.87,297.72,27.44,182.15,166.25
105,346.49,306.64,298.16,25.56,182.17,166.04
106,347.58,307.72,298.51,24.55,182.16,165.99
107,348.02,308.15,299.97,25.31,181.77,165.56
108,346.52,309.07,299.64,25.42,181.76,165.57
109,350.38,307.83,299.48,26.38,181.61,165.59
110,344.08,307.53,297.41,26.92,181.28,165.55
111,340.86,307.46,296.04,27.12,181.11,165.49
112,350.99,308.59000000000003,301.18,26.63,180.79,165.8
113,349.27,308.37,301.84,26.8,180.81,166.25
114,351.25,313.08,309.47,25.37,181.16,167.75
115,355.6,314.29,307.75,25.21,181.31,167.69
116,357.1,314.81,306.73,25.55,181.68,167.86
117,359.57,314.73,305.22,25.58,181.61,167.56
118,358.56,315.19,304.46,25.22,181.7,167.54
119,358.95,315.76,309.15,24.51,181.97,167.37
120,359.78,315.14,307.94,23.0,182.19,167.35
121,359.9,315.3,307.42,21.98,182.65,167.36
122,357.55,313.65,310.31,23.61,182.45,167.24
123,356.02,314.69,315.52,24.19,182.5,167.35
124,346.98,316.75,323.62,22.75,183.12,167.46
125,344.13,317.9,327.81,21.97,183.66,167.51
126,343.4,318.33,329.64,21.53,183.88,167.59
127,343.83,318.85,328.11,21.45,184.0,167.8
128,349.47,318.90999999999997,322.7,21.41,184.13,167.96
129,356.06,317.0,315.34,21.36,183.99,167.94
130,356.11,315.42,308.68,21.4,183.84,167.76
131,353.64,314.69,305.85,21.43,183.68,167.75
132,356.83,312.03,306.19,22.76,184.22,167.94
133,358.43,311.96,305.86,23.56,184.3,167.82
134,347.29,311.73,321.67,23.32,184.98,167.75
135,346.22,311.58,325.77,23.08,185.65,167.94
136,345.31,311.64,325.8,22.97,185.38,167.88
137,347.13,310.86,319.42,23.7,185.25,167.8
138,349.52,310.47,315.21,24.26,185.13,167.83
139,347.49,313.85,328.92,22.16,185.5,168.55
140,347.83,314.93,331.51,21.71,186.02,169.24
141,346.39,312.33,329.79,22.23,185.11,168.57
142,345.73,311.08,329.91,23.1,184.39,168.2
143,345.76,310.90999999999997,331.92,22.8,184.76,167.99
144,345.62,310.84000000000003,331.17,22.87,185.08,168.04
145,346.55,308.21,331.46,22.42,185.13,168.74
146,350.86,306.53,323.71,21.92,185.12,169.01
147,353.46,303.54,325.86,20.43,183.69,169.08
148,349.72,299.14,320.8,21.14,183.58,169.02
149,342.19,296.85,319.54,21.89,183.28,168.93
150,340.43,298.17,326.82,20.94,183.86,169.61
151,346.65,295.32,330.85,19.57,184.5,171.39
152,351.43,294.65,332.49,18.93,184.73,172.36
153,358.74,294.81,335.16,18.58,185.3,172.57
154,349.75,291.35,334.6,19.08,186.94,172.52
155,329.12,290.42,332.84,19.85,187.82,173.31
156,300.83,286.28,328.42,19.9,185.7,173.84
157,292.64,287.46,327.55,19.85,184.91,173.65
158,277.85,280.62,327.5,18.93,183.98,173.23
159,258.82,268.56,326.17,18.16,185.47,173.45
160,251.68,266.11,325.54,18.22,186.06,173.07
161,241.44,261.15,326.6,17.72,186.09,173.87
162,238.44,261.45,326.88,18.1,186.12,173.84
163,229.15,248.82,327.66,16.7,186.12,174.17
164,223.98,236.78,328.55,17.15,185.81,176.36
165,219.61,229.69,327.45,17.63,183.12,175.85
166,216.65,228.9,330.09,16.4,183.84,172.32
167,217.32,229.95,331.38,15.87,183.37,171.63
168,217.5,223.67,330.1,15.61,183.56,170.73
169,217.28,220.87,329.74,16.02,182.08,169.47
170,214.85,214.45,329.42,16.09,180.39,166.47
171,214.4,212.38,329.16,16.2,180.75,166.73
172,213.46,208.82,329.4,16.05,179.62,165.24
173,211.96,205.22,328.81,16.25,175.2,159.62
174,212.06,204.32,328.35,16.12,174.12,158.23
175,212.09,204.67,327.83,16.13,168.47,151.05
176,210.59,202.99,328.39,15.97,174.76,160.05
177,208.25,200.46,329.3,16.24,175.06,158.59
178,207.61,200.18,329.61,16.35,178.2,164.1
179,203.92,197.71,330.57,16.06,177.13,162.47
180,202.79,197.22,330.48,15.84,176.56,158.94
181,201.64,193.97,330.39,15.84,174.88,153.4
182,200.98,193.05,330.4,15.78,174.38,152.37
183,198.79,191.76,330.64,15.92,171.7,152.85
184,195.72,190.18,331.22,16.01,172.73,156.47
185,194.6,189.49,331.63,16.11,173.9,158.71
186,194.08,187.79,331.77,16.42,177.94,163.22
187,193.7,186.96,331.9,16.6,179.28,164.46
188,191.79,185.74,332.57,16.39,181.64,166.85
189,191.13,185.2,332.72,16.39,181.88,166.99
190,189.97,184.91,333.14,16.25,182.82,168.11
191,188.84,184.7,333.37,16.16,182.67,168.45
192,188.26,184.73,333.5,16.05,182.36,168.48
193,188.2,185.41,333.32,15.93,182.41,169.57
194,187.88,185.47,333.41,16.0,182.24,169.9
195,187.86,185.67,333.31,15.62,182.57,170.58
196,187.88,185.47,333.36,15.31,182.63,170.98
197,187.57,184.85,333.64,14.96,183.22,171.8
198,187.34,184.2,333.86,14.75,183.51,171.8
199,187.35,184.67,334.14,14.54,183.89,172.63
200,187.45,184.5,334.49,14.62,184.06,173.29
201,187.07,183.35,334.62,14.44,183.9,173.42
202,186.95,181.8,334.56,14.37,183.77,173.92
203,186.78,181.72,334.48,14.21,183.98,174.33
204,185.48,180.75,334.54,14.18,183.6,173.98
205,185.08,180.16,334.43,14.38,183.48,173.74
206,184.73,180.15,334.19,14.21,183.41,173.65
207,184.58,180.12,334.13,14.02,183.3,173.65
208,185.22,180.7,333.52,14.23,182.58,172.91
209,184.32,181.6,333.51,14.64,183.12,173.65
210,183.95,181.48,333.48,14.58,183.36,174.23
211,182.74,180.24,333.57,13.87,183.46,173.48
212,182.3,180.48,333.58,13.49,183.45,172.95
213,181.86,181.56,333.91,12.79,183.32,173.02
214,182.01,182.15,333.81,12.47,183.36,173.12
215,183.28,181.83,333.6,12.25,182.33,172.64
216,183.08,180.12,333.66,12.85,182.21,172.39
217,183.37,180.02,333.57,12.75,182.22,172.25
218,181.62,180.47,334.37,12.31,182.79,172.92
219,181.17,180.06,334.6,11.92,182.83,173.19
220,180.98,182.12,334.88,12.54,183.28,173.57
221,181.07,181.84,335.1,12.53,183.27,173.71
222,180.79,184.96,335.21,13.78,183.28,174.0
