,r_arm,l_arm,r_armpit,l_armpit,r_hip,l_hip
0,234.7,242.63,347.45,9.89,183.57,169.2
1,229.34,244.87,348.55,10.21,184.02,168.93
2,229.84,260.16,348.77,9.9,183.89,169.04
3,240.97,265.4,346.9,8.56,183.9,168.98
4,265.06,271.88,346.37,8.88,183.37,169.01
5,265.87,277.23,342.34,7.82,182.38,169.34
6,264.85,286.97,336.06,7.99,181.76,169.0
7,269.82,293.03,337.41,8.28,182.37,169.04
8,275.0,299.38,338.06,8.98,182.24,169.41
9,278.56,298.29,338.19,9.98,181.13,168.78
10,281.45,301.89,338.64,10.55,180.22,169.08
11,287.96,305.26,339.82,10.8,178.79,168.66
12,298.44,306.09,340.06,10.37,177.49,168.93
13,306.4,308.4,341.85,9.22,177.21,168.67
14,310.66,309.33,343.41,9.14,176.77,168.39
15,317.11,313.18,345.69,8.99,177.13,168.69
16,316.76,313.46,345.88,9.34,176.76,168.16
17,317.73,313.25,346.89,9.14,177.3,168.67
18,316.6,312.83,346.52,9.13,177.39,168.66
19,315.17,310.67,346.02,8.98,176.99,168.65
20,310.87,308.93,344.89,9.15,176.76,168.3
21,301.63,307.72,342.79,8.88,176.31,168.56
22,288.71,304.64,341.58,8.73,177.62,168.54
23,276.26,295.66,341.67,7.8,178.43,167.71
24,265.44,288.13,337.43,7.73,178.56,167.42
25,258.39,281.77,337.53,7.11,178.81,168.39
26,253.33,270.69,344.78,9.98,180.41,168.17
27,249.33,253.27,346.38,11.97,181.6,168.55
28,246.03,245.83,347.53,11.08,182.02,169.16
29,242.61,252.24,347.94,10.81,182.09,168.89
30,238.66,234.9,348.37,11.0,182.41,168.55
31,236.92,226.68,348.54,12.02,183.31,168.44
32,224.51,223.53,348.46,12.08,184.22,168.72
33,216.55,221.08,348.59,11.98,185.3,168.47
34,211.96,218.35,347.88,11.84,185.96,168.77
35,208.23,216.86,347.89,11.11,184.89,169.3
36,205.17,213.26,348.17,10.42,185.51,169.81
37,201.75,209.1,348.65,9.12,185.63,170.04
38,200.38,204.51,349.48,7.36,186.17,170.2
39,197.39,199.77,350.41,5.92,186.42,170.05
40,194.79,198.1,350.98,5.35,185.95,169.77
41,192.19,197.1,351.93,5.54,184.14,168.55
42,191.46,194.89,352.15,5.46,184.17,168.48
43,190.81,193.76,352.51,5.42,184.4,168.36
44,188.84,191.51,352.01,5.21,185.09,167.86
