,r_arm,l_arm,r_armpit,l_armpit,r_hip,l_hip
0,197.39,194.59,338.13,2.43,189.31,173.35
1,200.26,200.21,336.65,1.58,187.41,173.88
2,201.58,204.17,335.51,1.42,186.47,171.53
3,206.03,208.13,335.33,1.11,183.54,172.38
4,209.62,211.11,334.53,0.93,183.21,170.87
5,212.24,210.14,334.17,0.77,183.24,170.14
6,218.66,217.11,334.49,0.77,182.84,170.23
7,227.91,225.68,334.96,0.6,182.12,170.05
8,239.49,248.26,334.77,359.46,182.69,169.52
9,243.26,277.72,334.86,354.99,182.64,169.62
10,251.97,276.17,332.9,351.54,182.79,169.74
11,258.31,285.32,332.83,348.94,182.86,170.23
12,266.11,288.61,333.09,349.61,183.37,170.66
13,271.86,277.08,331.13,346.11,183.31,171.48
14,277.22,276.2,330.62,336.59,183.72,172.1
15,281.25,289.58,331.41,343.47,184.15,173.28
16,284.68,304.73,333.07,348.2,184.14,173.97
17,290.66,314.85,332.98,350.84,184.21,173.24
18,294.48,321.9,333.39,352.0,184.13,173.03
19,301.02,328.67,332.82,352.27,183.21,172.82
20,303.98,328.4,332.26,351.47,183.17,171.59
21,310.46,330.71,331.12,350.8,185.01,171.17
22,314.19,337.62,330.21,352.74,184.36,170.79
23,316.03,342.54,327.61,352.42,183.23,170.12
24,314.54,343.44,324.55,352.03,182.75,169.29
25,315.19,345.09,324.44,352.4,182.88,168.53
26,310.14,346.54,322.05,351.85,182.98,168.47
27,311.13,345.36,322.97,350.76,183.12,167.75
28,312.61,343.99,323.44,350.46,183.23,167.66
29,314.6,343.27,324.2,350.37,183.64,167.52
30,314.75,342.61,324.31,350.23,183.25,167.46
31,313.84,342.34,324.25,350.52,183.2,167.38
32,312.26,341.84,324.72,350.87,182.98,166.89
33,311.26,340.02,325.71,351.83,182.9,167.76
34,309.01,339.31,327.6,352.9,182.66,167.27
35,304.52,334.53,329.2,354.33,180.69,167.26
36,298.02,329.34,332.58,356.55,179.5,168.45
37,298.9,317.76,335.73,356.75,181.64,170.35
38,291.88,311.67,333.96,357.01,183.36,171.55
39,284.29,304.33,332.64,354.9,183.47,172.03
40,276.23,291.08,331.43,351.92,184.04,170.05
41,271.42,278.16,332.21,350.23,184.67,169.4
42,265.1,286.39,333.59,356.39,184.59,169.43
43,261.09,271.87,336.27,352.18,184.44,169.51
44,254.45,253.02,338.12,348.13,184.31,169.74
45,252.24,247.52,338.75,352.82,184.66,170.19
46,243.22,225.84,338.51,358.99,185.15,170.31
47,234.75,194.12,337.67,2.66,187.84,171.48
48,226.83,213.37,337.0,1.73,188.73,171.31
49,219.37,209.87,336.29,1.47,189.52,171.08
50,210.55,211.06,336.58,1.82,189.26,171.97
51,205.22,208.93,337.37,3.3,189.05,172.37
52,203.64,203.9,338.39,3.47,188.74,172.27
53,200.53,198.86,339.17,3.39,189.66,172.07
54,198.04,197.23,340.83,4.27,187.55,170.65
55,194.45,194.55,342.57,5.46,184.82,167.51
56,191.49,192.78,343.82,6.36,184.22,165.53
57,189.46,190.52,345.12,7.59,186.05,164.38
58,186.1,188.81,346.1,8.71,190.59,162.99
59,184.28,189.62,346.63,10.01,190.38,162.47
60,183.36,190.37,348.53,11.22,188.85,162.38
61,180.0,192.84,348.91,13.05,183.58,162.13
62,178.09,192.26,348.63,13.68,181.99,161.66
63,179.41,194.07,349.79,15.07,181.47,161.66
64,184.31,194.27,352.77,15.82,180.24,161.69
65,184.12,195.64,352.86,16.6,178.82,161.4
66,183.41,195.81,353.14,16.58,178.87,161.36
67,183.67,195.4,353.04,16.37,179.1,161.69
68,183.26,196.0,352.74,16.68,179.72,162.09
69,184.07,195.83,352.92,16.68,179.72,162.11
70,184.07,195.8,352.73,16.72,179.88,161.88
71,183.8,195.5,352.53,16.65,179.9,161.97
72,183.52,195.66,352.24,16.63,179.98,161.96
73,183.5,195.82,352.07,16.6,180.26,161.94
