,r_arm,l_arm,r_armpit,l_armpit,r_hip,l_hip
0,180.6,189.84,349.85,11.48,181.69,169.5
1,182.22,195.57,349.21,13.35,180.31,167.59
2,182.93,198.94,348.97,15.22,179.31,165.27
3,185.3,200.58,349.78,15.68,178.64,163.92
4,186.32,202.44,349.74,15.93,178.67,164.3
5,186.55,204.28,349.55,16.67,179.0,164.27
6,188.67,205.75,349.14,16.94,178.54,164.12
7,190.93,207.74,348.51,17.3,179.55,164.8
8,193.42,209.29,348.52,16.99,179.93,165.19
9,196.27,211.0,347.77,16.76,180.78,166.32
10,198.49,213.55,347.24,16.23,181.75,168.02
11,200.04,216.78,347.08,16.21,182.41,169.41
12,204.01,219.84,346.15,15.81,184.23,171.33
13,206.45,223.44,344.83,14.93,186.48,174.76
14,209.47,226.94,343.99,14.72,187.22,175.51
15,213.51,230.03,343.32,14.74,187.31,175.85
16,215.51,233.72,342.58,14.84,186.93,175.68
17,218.4,237.47,342.37,14.91,186.55,175.31
18,224.14,241.75,341.96,15.25,186.4,175.1
19,228.09,245.21,341.4,15.64,186.73,174.73
20,232.18,252.76,341.56,16.16,186.15,174.46
21,236.42,257.66,341.82,16.26,185.96,174.48
22,240.46,264.45,342.2,16.6,185.87,174.04
23,243.0,270.17,342.64,16.76,185.64,173.57
24,247.17,265.33,342.68,16.65,185.38,173.19
25,250.35,261.98,342.77,17.27,185.49,172.55
26,252.97,253.18,343.28,18.18,185.63,171.52
27,251.8,245.06,343.85,18.67,185.68,171.27
28,252.35,236.52,343.74,19.16,185.73,171.27
29,253.89,237.39,344.48,19.26,185.78,171.39
30,253.2,236.77,344.78,19.21,185.53,171.41
31,251.39,236.95,344.68,19.45,185.53,171.52
32,249.32,244.7,344.95,19.55,185.34,171.31
33,249.17,259.08,344.65,19.48,185.0,171.83
34,253.26,258.25,344.88,19.54,185.0,171.92
35,255.62,261.31,345.45,19.31,184.9,172.16
36,253.3,261.78,344.94,19.22,185.2,172.28
37,248.3,266.06,344.84,18.72,185.2,172.52
38,246.11,268.35,344.97,18.32,185.22,172.86
39,244.21,255.77,345.06,18.37,185.39,173.01
40,242.05,249.3,344.49,18.55,185.42,172.78
41,238.49,245.11,344.31,18.98,185.43,172.98
42,236.15,245.6,344.02,19.81,185.54,173.37
43,232.31,242.31,343.74,19.88,185.8,173.86
44,225.75,240.4,343.3,19.66,186.7,174.74
45,221.87,238.72,343.16,19.23,187.56,176.14
46,219.34,235.45,343.1,19.09,187.8,176.43
47,214.65,233.28,343.17,19.06,187.55,176.6
48,211.84,230.6,343.62,19.05,187.37,176.86
49,206.81,226.29,343.81,18.53,186.75,176.31
50,202.79,224.31,344.26,18.33,186.03,175.98
51,199.3,220.96,345.06,18.36,184.32,174.62
52,198.39,217.98,345.95,18.16,184.18,173.7
53,196.56,214.98,346.44,18.03,184.0,172.5
54,192.1,211.56,347.2,17.68,183.18,170.0
55,189.54,207.23,348.24,16.97,183.15,167.56
56,188.89,205.76,349.99,16.49,182.52,166.58
57,187.7,202.56,350.58,16.02,181.93,165.76
58,187.08,201.16,350.79,15.97,182.04,166.03
59,186.56,199.76,351.09,15.95,182.35,166.34
60,185.25,200.05,351.25,16.48,182.22,167.78
61,184.89,199.04,351.78,16.92,182.15,168.04
62,186.46,198.21,353.22,17.24,182.71,168.44
63,184.99,196.39,353.44,16.77,182.04,169.42
64,186.08,195.62,354.07,16.69,182.57,169.87
65,185.69,194.52,354.63,16.64,182.24,170.4
66,184.69,193.12,354.77,16.02,182.47,171.59
67,184.21,191.7,354.96,16.07,183.18,172.19
68,183.3,191.67,354.71,16.35,183.85,172.52
69,182.93,191.2,354.38,16.27,184.86,173.58
70,182.04,191.14,354.06,16.07,185.25,173.75
71,182.45,190.97,354.16,15.87,185.35,173.65
72,182.66,190.53,354.08,15.41,185.4,174.38
73,183.3,190.39,354.26,15.1,185.35,174.18
74,182.33,189.88,353.64,14.76,184.78,174.5
75,181.11,190.07,352.89,14.54,184.4,174.44
76,179.75,189.27,352.19,13.77,183.37,173.6
77,180.16,188.74,351.87,13.08,182.52,172.65
