,r_arm,l_arm,r_armpit,l_armpit,r_hip,l_hip
0,204.76,226.52,346.95,18.2,185.94,176.03
1,211.32,231.88,345.52,18.62,187.66,176.76
2,215.72,234.95,344.58,18.77,186.85,175.88
3,220.12,237.85,343.95,17.82,186.84,175.92
4,225.08,239.86,342.82,16.96,186.72,174.31
5,233.95,252.37,343.81,17.53,185.85,173.04
6,240.76,269.15,344.03,17.08,185.08,172.65
7,250.94,272.27,345.05,18.04,184.36,170.87
8,254.82,268.54,344.62,19.11,185.55,170.27
9,257.59,260.93,343.62,19.68,185.43,169.75
10,257.68,258.21,343.42,20.25,184.99,169.16
11,262.27,270.12,342.76,19.06,184.69,169.18
12,259.48,280.32,339.82,15.65,184.78,169.15
13,260.6,253.93,340.17,15.74,184.7,169.53
14,259.5,256.57,337.83,15.82,184.43,169.45
15,258.27,263.4,336.44,16.07,184.7,169.48
16,257.77,263.99,336.16,16.58,184.57,169.73
17,256.15,271.12,336.44,16.38,184.73,169.73
18,256.22,228.94,336.76,15.87,184.75,169.86
19,256.64,208.0,337.55,15.91,184.95,170.11
20,257.13,193.8,337.75,16.92,185.34,170.56
21,256.74,197.64,338.19,18.2,185.2,170.55
22,255.37,211.94,339.9,19.7,185.33,170.64
23,257.18,231.07,343.2,19.69,185.2,170.74
24,255.23,261.21,344.22,18.41,185.48,170.94
25,246.39,265.42,344.35,18.02,185.47,170.99
26,242.26,249.46,344.29,17.65,185.31,171.59
27,235.84,242.42,344.24,17.94,185.37,171.96
28,227.61,236.47,344.11,17.76,185.44,172.4
29,220.57,233.77,343.99,17.41,185.36,173.01
30,215.65,230.79,343.86,16.95,185.95,174.36
31,211.75,227.43,343.97,16.72,185.82,175.05
32,207.07,223.31,344.74,15.82,184.81,175.52
33,203.35,219.08,345.26,15.18,184.79,174.86
34,201.53,216.78,346.18,14.95,184.36,174.16
35,199.94,216.15,346.79,15.55,184.11,172.58
36,197.4,214.87,347.15,15.64,183.77,171.01
37,194.19,213.45,347.57,15.81,183.18,170.18
38,192.45,211.04,348.99,15.82,182.59,168.86
39,191.46,208.48,350.27,15.67,182.33,167.79
40,190.28,206.61,350.97,15.52,181.36,165.01
41,189.28,203.62,352.04,15.03,181.21,163.99
42,189.45,201.11,353.33,14.56,181.37,162.73
43,188.66,198.71,353.27,14.24,180.84,162.13
44,189.38,196.56,353.75,14.07,180.39,161.57
45,187.7,194.92,353.53,13.9,179.54,161.41
46,185.31,193.88,353.16,13.75,179.36,161.28
47,183.69,193.45,353.53,13.73,179.56,161.16
48,183.89,192.73,354.12,13.81,179.34,161.31
49,184.3,192.17,354.83,13.64,179.2,161.47
50,185.98,191.83,355.8,13.48,178.51,161.65
51,186.41,192.0,355.89,13.31,178.14,162.21
52,186.16,192.49,355.7,13.38,178.33,162.61
53,185.35,192.72,355.11,13.42,178.5,162.44
54,184.54,192.72,354.6,13.44,178.6,162.45
55,184.34,192.59,354.48,13.38,178.71,162.22
56,184.13,192.43,354.36,13.24,178.66,162.38
57,185.19,192.27,354.75,13.08,178.66,162.54
58,186.26,191.95,355.12,12.93,178.48,162.56
59,186.11,191.95,355.01,12.89,178.38,162.57
60,186.11,191.94,355.01,12.89,178.53,162.73
