,r_arm,l_arm,r_armpit,l_armpit,r_hip,l_hip
0,282.38,293.01,335.67,11.73,188.74,166.68
1,289.81,310.43,335.56,16.97,188.61,165.99
2,290.28,303.75,334.85,16.37,187.37,164.64
3,296.34,302.99,334.12,14.22,186.21,165.09
4,292.62,309.48,331.38,13.09,185.65,165.2
5,287.33,309.8,328.01,13.64,184.54,165.23
6,295.34,306.86,332.07,14.17,185.75,165.57
7,296.27,306.57,334.38,14.38,184.26,165.72
8,292.08,303.75,334.96,14.99,184.71,166.04
9,279.56,300.57,331.04,14.29,184.61,166.24
10,273.75,298.89,333.33,13.52,184.22,166.53
11,266.71,305.97,331.61,11.81,184.7,166.72
12,262.86,288.63,332.89,359.0,185.11,166.7
13,253.32,288.07,331.73,0.82,184.95,166.78
14,246.81,286.03,333.28,2.2,185.53,166.91
15,245.1,272.51,340.59,7.83,185.68,167.66
16,244.41,238.78,342.48,12.15,186.16,168.18
17,242.42,217.24,343.69,13.31,187.14,169.7
18,234.15,219.67,343.63,13.9,188.29,170.51
19,224.2,219.51,343.41,13.82,189.05,172.06
20,215.45,217.21,343.14,13.77,189.76,173.66
21,208.2,214.71,343.21,13.92,190.5,174.41
22,203.18,213.05,344.22,14.31,189.49,172.74
23,197.84,212.68,345.05,14.77,189.53,172.15
24,195.37,211.02,345.88,15.28,189.22,169.64
25,192.46,209.58,346.35,15.01,188.96,168.22
26,191.17,207.05,347.73,14.73,187.44,165.95
27,190.11,204.45,348.07,13.91,187.37,165.42
28,189.34,200.93,348.4,13.25,187.3,164.37
29,187.61,198.48,348.3,13.03,186.64,162.69
30,188.13,196.08,349.17,13.12,185.48,161.69
31,185.28,192.84,349.38,13.05,185.15,160.95
32,185.11,191.12,350.38,13.28,184.06,159.65
33,182.97,191.05,350.59,13.25,183.67,159.42
34,181.86,190.29,349.96,13.05,184.05,159.44
35,180.53,189.04,349.75,12.55,183.31,159.49
36,180.81,188.34,349.68,12.34,182.63,159.93
37,181.93,188.0,349.48,12.21,181.92,160.57
38,181.94,187.22,349.7,12.01,181.92,160.79
39,181.92,187.21,349.6,12.09,182.02,161.29
40,181.25,186.84,349.83,12.03,181.99,161.36
41,181.02,187.01,349.93,12.3,182.23,160.94
42,181.23,187.2,349.7,12.5,182.26,160.72
43,181.21,187.56,349.7,12.69,182.36,160.72
44,181.19,187.58,349.69,12.6,183.47,160.58
45,182.26,187.58,349.1,12.9,183.18,160.18
46,182.46,187.59,349.09,12.93,182.97,160.0
