,r_arm,l_arm,r_armpit,l_armpit,r_hip,l_hip
0,111.36,118.98,342.04,5.81,183.59,161.24
1,84.83,116.61,341.31,5.54,183.17,167.42
2,81.44,113.22,340.54,6.1,186.72,170.27
3,90.28,101.8,340.2,5.17,187.01,169.86
4,87.52,94.71,338.62,6.0,186.89,170.66
5,84.98,90.11,342.39,6.68,188.38,172.31
6,76.96,87.01,344.32,8.05,187.92,174.44
7,71.82,82.78,346.5,8.74,188.97,175.68
8,63.65,81.81,346.59,11.4,189.76,176.75
9,54.42,79.5,344.73,10.54,189.68,176.26
10,50.0,83.63,342.7,14.94,190.59,176.41
11,45.21,79.04,341.74,13.68,190.49,176.43
12,40.17,78.86,342.62,16.72,189.95,175.98
13,39.37,72.71,343.99,13.97,189.36,175.54
14,37.03,70.64,344.54,12.41,189.53,176.58
15,35.13,62.5,345.36,12.73,189.01,176.37
16,33.43,60.48,345.65,14.03,189.02,177.0
17,31.51,57.24,344.71,14.88,187.69,177.83
18,32.8,58.36,344.5,14.29,188.39,176.98
19,32.86,58.9,344.06,15.41,188.53,176.45
20,32.47,55.35,343.12,14.22,187.9,175.6
21,33.08,57.31,342.37,14.9,188.08,175.59
22,34.79,59.42,341.28,14.24,188.22,175.75
23,36.1,64.25,341.13,12.92,187.62,175.12
24,38.32,67.03,340.25,10.56,187.66,175.1
25,41.25,72.74,340.19,10.11,186.91,174.56
26,49.67,69.07,339.26,6.69,187.23,175.23
27,54.32,87.0,338.53,11.42,187.71,174.49
28,57.53,97.75,337.69,10.84,187.64,174.59
29,61.25,105.1,337.76,11.39,186.8,174.03
30,73.72,110.55,337.8,10.49,187.03,174.34
31,79.86,113.05,337.6,9.6,187.3,174.29
32,82.39,117.72,337.18,7.56,187.7,174.15
33,96.77,112.73,337.55,4.59,187.95,174.01
34,98.84,121.05,337.78,1.46,188.43,174.14
35,103.65,131.52,340.59,0.64,188.7,174.26
36,108.77,143.06,342.17,2.94,189.45,174.55
37,123.63,142.36,342.29,3.69,190.91,174.45
38,133.54,147.89,343.25,4.95,190.87,175.87
39,137.24,154.07,343.04,5.99,190.38,176.11
40,140.24,157.12,343.76,5.81,190.07,176.75
