,r_arm,l_arm,r_armpit,l_armpit,r_hip,l_hip
0,168.91,168.72,0.12,357.37,184.86,178.53
1,172.7,169.16,0.91,356.78,186.01,176.59
2,170.3,168.12,1.79,357.05,180.17,176.85
3,172.14,169.16,2.65,357.37,182.14,180.15
4,171.61,169.99,2.14,358.33,181.94,177.54
5,171.89,168.23,1.75,357.14,182.21,177.88
6,170.52,167.78,0.97,357.25,182.5,177.72
7,169.88,167.62,0.43,357.26,182.13,177.32
8,169.45,166.07,0.07,356.74,182.15,175.82
9,169.14,165.71,0.46,356.56,181.44,175.64
10,169.47,165.45,0.58,356.19,181.95,175.97
11,169.47,165.82,0.58,356.15,181.95,177.12
12,169.47,165.1,0.57,355.77,181.96,177.1
13,168.62,165.93,0.21,356.34,181.95,176.51
14,169.08,165.12,0.57,356.21,181.93,175.87
15,169.08,165.94,0.56,356.35,181.64,176.51
16,169.06,165.94,0.33,356.55,182.15,176.35
17,169.06,165.12,0.33,356.19,182.5,176.31
18,169.16,165.12,0.33,356.19,182.48,176.69
19,169.49,165.0,0.45,356.19,182.68,176.65
20,169.16,165.12,0.33,356.19,182.47,176.65
21,169.88,165.94,0.66,356.55,182.47,176.65
22,169.88,165.94,0.66,356.56,182.46,176.64
23,169.86,165.94,0.65,356.77,182.45,176.22
24,169.76,165.83,0.64,356.77,182.47,176.22
25,169.37,166.29,0.43,356.92,182.67,176.76
26,168.57,165.25,0.33,356.76,182.15,176.23
27,167.99,164.78,0.03,357.19,181.85,175.06
28,164.62,164.9,358.69,357.33,180.94,174.71
29,162.55,165.73,358.0,358.12,180.35,173.19
30,161.41,165.85,358.21,358.11,179.23,173.14
31,158.54,166.32,357.39,358.48,178.46,173.81
32,154.01,163.86,355.62,357.91,178.92,175.48
33,149.39,162.1,354.39,357.61,178.86,176.77
34,143.5,158.33,352.83,356.7,178.49,177.14
35,137.14,155.44,351.51,355.43,178.39,178.13
36,132.4,152.27,351.02,354.16,178.82,179.11
37,126.09,146.14,350.76,352.91,179.37,180.19
38,118.56,139.71,350.74,352.63,179.11,180.3
39,112.53,128.43,351.06,352.18,178.82,181.25
40,106.32,123.41,351.59,351.26,178.67,180.53
41,98.48,118.84,351.64,351.43,179.3,180.76
42,93.98,104.83,353.5,351.91,179.6,180.87
43,88.55,84.62,353.49,352.32,179.89,181.2
44,83.4,83.8,353.86,353.93,180.15,181.3
45,77.52,77.78,355.53,355.5,180.24,181.83
46,77.67,82.96,355.51,355.29,180.57,181.93
47,77.06,83.18,355.53,355.08,180.53,180.1
48,77.95,85.83,355.53,355.51,180.81,179.41
49,82.61,87.46,355.16,356.59,180.83,179.57
50,84.64,88.56,354.46,356.17,180.81,179.9
51,89.64,93.54,354.82,356.38,180.83,180.44
52,100.97,111.59,354.53,354.23,180.09,180.45
53,105.84,119.36,354.65,353.91,178.72,180.36
54,110.96,122.94,354.71,353.81,178.89,180.88
55,117.06,128.77,354.71,354.01,178.89,180.37
56,122.29,137.07,354.75,354.4,179.17,181.22
57,130.17,147.39,356.11,355.23,178.93,179.86
58,136.55,152.33,357.25,355.64,177.59,179.17
59,142.07,153.53,357.96,355.84,177.89,179.34
60,146.89,154.38,359.23,355.93,177.72,177.63
61,154.73,157.72,1.3,356.95,177.96,175.29
62,160.04,159.71,2.58,357.09,178.0,174.12
63,164.01,160.29,3.36,357.3,177.91,173.51
64,165.83,160.72,3.37,357.08,178.49,172.3
65,167.07,161.62,3.2,357.09,178.87,170.41
66,167.72,162.63,2.86,357.08,178.86,166.83
67,169.22,162.58,2.66,356.7,179.06,166.17
68,169.3,162.47,2.47,356.34,178.82,166.17
69,168.96,162.8,2.14,355.92,178.8,167.16
70,169.13,162.78,2.14,355.9,178.78,166.97
71,169.52,163.02,2.14,355.92,178.78,166.7
72,169.42,163.02,2.13,355.91,178.8,167.26
73,170.14,163.39,2.46,356.07,178.54,167.48
74,170.27,162.93,2.48,355.86,178.55,167.97
75,170.61,163.3,2.62,356.02,178.75,168.18
76,170.48,163.22,2.6,356.18,179.03,168.02
77,169.96,163.59,2.57,356.34,179.03,168.32
78,170.82,163.96,2.93,356.7,179.06,167.7
79,170.82,162.67,2.93,356.31,179.04,167.71
80,171.16,162.92,3.05,356.48,179.28,167.92
81,171.11,162.92,3.18,356.48,179.47,167.82
82,171.73,163.29,3.73,356.64,178.95,168.03
83,171.72,163.53,3.87,357.0,179.18,167.95
84,172.05,162.79,4.0,356.77,179.39,168.17
85,172.05,163.16,4.01,356.94,179.34,168.28
86,172.0,163.53,4.14,357.1,179.55,168.69
87,172.73,164.36,4.27,357.48,179.76,169.04
88,172.73,163.53,4.27,357.1,179.76,169.05
89,172.62,163.39,4.27,357.11,180.09,169.87
90,172.62,164.84,4.27,357.69,180.09,170.12
91,172.85,164.38,4.41,357.69,180.56,170.58
92,172.85,165.59,4.41,358.44,180.56,170.94
