,r_arm,l_arm,r_armpit,l_armpit,r_hip,l_hip
0,212.23,208.56,346.44,11.18,190.48,169.19
1,226.21,215.18,344.71,12.35,190.35,171.44
2,240.4,218.59,344.06,13.43,190.3,170.41
3,250.07,246.35,344.22,14.41,189.69,169.39
4,260.28,280.7,343.99,13.86,188.05,169.19
5,261.07,289.2,338.72,4.2,187.17,167.39
6,266.04,297.29,337.78,1.68,187.0,167.08
7,275.43,298.04,335.38,4.37,187.47,165.85
8,286.18,287.34,336.6,5.3,186.58,165.46
9,292.92,297.83,338.14,8.53,186.3,165.55
10,294.15,304.19,338.91,11.78,185.79,165.37
11,305.36,316.86,340.31,12.21,185.38,164.87
12,314.35,324.23,341.4,11.92,185.02,164.92
13,319.92,325.24,342.82,11.89,184.98,165.25
14,322.25,325.83,344.16,12.05,185.32,165.58
15,322.84,326.75,344.51,11.96,185.1,165.84
16,322.58,325.44,344.61,11.88,184.8,165.76
17,321.42,324.55,344.59,11.96,184.42,165.68
18,319.48,322.14,344.66,11.69,184.32,165.46
19,310.61,312.08,343.57,11.95,183.81,165.23
20,304.47,299.04,340.47,12.48,183.79,165.06
21,290.18,289.55,338.86,9.02,184.08,165.27
22,276.88,288.97,336.19,4.62,184.44,165.43
23,261.77,282.12,335.72,0.74,184.42,165.52
24,251.63,282.7,336.0,3.08,184.81,165.79
25,249.07,270.78,338.95,10.71,184.8,165.92
26,240.45,232.68,343.15,12.68,185.4,167.65
27,234.07,215.0,344.0,13.21,187.04,169.57
28,226.46,215.98,343.53,12.99,188.3,171.28
29,215.09,215.08,343.21,12.74,188.73,172.19
30,206.99,211.18,343.1,12.68,188.94,172.21
31,202.0,209.96,344.09,12.98,188.76,171.89
32,197.94,207.6,345.06,13.22,187.72,169.77
33,195.58,205.8,346.86,13.95,185.33,166.65
34,193.72,202.94,347.81,13.22,185.77,165.75
35,192.7,200.47,348.96,13.16,185.67,164.86
36,191.4,197.85,349.61,13.45,185.94,163.2
37,189.21,195.83,350.25,13.73,185.16,162.22
38,186.89,192.38,350.32,13.54,184.49,161.0
39,185.3,190.62,350.53,12.9,184.8,161.27
40,183.49,188.9,350.84,12.44,184.34,161.35
41,182.7,187.76,351.0,12.13,183.98,160.89
42,182.44,186.64,351.01,11.94,182.49,160.89
43,182.26,186.25,350.48,11.71,182.19,161.29
44,182.72,186.67,350.58,11.96,181.7,161.12
45,182.76,186.47,350.26,11.92,181.79,161.48
46,182.52,186.65,350.15,12.02,181.49,161.56
47,182.05,186.66,350.15,12.02,181.66,161.76
48,181.61,186.65,349.8,12.02,181.61,161.81
49,181.17,186.84,349.59,12.07,181.63,161.96
50,180.7,187.21,349.37,12.25,181.63,162.04
51,180.27,187.21,349.06,12.25,181.49,162.04
52,180.17,187.22,348.87,12.26,181.45,162.04
53,180.42,187.39,348.87,12.34,181.4,162.28
54,180.43,187.37,348.87,12.33,181.38,162.33
55,181.11,187.96,348.45,12.62,181.56,162.21
