,r_arm,l_arm,r_armpit,l_armpit,r_hip,l_hip
0,325.93,269.66,351.11,19.3,175.77,161.04
1,263.75,297.83,216.59,27.22,180.66,159.86
2,224.76,324.16,172.92,17.57,179.65,165.81
3,211.45,301.52,165.07,14.91,179.31,168.98
4,241.16,202.16,197.26,15.86,183.38,171.9
5,264.44,196.63,221.39,17.69,182.73,173.38
6,334.04,196.61,300.87,15.27,184.04,172.52
7,301.92,199.1,339.5,14.38,184.24,170.93
8,298.86,196.87,318.59,12.28,184.75,174.24
9,326.39,203.06,329.29,15.86,185.45,173.83
10,328.45,196.6,336.83,16.79,185.16,173.2
11,355.88,195.36,329.92,17.13,185.75,172.47
12,204.66,193.87,340.79,16.57,186.35,171.27
13,196.25,192.26,342.92,16.02,187.53,171.38
14,191.4,195.83,344.53,17.59,187.35,170.72
15,190.56,196.18,345.06,17.65,187.41,170.64
16,188.98,198.14,346.28,18.35,186.84,168.89
17,188.44,197.29,346.14,19.53,187.7,169.73
18,187.22,199.13,346.4,21.86,188.2,170.09
19,186.6,199.5,346.39,21.97,188.08,170.16
20,187.42,199.12,345.37,21.55,188.57,171.6
21,186.65,199.59,345.52,21.28,188.9,172.31
22,185.14,200.82,345.37,22.33,189.52,172.93
23,184.03,201.53,345.85,22.45,189.57,172.99
24,183.84,202.61,345.48,22.92,189.51,172.64
25,183.55,204.32,345.14,23.67,189.37,173.08
26,184.4,205.15,344.21,24.48,189.45,172.92
27,184.77,206.0,343.12,25.11,189.29,172.66
28,184.46,206.94,342.48,26.16,189.31,173.58
29,185.78,207.09,341.22,26.42,189.74,174.14
30,188.5,208.13,339.48,28.49,190.96,174.24
31,188.21,210.57,339.03,29.92,191.11,174.2
32,189.22,212.55,337.56,31.54,191.22,173.2
33,192.55,215.04,335.2,32.2,191.32,173.92
34,194.86,215.94,333.31,32.77,191.19,173.13
35,196.42,219.35,331.92,33.68,194.28,173.51
36,195.87,222.82,332.5,34.35,194.14,174.29
37,197.7,225.75,331.05,35.12,193.68,173.93
38,196.96,227.12,330.88,36.03,193.31,173.48
39,196.81,227.89,329.16,36.31,193.19,173.79
40,197.36,230.15,328.56,38.35,192.76,171.8
41,198.1,231.01,328.35,39.4,191.95,170.87
42,197.09,233.49,327.61,39.96,191.07,169.39
43,196.06,233.95,327.74,40.51,190.36,168.51
44,195.01,235.62,326.63,41.81,190.38,168.22
45,195.57,235.04,325.36,41.83,190.34,168.56
46,194.58,237.27,324.49,41.87,190.55,168.75
47,189.96,238.41,326.36,42.23,190.37,168.87
48,183.45,247.25,324.77,41.85,190.45,168.94
49,182.94,250.19,323.59,41.75,190.27,168.72
50,182.28,254.29,325.09,41.75,190.72,168.72
51,182.95,249.89,324.66,42.28,190.84,168.71
52,187.93,251.51,323.19,42.26,191.0,168.5
53,193.25,250.66,324.87,42.07,191.19,168.42
54,200.02,262.79,325.12,40.72,191.62,168.41
55,201.79,270.93,324.3,40.58,191.83,168.92
56,213.26,284.67,323.8,40.56,192.04,169.54
57,218.52,291.16,323.23,40.57,191.94,169.79
58,227.38,320.32,325.02,38.45,191.3,170.06
59,233.49,331.94,325.76,37.4,191.17,170.55
60,285.49,351.16,342.22,33.38,190.89,170.64
61,290.69,343.49,344.54,31.86,190.4,170.75
62,307.79,343.82,341.47,29.79,190.16,171.35
63,312.42,344.43,338.88,29.8,189.9,171.52
64,323.6,348.44,336.53,27.25,189.37,171.66
65,325.41,349.43,335.76,27.25,189.11,171.41
66,330.99,351.8,332.35,26.77,189.12,171.29
67,333.02,353.01,331.67,26.54,189.12,171.21
68,335.41,352.79,330.98,26.63,189.85,171.3
69,336.02,352.65,330.49,26.91,190.05,171.69
70,335.83,350.33,330.58,26.26,189.86,172.07
71,335.64,350.3,330.73,25.95,189.68,172.21
72,335.8,349.69,330.11,24.08,189.1,172.05
73,335.75,348.64,329.67,23.78,188.73,172.31
74,335.56,348.53,329.44,24.44,188.5,172.14
75,335.39,348.33,329.28,24.59,187.98,172.32
76,336.15,348.39,328.57,24.14,187.58,172.86
77,336.65,348.3,328.48,24.01,187.17,173.32
78,336.11,348.7,327.91,23.53,186.67,173.62
79,336.48,348.92,328.07,23.37,186.23,173.88
80,336.76,346.67,327.08,23.97,186.28,174.8
81,338.6,346.15,326.96,24.26,186.5,175.46
82,336.77,346.98,325.46,24.01,186.31,174.93
83,336.22,347.57,324.98,23.69,186.23,174.83
84,335.21,346.8,323.56,24.48,185.9,174.84
85,335.21,346.51,323.33,24.51,185.65,174.84
86,333.56,346.4,321.31,24.53,185.14,174.58
87,332.71,346.38,320.65,24.53,184.91,174.57
88,330.75,346.02,318.79,24.96,184.77,174.4
89,329.83,345.84,317.99,25.18,184.45,174.4
90,329.21,345.56,317.3,25.49,184.37,174.31
91,329.02,345.3,317.04,25.56,184.26,174.32
92,329.31,345.3,317.19,25.56,184.26,174.32
93,329.18,345.29,317.04,25.56,184.09,174.32
94,329.33,345.66,317.19,25.44,184.08,174.41
95,329.29,345.9,317.06,25.37,184.0,174.41
96,330.63,345.54,318.77,25.26,184.24,174.43
97,331.15,345.46,319.66,25.11,184.23,174.43
98,330.19,345.78,320.4,24.54,184.22,174.43
99,329.75,345.94,320.55,24.34,184.23,174.43
100,330.98,346.44,321.67,23.1,184.48,174.51
101,331.97,346.94,322.29,22.67,184.86,174.33
102,333.84,348.11,324.66,21.69,185.01,174.09
103,334.41,348.71,325.4,21.3,185.03,174.03
104,334.63,349.9,326.1,20.32,185.05,173.55
105,334.82,350.18,326.62,20.17,185.11,173.55
106,334.78,350.95,328.26,19.42,184.96,173.61
107,334.65,351.13,329.08,19.21,184.94,173.75
108,333.15,352.05,329.77,18.97,184.55,173.33
109,332.14,351.9,330.24,19.37,184.3,173.3
110,332.22,352.89,331.18,19.03,184.55,173.15
111,331.98,355.11,332.2,18.5,184.91,172.68
112,332.18,352.79,332.72,18.04,185.19,172.74
113,332.07,351.25,333.4,18.16,185.97,172.7
114,331.33,351.15,334.41,18.39,186.44,172.52
115,331.11,351.01,335.2,18.46,186.69,172.35
116,330.54,351.26,335.41,18.28,186.91,171.86
117,330.35,352.79,336.54,18.87,187.35,171.78
118,330.56,353.4,336.9,18.85,187.7,171.6
119,329.8,354.12,337.62,18.97,187.86,171.77
120,328.81,355.13,338.41,18.67,187.62,171.53
121,328.52,355.62,339.02,18.54,187.36,171.7
122,326.88,355.94,339.4,18.35,186.8,171.58
123,325.59,354.81,340.55,18.09,186.56,172.33
124,325.38,354.51,341.07,18.1,186.72,172.56
125,322.48,355.06,341.59,18.1,186.64,172.71
126,312.83,352.62,342.62,18.11,186.64,172.4
127,305.33,352.87,343.48,18.13,186.67,172.01
128,303.58,350.89,344.1,17.96,186.83,172.09
129,288.85,349.94,347.27,18.19,186.83,171.43
130,270.18,341.07,349.13,19.95,186.47,171.04
131,268.12,336.42,348.64,21.29,186.68,170.93
132,256.25,212.51,348.18,22.5,186.61,170.56
133,239.39,206.75,348.65,24.29,186.36,170.34
134,239.31,206.77,348.82,24.43,186.5,170.03
135,222.72,210.3,348.5,25.56,186.54,170.36
136,217.62,212.15,348.21,26.61,186.64,170.45
137,215.37,213.83,348.02,27.26,186.64,170.32
138,206.87,211.46,347.47,27.65,186.4,170.1
139,199.92,209.26,347.11,27.53,186.7,169.94
140,198.88,208.85,347.1,27.48,186.45,169.77
141,193.74,208.21,346.57,27.43,186.6,169.55
142,191.37,207.69,346.43,27.24,186.53,169.71
143,190.33,207.36,346.24,27.14,186.39,169.7
144,188.02,206.62,346.12,26.47,186.32,170.03
145,187.69,205.81,346.19,25.98,186.36,170.6
146,187.29,205.8,346.0,25.89,186.39,170.72
147,186.25,205.34,346.37,25.79,186.62,171.72
148,186.12,204.57,346.48,25.46,186.62,172.3
149,186.03,204.04,346.47,25.19,186.84,172.88
150,185.28,203.82,346.44,24.88,186.63,173.31
151,184.72,202.57,346.53,24.73,186.63,173.41
152,184.58,202.12,346.56,24.67,186.64,173.42
153,183.4,201.09,346.52,23.94,186.72,173.87
154,182.27,200.19,346.52,23.49,186.6,173.99
155,180.88,199.32,346.58,23.08,186.58,174.29
156,180.37,198.58,346.64,22.85,186.68,174.36
157,180.34,198.34,346.64,22.72,186.44,174.58
158,180.64,197.93,346.71,22.68,186.41,174.57
159,180.88,197.5,346.64,22.55,186.49,174.66
160,181.32,197.5,346.61,22.55,186.49,174.66
161,180.99,197.66,346.7,22.55,187.02,174.85
