file,r_arm_mean,r_arm_variance,l_arm_mean,l_arm_variance,r_armpit_mean,r_armpit_variance,l_armpit_mean,l_armpit_variance,r_hip_mean,r_hip_variance,l_hip_mean,l_hip_variance,class
ry_bad_5.MOV,128.9871186440678,1342.9197691408533,131.80881355932203,1099.0636589129165,349.81237288135594,15.737183927527761,11.327118644067797,28.20001396843951,187.61118644067795,124.92585891291644,175.89949152542374,155.90945318527176,0
ry_bad_6.MOV,68.37243902439025,1055.5933139024391,93.88536585365854,824.4733404878049,341.79951219512196,7.069349756097567,9.471219512195121,18.685915975609756,188.60024390243902,2.570572439024395,174.67414634146343,9.117894878048778,0
ry_bad_7.MOV,244.9431081081081,2553.3661641799335,257.03027027027025,3652.002279378008,336.90837837837836,78.42107130692338,188.9222972972973,29778.914546704924,184.1404054054054,7.827466956682712,168.39621621621623,14.887223843021104,0
ry_bad_8.MOV,217.77245901639344,930.8040788524589,223.23491803278688,760.7292987431694,347.0727868852459,32.35540043715846,15.986229508196722,4.245080546448087,183.27131147540985,9.831288251366114,168.57491803278688,24.227522076502737,0
ry_bad_9.MOV,221.4491176470588,914.9288141352065,225.08632352941177,725.2331370280948,347.0529411764706,14.360200175592642,13.178529411764705,1.4865172080772608,183.13411764705882,12.37058876207199,169.39308823529413,20.868418678665513,0
20211024_221804.mp4,131.00758241758243,2051.7514296459094,136.59923076923076,2696.0212894017095,195.50263736263736,30784.953857411478,46.300769230769234,13650.162684957266,179.20461538461538,905.0535073504274,182.1932967032967,948.9117023443224,1
20211024_221812.mp4,137.66304347826087,1675.9652609651218,142.35130434782607,1902.3096576206403,226.57739130434783,29268.600281032013,114.78239130434783,27614.923693119927,181.83641304347827,2.389170508838984,184.93467391304347,2.591187804586719,1
20211024_221818.mp4,139.78879629629628,1922.985532182416,142.89592592592592,2098.242816891658,232.94972222222222,28600.54311113707,48.40481481481481,14558.567425199031,181.10046296296295,3.008727821045348,184.98574074074074,4.375721876081683,1
20211024_221824.mp4,138.2716091954023,1822.6573624966588,143.20632183908046,1894.5751863138198,158.18632183908045,31735.266783988238,68.59310344827587,19264.208393744986,179.37850574712644,5.2644616947340275,183.4241379310345,4.547682678428231,1
20211024_221830.mp4,141.024,1520.9417715789473,151.3013043478261,1330.020793897788,172.41260869565218,32169.12194050343,62.18408695652174,17543.96752613272,179.84660869565218,5.065517345537759,184.39565217391305,3.7750037376048784,1
20211024_221935.mp4,136.28926605504586,1764.3361364933742,133.838623853211,1939.5421638294258,5.554862385321101,2.6670233605164797,145.7343119266055,30879.515404383284,183.81321100917432,1.5601979272850792,181.04614678899082,5.093218348623847,1
20211024_221941.mp4,133.320412371134,1791.1122789948454,130.73134020618556,2017.2642971434707,7.485051546391753,3.245660674398626,208.35319587628865,31121.44434280498,182.7542268041237,1.2720892396907209,180.11092783505154,3.9607876718212993,1
20211024_221947.mp4,142.05189655172413,1590.5924294152924,139.91060344827585,1631.259264850075,6.672844827586207,2.1244796626686657,260.6936206896552,25524.370049385307,183.59870689655173,0.8629748350824584,179.49275862068964,9.182315802098948,1
20211024_221953.mp4,139.12154545454547,1861.7553434612178,134.947,1791.4505808256881,7.465363636363636,3.0837553711426184,287.83209090909094,19999.311488248542,182.47490909090908,0.9982032026688943,178.09172727272727,6.76011900750625,1
20211024_222011.mp4,135.26963302752293,1912.0604239381585,133.63064220183486,1874.6545986578321,6.0029357798165135,0.9725561162079511,290.1385321100917,19857.495623751274,182.18963302752294,0.8690443085287121,177.95091743119266,4.765780632008152,1
20211024_222126.mp4,218.48910569105692,2172.5601885379183,224.1982113821138,2622.73184923364,299.5456097560976,16296.762646141542,351.2991056910569,9.615655751032934,184.14040650406503,10.0635268825803,179.49008130081302,3.2547795015327226,1
20211024_222204.mp4,220.55471544715448,2055.7819529921367,228.95569105691058,2384.8963607890178,339.57747967479673,4882.251230481141,352.00853658536585,5.727832267093168,184.99308943089432,15.375436278821796,181.00536585365853,6.176534906037581,1
Good PY1.mp4,118.7528,2461.3708163232322,116.8554,2944.3624574141413,115.5391,25105.900779989897,174.8057,31167.298681323235,182.7921,4.517944030303031,185.4095,19.379481565656565,1
Good PY10a.mp4,112.6475,2452.4677272900763,110.7609090909091,3034.417742678695,142.9110606060606,25002.300731690957,154.59484848484848,28211.209988526487,175.99280303030304,3.3745378845708998,182.99545454545455,7.9831975017348995,1
Good PY11a.mp4,97.4927,2096.8407148585857,91.5233,2845.271115262626,88.6653,18747.134085767677,140.6818,28611.997239151515,176.6222,7.2916496565656646,182.7991,110.50943251515152,1
Good PY2.mp4,111.20043859649122,2131.853156443099,106.55026315789473,2494.8908981602235,126.5290350877193,25938.69407074212,198.804649122807,30149.229943681104,183.73570175438596,1.8086565828287569,186.7657894736842,25.698734326967873,1
Good PY3.mp4,115.32629310344828,2540.501367878561,112.52698275862069,2923.9080855997,191.0248275862069,29478.343186926537,229.09741379310344,28143.803918470763,184.85137931034484,2.2741824287856116,186.83629310344827,54.732167878560695,1
Good PY4.mp4,113.08186046511628,2406.0357517920656,112.745,2811.859321764706,177.32127906976746,30878.126380697675,236.6377906976744,28179.397306826264,185.52488372093023,4.6786864569083475,186.78,53.023056470588244,1
Good PY5.mp4,114.39260869565217,2395.279566746297,113.59652173913044,2731.1092273291924,208.24978260869565,29774.343360391784,255.33913043478262,25210.842660774008,186.22934782608695,5.087316053511706,188.45967391304347,10.765715277114198,1
Good PY6.mp4,113.6308988764045,2476.4620173646576,113.55022471910112,2806.9398317671094,194.73415730337078,30306.958617747703,251.54303370786516,25671.117503192032,187.4165168539326,6.581770684371803,187.74696629213483,208.01069637385086,1
Good PY7.mp4,112.18872093023256,2933.965086580027,112.99523255813953,3117.907625239398,233.19930232558139,27590.292126566346,251.12581395348838,25371.302391682628,186.8310465116279,4.629889480164158,188.93151162790699,53.235060041039674,1
Good PY8.mp4,109.04623655913979,2641.630460682562,108.94913978494624,2997.7214144693785,234.9748387096774,27490.375677419357,232.43279569892474,28007.110102968676,186.86064516129034,2.6991952314165495,187.17430107526883,86.97041173445533,1
Good PY9a.mp4,105.39991071428571,2474.011388280245,102.63008928571429,2949.5876729649294,119.34901785714285,22936.08157470238,147.04410714285714,28188.125339736165,177.3582142857143,2.853396782496779,181.89598214285715,133.13569272039896,1
good_1.mp4,86.25454545454545,2815.2132693181816,78.19878787878788,3494.8185734848485,13.158787878787878,19.831779734848485,8.113030303030303,42.169984280303034,173.4618181818182,125.85153409090913,171.0030303030303,561.7318717803031,1
good_2.MOV,124.89348837209302,1818.7148723939808,120.14686046511628,2765.078520615595,100.53883720930233,22765.901448043776,150.42709302325582,29978.664098508892,181.29848837209303,3.4648482763337882,183.34941860465116,7.046702010943911,1
good_4.MOV,235.78637362637363,2070.7031833699634,235.30527472527473,1868.0298718681317,53.02538461538462,15770.469369572651,229.41758241758242,27955.66256075702,173.48824175824177,26.356841318681315,172.37494505494504,6.710223052503054,1
ry_good_1.MOV,251.91760869565218,1761.339298599034,261.43304347826086,1864.912781642512,346.01195652173914,16.046198309178727,8.996739130434783,5.533920241545894,181.87260869565216,4.044290821256042,168.55847826086958,0.7263731884057983,1
ry_good_10.MOV,108.49720930232559,1829.5209015503874,110.4939534883721,1566.323719712071,351.0253488372093,4.381434994462898,10.635813953488372,13.75157253599114,188.31348837209302,3.5265899224806243,178.28860465116279,2.78703610188262,1
ry_good_2.MOV,230.15392857142857,2054.6044606493506,235.87517857142856,2737.0034326948053,346.1525,37.28301545454547,7.111785714285714,5.066327662337662,182.8007142857143,16.34547584415584,165.6144642857143,18.466948798701296,1
ry_good_3.MOV,227.67857142857142,2138.0724,233.27428571428572,2639.6452041666666,347.6714285714286,44.79061249999996,9.247346938775511,3.2019032312925173,183.87551020408162,5.78214608843538,166.62795918367348,19.269729081632665,1
ry_good_4.MOV,233.96875,2666.7712874999997,239.76232142857143,2875.60348724026,344.71232142857144,26.133483603896092,11.004642857142857,12.910752597402597,184.74553571428572,5.790046980519473,165.2694642857143,10.353012435064928,1
ry_good_5.MOV,224.9895744680851,2237.189756336725,234.18531914893617,2458.9765645698426,345.29659574468087,19.279983811285888,12.755106382978724,4.324160314523589,185.5491489361702,7.488703607770587,165.84063829787235,13.307019148936178,1
ry_good_6.MOV,233.78806451612903,2531.2076388154414,238.14112903225805,2380.5940560814383,345.4490322580645,23.853625277630886,44.939516129032256,10151.336109598096,186.56951612903225,6.161630909571666,167.9383870967742,12.832817028027497,1
ry_good_7.MOV,110.8786,2225.233718408163,117.6194,2117.822218,321.0048,8306.082478530612,11.2966,5.732173918367347,187.5718,7.114578326530614,176.6556,5.547551673469382,1
ry_good_8.MOV,109.9894,1871.9537567755103,115.854,1904.0111306122449,327.6864,6502.791705142857,12.1456,11.378363918367345,188.1054,5.677278408163273,177.0272,2.853640979591835,1
ry_good_9.MOV,111.8008695652174,2737.7951414492754,118.16239130434782,2140.6511074879227,341.9163043478261,2500.5327482608695,12.017826086956521,22.83894183574879,188.94391304347826,8.884473236714967,176.93695652173912,3.796777198067637,1
