,r_arm,l_arm,r_armpit,l_armpit,r_hip,l_hip
0,194.17,209.38,347.38,14.23,187.84,168.39
1,201.58,216.94,344.91,13.76,191.29,173.69
2,213.52,224.52,343.54,13.4,192.25,175.26
3,223.45,226.34,343.02,13.69,191.82,174.5
4,235.29,232.5,342.5,14.03,191.49,174.2
5,245.74,250.16,342.91,14.33,189.68,173.16
6,257.16,264.51,342.41,14.44,189.56,172.94
7,261.16,277.52,339.67,9.66,189.47,172.42
8,261.16,281.74,338.08,357.89,189.02,171.57
9,270.68,287.14,337.48,356.99,188.65,171.7
10,282.15,297.44,336.37,359.63,188.62,171.36
11,287.69,290.16,335.1,0.32,188.28,170.76
12,294.51,297.09,336.23,5.56,187.55,169.31
13,303.16,304.25,337.52,8.34,186.75,167.77
14,309.24,316.31,338.49,8.48,186.2,166.89
15,312.77,322.46,340.89,8.66,185.82,166.78
16,317.48,325.77,342.63,9.2,185.66,166.8
17,320.04,326.65,343.83,9.23,185.27,166.8
18,320.73,325.76,344.57,9.31,185.25,166.56
19,321.85,323.74,344.82,10.1,185.03,166.45
20,319.61,322.32,344.85,10.71,184.58,166.36
21,317.0,317.05,345.54,11.55,184.85,166.22
22,309.46,305.78,344.46,11.93,184.32,166.2
23,299.4,295.52,342.63,12.16,184.79,166.4
24,283.2,284.21,339.68,4.93,184.5,166.37
25,271.2,278.56,337.02,358.51,185.6,166.81
26,262.81,271.31,339.34,352.52,185.97,167.46
27,255.5,276.23,338.7,356.32,186.16,168.17
28,254.38,272.37,339.79,7.81,186.46,168.75
29,242.52,247.52,341.86,11.52,186.15,169.13
30,238.75,218.13,342.24,12.37,187.61,170.71
31,231.69,219.72,342.26,13.0,188.87,170.97
32,223.16,218.8,342.29,12.73,189.8,172.17
33,214.95,216.37,342.34,12.7,190.4,173.13
34,209.38,213.59,342.55,12.7,190.95,174.3
35,207.11,212.05,343.41,13.04,190.53,174.19
36,202.84,210.73,343.86,13.6,190.39,173.26
37,200.73,209.08,344.86,13.73,190.78,172.32
38,198.43,207.88,345.56,13.84,190.18,171.46
39,195.47,205.93,346.39,13.56,190.34,169.96
40,192.43,202.87,347.0,13.43,189.83,168.5
41,189.79,200.02,347.83,13.23,188.57,167.42
42,187.48,196.84,348.4,13.32,188.46,165.97
43,186.95,195.3,348.71,13.76,188.22,165.04
44,184.5,194.18,349.53,13.8,188.04,165.16
45,185.7,193.2,350.13,13.69,187.13,164.55
46,186.34,191.66,350.45,13.41,186.87,164.43
47,183.79,190.44,350.71,13.18,185.5,164.43
48,182.71,189.52,351.79,12.79,184.64,164.37
49,184.82,188.81,352.54,12.99,183.77,163.52
50,184.39,188.66,352.31,13.15,183.57,163.58
51,184.63,188.62,352.23,13.04,183.41,163.88
52,184.61,188.63,352.02,13.04,183.77,164.05
53,184.4,188.6,351.82,13.11,183.72,164.15
54,184.43,188.6,351.71,13.13,183.59,164.18
55,184.21,188.41,351.63,12.95,184.04,164.0
56,183.98,188.41,351.5,12.97,184.3,164.02
57,182.88,188.42,350.84,12.98,184.37,164.02
58,182.22,188.24,350.5,12.8,184.09,164.02
59,181.99,188.22,350.38,12.87,183.62,163.76
60,181.08,188.04,349.95,12.8,183.62,163.66
61,180.28,187.84,349.34,12.8,183.6,163.31
