,r_arm,l_arm,r_armpit,l_armpit,r_hip,l_hip
0,200.62,198.02,356.48,18.53,193.63,176.78
1,197.95,192.52,357.41,16.3,193.38,179.19
2,200.39,199.92,356.61,18.91,191.93,179.69
3,199.38,198.33,355.38,17.53,188.45,176.98
4,200.35,199.26,357.74,20.15,191.69,180.54
5,199.12,200.72,357.34,20.99,190.2,179.06
6,196.3,201.55,355.72,20.81,188.76,178.5
7,191.82,201.33,354.2,20.97,188.5,177.91
8,194.97,201.34,355.43,21.36,188.61,177.63
9,194.68,201.93,354.96,21.13,189.91,179.82
10,197.4,201.65,355.5,21.21,193.57,180.74
11,200.44,202.38,356.55,22.1,195.99,181.55
12,198.47,200.12,355.46,21.21,195.62,182.19
13,195.54,199.64,354.31,21.86,194.47,181.38
14,197.25,201.71,355.21,22.72,196.4,183.15
15,197.75,200.99,355.4,22.49,196.51,183.7
16,198.03,202.3,355.5,23.4,196.6,183.92
17,196.85,203.28,355.14,23.86,195.82,183.26
18,195.95,203.7,354.91,23.89,194.77,182.74
19,197.11,203.76,355.16,23.86,194.76,181.76
20,196.96,203.78,355.11,23.85,194.5,180.5
21,193.37,202.95,353.36,23.17,193.93,180.23
22,191.95,202.75,352.54,22.93,193.45,179.84
23,191.58,202.48,352.36,22.51,192.98,179.86
24,190.32,202.78,351.41,21.27,191.94,177.04
25,189.73,202.82,350.96,20.98,191.51,175.8
26,186.94,201.51,347.24,19.05,189.98,174.76
27,186.99,200.83,347.27,18.44,190.86,175.09
28,187.85,201.52,348.09,19.03,191.8,176.64
29,185.28,202.83,347.17,17.91,190.12,178.71
30,188.66,202.46,349.18,18.0,188.08,178.04
31,188.05,204.81,348.3,15.59,191.11,173.19
32,195.42,209.05,351.21,16.41,191.44,173.71
33,201.21,209.36,353.64,16.49,192.41,174.53
34,206.38,218.8,351.27,18.65,189.0,171.62
35,210.08,217.87,351.88,17.6,187.41,169.72
36,228.2,232.36,353.68,16.06,183.31,170.01
37,229.22,234.93,351.58,16.25,182.89,170.4
38,233.65,236.74,351.58,16.47,182.53,170.5
39,213.16,259.55,354.05,7.75,174.13,170.22
40,255.47,256.06,352.54,2.31,174.24,170.01
41,268.57,278.04,342.84,2.81,173.17,169.51
42,264.47,279.5,342.35,3.78,171.8,169.4
43,262.09,279.82,342.78,6.96,172.57,168.94
44,270.76,299.73,337.79,3.75,172.3,168.04
45,271.22,299.03,336.82,2.0,172.12,167.11
46,280.5,310.81,332.27,354.98,173.74,165.61
47,284.79,315.97,334.77,353.24,175.1,166.37
48,285.71,318.65,336.89,353.22,175.5,166.68
49,302.24,323.17,337.87,355.16,176.88,166.89
50,306.47,325.17,337.06,354.85,176.65,166.62
51,305.94,328.11,334.8,352.97,178.11,166.28
52,309.5,329.97,334.11,352.84,178.07,166.32
53,312.25,329.27,333.34,352.93,178.29,166.89
54,310.55,328.51,324.93,347.5,179.39,167.04
55,306.96,326.36,322.38,345.6,178.9,167.17
56,300.12,326.07,317.77,343.48,178.28,165.92
57,289.31,325.09,307.98,340.3,177.5,166.81
58,297.37,325.32,314.26,341.2,178.05,167.28
59,300.38,328.68,317.03,342.58,178.13,167.34
60,303.15,330.7,318.61,343.72,178.39,167.58
61,307.05,332.82,319.36,345.41,178.56,167.63
62,310.88,333.64,320.63,345.9,178.74,167.58
63,313.26,333.12,320.46,345.3,179.15,167.58
64,314.16,333.98,320.4,345.53,179.13,167.6
65,314.72,331.42,320.38,343.01,179.19,167.75
66,314.79,329.97,320.11,342.02,179.43,167.7
67,316.02,331.34,321.34,343.4,179.44,167.51
68,316.93,331.7,322.02,343.72,179.44,167.42
69,314.74,328.78,321.19,341.36,179.03,166.97
70,314.92,329.3,321.27,342.17,179.02,166.85
71,312.41,329.95,319.65,343.5,179.33,166.77
72,310.6,330.43,318.42,344.2,179.42,167.02
73,310.44,329.69,318.86,344.03,179.53,166.9
74,305.78,328.43,319.97,344.69,178.37,166.88
75,303.46,327.43,319.54,344.42,178.38,166.87
76,295.88,327.02,329.8,347.32,176.49,166.56
77,296.43,327.4,329.74,348.76,176.3,166.69
78,300.0,327.41,331.76,349.45,176.37,166.93
79,304.96,329.4,332.11,352.94,176.61,167.21
80,306.86,330.77,332.29,354.15,176.96,167.7
81,309.97,322.56,335.01,353.52,178.06,168.75
82,309.33,321.51,335.3,352.86,178.47,168.89
83,308.19,321.31,335.19,352.62,178.61,168.88
84,305.5,318.45,336.3,354.34,179.6,168.87
85,304.53,317.41,336.89,354.69,180.07,168.84
