,r_arm,l_arm,r_armpit,l_armpit,r_hip,l_hip
0,141.35,135.04,343.72,2.69,182.78,173.58
1,128.79,124.23,342.35,5.36,188.73,174.25
2,123.14,115.97,343.29,4.89,190.65,176.41
3,116.5,113.4,344.66,6.17,190.62,175.96
4,110.32,107.67,345.57,5.18,189.32,175.85
5,101.96,104.8,345.37,5.02,188.98,176.81
6,95.65,103.18,344.79,4.98,188.79,177.23
7,98.23,101.57,344.95,4.16,188.5,177.67
8,94.5,102.21,345.06,3.66,188.35,177.79
9,88.38,87.49,346.86,4.14,188.12,177.5
10,72.6,81.38,347.63,4.79,188.12,177.43
11,69.4,77.61,347.39,5.35,188.1,177.27
12,62.69,77.5,346.96,5.85,188.49,177.36
13,63.37,79.83,346.39,8.17,188.8,177.23
14,70.42,79.73,349.15,8.51,188.91,177.49
15,73.42,79.55,349.72,10.06,189.24,178.02
16,73.09,79.95,349.14,10.6,189.9,178.1
17,74.0,81.64,348.1,10.85,190.0,178.1
18,80.03,82.08,346.58,9.53,190.01,177.86
19,75.34,79.81,345.36,7.91,189.91,177.07
20,81.88,77.85,345.31,6.02,189.79,177.05
21,82.33,78.79,346.23,4.99,189.79,177.21
22,84.13,90.21,346.22,4.48,190.27,177.48
23,86.24,106.7,346.14,3.69,189.91,177.82
24,86.31,132.25,346.17,2.17,190.06,178.8
25,85.11,125.61,346.35,2.61,190.05,179.52
26,84.63,123.56,347.05,2.68,190.12,179.18
27,94.79,117.25,347.59,2.76,190.14,179.14
28,99.19,115.04,347.56,2.69,190.45,178.86
29,100.12,118.16,347.57,3.03,190.51,178.95
30,109.01,121.1,347.61,3.98,191.01,177.88
31,124.07,126.01,347.26,5.09,191.25,177.53
32,132.54,130.02,347.01,6.18,191.01,176.88
33,136.84,134.45,346.81,7.22,190.04,175.06
34,139.12,139.68,346.96,7.65,189.29,175.0
35,138.93,141.9,346.74,8.16,188.64,174.33
36,140.98,144.78,346.69,8.06,188.59,174.44
37,143.09,147.31,346.83,8.13,188.15,174.34
38,144.74,153.39,347.05,7.81,187.31,175.2
39,148.37,156.11,347.7,7.39,186.91,175.61
40,150.12,158.98,348.15,6.49,187.08,176.42
41,152.35,161.68,348.41,5.94,187.52,177.02
42,155.11,161.76,348.96,5.97,187.76,176.79
43,158.11,162.36,349.77,5.88,188.2,176.75
44,159.58,162.46,349.8,5.43,189.27,176.7
45,161.57,162.91,350.08,5.16,189.64,176.45
46,162.28,163.0,349.74,4.79,189.52,176.28
47,163.13,163.9,349.82,4.57,189.92,176.09
48,163.94,164.6,349.64,4.38,190.4,176.3
49,164.62,164.05,349.64,4.01,190.4,176.57
50,165.29,164.58,349.88,3.91,190.16,176.49
51,165.42,163.22,349.85,3.07,190.07,176.39
52,166.01,163.02,350.06,2.88,189.57,176.54
53,166.43,163.13,350.14,2.51,189.31,176.7
54,166.37,162.65,350.14,2.35,189.29,176.68
55,166.87,162.47,350.14,2.0,189.28,176.85
56,167.18,162.43,350.38,2.01,188.56,176.84
57,167.24,162.03,350.45,1.84,188.46,176.83
58,167.73,162.49,350.53,1.85,188.22,176.68
59,167.91,162.18,350.61,1.49,187.98,176.51
60,168.25,161.39,350.67,1.13,188.06,176.51
61,168.57,161.42,350.86,1.2,187.73,176.07
62,168.17,161.42,350.68,1.2,187.59,176.09
63,168.3,161.68,350.69,1.28,187.59,175.98
64,168.63,161.69,350.59,1.29,187.68,176.36
65,168.64,161.98,350.56,1.27,187.69,176.54
