,r_arm,l_arm,r_armpit,l_armpit,r_hip,l_hip
0,213.73,218.05,347.66,12.16,183.65,171.52
1,227.09,234.14,347.41,11.27,184.17,173.04
2,292.05,246.28,346.77,10.71,185.01,173.97
3,277.36,256.92,347.6,8.13,186.16,174.56
4,268.65,265.88,348.19,7.56,187.9,174.98
5,254.7,272.84000000000003,16.74,7.86,189.03,175.85
6,282.32,281.29,5.59,8.25,189.29,176.71
7,300.40999999999997,286.07,354.24,10.6,188.82,177.52
8,298.4,291.79,347.96,12.99,189.23,178.26
9,302.12,297.23,346.22,14.42,188.95,179.25
10,308.72,301.92,347.1,15.02,189.19,179.76
11,319.22,305.96,347.79,14.97,189.51,180.18
12,318.63,309.08,347.77,15.0,189.62,179.64
13,322.71,308.7,347.65,14.66,189.95,179.54
14,327.65,310.35,348.08,14.16,190.19,179.33
15,326.7,310.2,347.68,14.23,190.23,179.44
16,320.11,306.93,346.19,15.0,190.73,180.14
17,320.65,304.62,345.3,14.79,190.84,180.25
18,319.27,302.25,346.13,13.52,190.53,179.72
19,305.2,297.68,351.54,12.08,189.56,179.15
20,306.55,288.40999999999997,351.04,10.55,189.52,179.4
21,258.57,280.40999999999997,17.33,8.7,189.42,179.6
22,268.06,270.42,0.33,7.23,189.44,179.59
23,268.8,255.76999999999998,351.05,5.48,187.79,177.66
24,290.59000000000003,253.1,345.24,6.38,187.56,177.39
25,248.87,246.70999999999998,345.48,7.06,186.9,177.1
26,229.49,240.16,345.24,8.62,186.53,176.93
27,224.59,233.75,344.5,10.11,185.74,176.44
28,219.16,227.45,344.36,11.33,184.86,176.23
29,219.49,222.16,344.52,12.04,183.45,175.94
30,217.88,218.14,344.59,12.07,183.3,175.53
31,215.57,213.58,345.46,12.2,182.39,175.15
32,214.53,209.31,345.88,12.52,182.37,173.71
33,213.3,207.09,346.24,12.24,182.42,173.34
34,211.31,205.8,346.54,11.84,182.59,174.24
35,210.69,202.71,346.55,11.87,183.29,173.8
36,208.95,199.42,346.7,11.84,184.06,173.62
37,206.32,198.08,347.12,11.59,185.3,174.09
38,203.55,195.0,347.31,11.02,186.72,175.63
39,201.53,192.8,347.54,10.67,187.89,176.19
40,199.58,190.84,348.01,10.54,189.03,176.76
41,198.88,188.41,348.08,10.5,189.11,176.87
42,198.02,185.65,347.99,10.44,189.2,176.77
43,196.43,184.7,348.17,10.27,189.37,176.44
44,194.79,184.63,348.71,10.26,189.38,176.8
45,193.59,184.28,349.33,10.1,189.81,177.16
46,193.26,184.49,349.15,9.61,190.53,177.27
47,193.19,184.67,348.89,9.13,190.62,177.39
48,192.87,184.98,348.89,9.14,190.45,177.76
49,192.72,184.93,348.48,8.86,191.0,178.25
