,r_arm,l_arm,r_armpit,l_armpit,r_hip,l_hip
0,192.39,202.76,348.24,356.54,196.16,181.85
1,200.33,191.86,347.13,2.26,189.48,184.19
2,192.4,204.1,350.67,358.13,189.98,184.16
3,192.47,200.37,351.0,359.57,188.89,186.35
4,192.44,207.14,350.59,356.7,188.22,185.02
5,192.63,205.42,351.68,358.27,188.98,184.69
6,194.29,207.29,350.24,356.87,188.11,182.09
7,194.72,209.87,349.83,355.9,187.21,183.7
8,194.51,205.49,350.17,359.14,185.83,181.31
9,194.57,198.57,349.7,1.65,186.6,183.62
10,196.43,203.05,348.87,359.8,186.37,181.71
11,194.47,205.48,349.09,357.81,188.75,183.66
12,191.76,201.79,352.62,0.65,187.81,180.55
13,191.83,199.88,351.53,1.23,187.32,182.28
14,192.54,199.03,350.23,1.23,189.82,182.3
15,191.37,199.68,350.77,0.99,189.93,183.33
16,191.05,200.88,351.7,0.21,189.33,182.1
17,190.2,200.44,352.09,1.01,190.33,181.61
18,191.66,198.41,351.41,1.6,189.64,181.49
19,192.36,195.95,351.06,2.59,189.28,181.63
20,192.71,196.31,351.22,3.19,189.11,181.01
21,192.11,195.72,351.17,3.18,190.23,180.72
22,191.82,195.07,350.91,3.18,190.83,181.19
23,192.55,194.12,350.74,3.79,191.36,181.33
24,192.25,195.31,350.74,3.18,191.71,181.5
25,191.48,195.85,351.08,3.18,191.71,181.49
26,191.48,195.65,351.11,2.99,191.38,181.31
27,191.91,195.29,351.06,2.99,191.43,181.34
28,191.96,194.41,350.84,2.61,191.66,181.71
29,191.6,193.7,350.98,2.61,192.22,181.71
30,192.39,193.7,350.62,2.61,192.6,182.09
31,191.96,194.64,350.95,2.43,192.6,181.49
32,192.02,194.82,350.93,2.41,192.99,181.46
33,192.02,194.82,350.9,2.41,193.69,181.45
34,192.02,194.64,350.88,2.43,193.68,181.44
35,192.02,194.64,351.08,2.43,193.1,181.44
36,192.02,194.64,351.08,2.43,193.1,181.42
37,192.09,195.76,351.09,1.8,193.1,181.99
38,192.75,195.76,350.92,1.8,192.54,181.99
39,192.39,195.76,351.08,1.8,192.37,181.99
40,192.02,195.37,351.08,2.2,192.32,181.98
41,192.02,196.3,351.08,1.8,192.29,181.96
42,192.02,195.37,351.08,2.2,192.26,181.95
43,191.66,195.37,351.24,2.2,192.44,181.92
44,191.66,195.37,351.24,2.2,192.44,181.9
45,192.03,195.89,351.24,2.22,192.1,181.88
46,192.04,194.95,351.2,2.61,192.44,181.88
47,191.6,196.99,351.36,1.84,192.65,181.87
48,191.6,196.61,351.36,1.86,192.65,182.22
49,191.6,196.43,351.36,1.87,192.65,182.22
50,191.6,197.18,351.36,1.47,192.62,182.22
51,191.6,197.5,351.36,1.48,192.62,182.22
52,191.6,197.5,351.36,1.69,192.6,181.66
53,191.6,198.25,351.57,1.27,192.06,181.66
54,192.33,198.25,351.2,1.27,192.06,181.66
55,192.33,198.57,351.2,1.05,192.39,181.87
56,191.96,198.75,351.57,1.05,192.04,182.2
57,191.96,198.74,351.59,1.05,192.01,182.19
58,191.97,198.32,351.56,1.26,192.02,182.4
59,191.68,199.23,351.75,0.84,192.19,182.4
60,191.68,199.9,351.99,0.63,191.65,182.29
61,191.68,200.58,351.99,0.62,191.63,181.94
62,192.12,202.51,352.01,359.37,191.62,181.94
63,193.27,201.3,351.85,0.39,190.76,182.17
64,194.58,202.18,351.68,0.37,190.58,182.54
65,195.56,203.11,352.25,0.58,189.71,181.97
66,197.43,205.89,352.62,0.19,189.71,181.98
67,198.95,209.02,352.67,0.38,189.66,182.19
68,201.42,213.23,352.7,1.19,189.31,182.18
69,204.34,215.91,352.7,1.6,189.31,181.83
70,206.18,217.19,352.67,2.42,189.35,181.83
71,207.97,220.94,352.45,3.23,189.94,181.49
72,211.52,221.37,352.02,4.68,189.98,180.92
73,214.22,222.79,352.1,4.71,190.25,180.92
74,217.46,226.62,351.5,5.05,189.74,181.14
75,222.59,227.59,351.08,5.52,189.77,181.02
76,230.12,235.92000000000002,351.05,6.18,189.48,180.45
77,238.87,239.54000000000002,350.27,5.74,189.48,181.24
78,251.13,247.01999999999998,349.85,5.74,189.5,181.94
79,263.46,250.8,349.76,6.27,189.27,182.16
80,274.55,262.15999999999997,349.73,4.15,189.32,182.5
81,285.15,272.32,349.52,4.94,189.89,182.73
