,r_arm,l_arm,r_armpit,l_armpit,r_hip,l_hip
82,294.21,277.48,349.53,5.84,190.23,182.74
83,300.42,279.88,349.81,10.45,190.3,181.63
84,308.37,286.74,351.04,11.9,190.55,181.18
85,315.62,296.46,351.71,12.64,190.99,181.07
86,319.51,296.27,351.86,13.17,191.2,180.86
87,323.40999999999997,308.6,352.07,12.26,190.32,180.63
88,326.61,315.64,351.74,10.9,190.29,180.18
89,329.59,323.21,351.4,10.37,190.26,180.64
90,330.07,325.67,350.71,10.22,190.21,180.64
91,329.93,326.82,350.13,9.04,190.75,180.41
92,329.05,328.2,350.28,8.82,190.96,180.19
93,329.04,327.5,350.43,8.87,191.18,180.19
94,329.29,326.52,350.43,8.59,191.18,180.77
95,328.62,325.37,350.47,8.88,191.15,180.99
96,328.2,325.04,350.22,8.87,191.71,181.01
97,327.53,324.46,350.25,8.81,191.69,181.01
98,327.12,323.47,350.25,8.81,191.69,181.01
99,326.85,322.57,350.25,8.81,191.69,181.01
100,326.71,321.53,350.25,8.74,191.69,181.02
101,326.49,319.18,350.44,8.81,191.87,181.0
102,326.08,318.7,350.44,8.36,191.87,181.0
103,326.08,317.94,350.4,8.36,192.22,181.0
104,326.45,317.55,350.22,8.36,192.05,181.0
105,325.90999999999997,316.99,350.22,8.36,192.05,180.98
106,325.01,314.90999999999997,350.25,8.36,192.02,181.77
107,324.63,310.4,350.22,9.67,192.05,181.77
108,321.56,307.43,350.22,9.85,192.05,182.57
109,320.31,303.72,350.62,10.4,192.02,182.55
110,316.65999999999997,299.15999999999997,350.62,10.65,192.04,182.78
111,312.51,292.38,350.5,10.86,191.8,183.24
112,306.59000000000003,287.51,350.42,9.92,191.55,183.93
113,299.17,280.1,349.72,9.83,192.18,184.82
114,291.12,270.12,349.53,10.48,192.0,185.49
115,283.24,262.64,349.53,9.11,191.67,184.92
116,275.13,257.78,349.41,6.57,191.41,184.9
117,264.73,249.12,349.38,6.44,191.41,184.88
118,250.45,242.82,349.44,6.52,191.36,184.53
119,240.23000000000002,235.36,349.55,6.75,190.55,183.27
120,232.99,228.11,349.59,6.78,190.17,182.13
121,223.84,223.16,349.96,7.0,190.17,181.55
122,218.57,221.02,350.19,6.68,189.61,181.33
123,215.1,219.91,350.31,6.79,188.78,180.76
124,210.61,217.22,351.18,6.51,187.63,180.52
125,207.17,213.74,351.61,6.13,186.54,180.43
126,203.12,208.74,352.36,5.99,186.54,180.91
127,198.92,206.6,353.36,5.34,186.27,181.04
128,196.15,205.95,353.55,4.14,186.09,181.73
129,194.66,206.36,353.17,1.86,186.79,182.19
130,193.16,207.27,352.98,0.21,187.27,182.53
131,191.95,206.98,352.91,0.02,188.32,182.32
132,192.32,206.28,352.71,0.02,188.78,182.64
133,192.24,206.28,352.48,359.8,189.99,183.19
134,192.56,206.22,352.42,359.61,190.71,182.96
135,192.7,204.86,352.38,0.02,191.05,182.95
136,193.17,205.08,352.37,0.02,191.08,183.29
137,193.56,205.96,352.34,359.83,190.75,183.08
138,193.1,205.74,352.57,359.83,190.22,183.05
139,192.8,206.37,352.95,359.64,190.24,182.9
140,192.8,205.89,352.74,359.64,190.5,182.97
141,193.18,202.94,352.95,1.27,189.96,182.64
142,194.01,200.93,352.75,2.47,189.88,182.69
143,194.01,197.22,352.56,3.85,189.75,182.93
144,193.64,195.49,352.95,5.05,189.4,182.59
145,193.64,195.09,352.95,5.45,189.08,181.89
146,193.64,195.66,352.95,5.41,188.73,181.89
147,193.65,195.96,352.71,5.23,189.28,182.12
148,194.48,195.73,352.34,5.26,189.29,181.74
149,194.48,195.96,352.32,5.01,189.3,182.32
