,r_arm,l_arm,r_armpit,l_armpit,r_hip,l_hip
0,284.38,293.48,342.81,10.88,183.47,164.59
1,291.94,301.47,340.54,9.71,182.73,167.42
2,293.52,301.26,338.74,10.06,181.8,168.47
3,297.3,305.68,338.3,9.99,181.86,168.67
4,298.13,310.75,338.71,10.12,182.13,168.47
5,302.62,313.57,339.27,9.83,182.63,168.54
6,304.5,312.38,340.24,9.76,182.63,168.76
7,304.16,311.98,340.95,9.71,182.43,168.49
8,299.92,310.71,339.19,9.73,181.93,168.46
9,294.2,306.8,338.33,10.24,182.03,168.5
10,289.95,303.13,338.36,10.12,181.92,168.48
11,286.59,302.55,338.3,10.47,182.31,168.84
12,279.23,298.71,338.09,8.93,183.14,169.0
13,268.82,287.8,337.86,8.98,183.15,168.62
14,259.35,277.79,340.63,8.99,184.21,168.82
15,263.56,264.12,344.26,11.45,185.62,169.21
16,256.37,264.62,345.98,11.4,186.24,169.41
17,247.27,255.42,347.42,11.33,186.48,169.67
18,240.1,252.25,347.95,11.4,185.44,169.62
19,235.04,234.6,348.07,11.54,185.49,169.84
20,225.46,224.9,348.17,12.07,185.37,169.33
21,217.33,221.52,348.38,12.14,184.62,169.44
22,213.02,220.25,348.07,12.04,185.1,169.69
23,208.0,216.05,348.43,11.62,185.66,169.92
24,206.48,213.14,348.84,11.1,186.9,170.24
25,203.15,207.78,349.41,9.7,187.55,170.73
26,200.32,203.8,350.39,7.97,186.89,170.99
27,196.32,201.29,351.15,7.15,185.41,170.22
28,195.87,197.75,352.27,6.75,184.55,169.23
29,194.47,196.55,352.3,6.89,185.29,169.41
30,190.58,194.0,351.89,7.55,185.29,169.07
31,188.26,190.95,352.42,6.93,185.38,168.31
32,186.44,188.3,352.53,6.43,185.47,167.43
33,186.77,186.06,353.47,6.18,185.02,166.35
34,185.32,185.04,354.61,6.45,184.51,165.22
35,187.47,184.91,355.32,6.54,184.43,164.96
36,187.47,185.23,355.42,7.13,183.95,163.84
37,187.46,184.14,355.84,7.77,182.95,161.19
38,186.62,183.58,355.42,8.26,182.4,159.86
39,186.42,183.78,355.32,8.57,180.96,159.13
40,185.26,183.77,354.93,8.78,180.57,158.8
41,184.35,183.36,354.74,8.61,180.73,159.0
42,183.92,183.54,354.55,8.59,180.67,158.98
43,184.14,183.35,354.56,8.52,181.03,158.72
44,183.71,183.34,354.35,8.42,182.75,158.82
45,183.95,183.4,354.46,8.09,182.63,159.14
46,184.65,182.71,354.48,7.46,182.77,159.8
47,184.48,182.53,354.25,7.29,182.56,159.93
48,185.17,182.71,354.54,7.29,182.26,159.93
