frame number,r_arm,l_arm,r_armpit,l_armpit,r_hip,l_hip
0,181.09,176.43,34.28,37.99,162.17,85.06
1,173.78,162.02,25.45,24.25,72.49,77.5
2,171.71,156.94,21.66,18.27,82.96,82.39
3,167.03,156.11,19.56,17.37,86.54,85.37
4,163.74,156.68,15.82,17.8,94.17,87.38
5,163.52,156.09,15.71,18.2,108.66,93.05
6,158.26,147.17,19.22,18.95,119.1,93.3
7,150.46,145.07,19.0,23.08,124.8,96.22
8,145.95,139.15,18.57,22.99,125.26,99.37
9,141.94,137.15,16.43,14.03,132.0,118.29
10,132.43,132.74,9.04,15.59,143.09,121.2
11,116.6,119.36,3.65,11.4,153.88,95.95
12,110.22,114.31,0.32,3.23,154.46,162.86
13,105.69,110.39,1.49,359.8,164.02,175.48
14,107.01,108.55,4.48,359.76,174.71,181.42
15,109.15,112.13,7.12,2.41,179.44,185.25
16,109.25,109.87,16.7,13.59,180.88,188.22
17,104.36,103.81,21.39,15.72,182.45,189.91
18,107.84,104.02,24.23,19.17,185.95,192.36
19,105.84,103.86,26.6,27.22,190.05,195.84
20,108.27,108.21,33.3,32.33,191.95,199.37
21,117.88,119.43,43.79,42.35,193.1,200.07
22,121.66,123.38,54.43,52.84,194.85,201.06
23,117.82,121.95,56.63,57.17,195.17,202.1
24,112.62,120.68,58.85,58.7,193.42,200.44
25,110.23,105.77,62.61,59.69,193.24,199.76
26,109.43,99.61,68.64,62.43,194.07,201.32
27,116.13,107.21,75.68,66.54,196.81,203.07
28,108.91,113.87,78.08,73.66,198.21,204.2
29,109.03,116.18,80.67,77.64,197.83,205.2
30,112.13,123.94,85.86,85.41,197.45,205.95
31,114.71,131.27,91.88,92.61,197.54,206.6
32,122.18,127.01,95.57,95.21,199.52,207.16
33,123.57,127.12,96.37,97.59,200.12,206.72
34,124.71,130.42,97.94,100.57,201.66,208.29
35,126.07,129.72,98.79,100.65,202.55,207.53
36,130.35,131.0,103.05,103.55,202.05,207.48
37,132.4,136.99,104.77,106.62,198.71,205.82
38,133.54,137.73,103.36,106.89,195.62,204.38
39,131.68,136.51,101.32,107.78,191.78,200.84
40,130.53,141.09,98.8,105.31,190.2,198.6
41,138.51,129.04,95.96,91.52,191.54,198.64
42,142.51,101.73,92.0,67.26,189.79,195.32
43,143.13,90.96,87.45,68.62,189.67,192.66
44,142.2,96.7,84.28,77.54,189.81,193.06
45,141.47,103.52,78.34,83.17,189.81,191.86
46,114.57,83.49,46.61,65.06,188.8,189.19
47,109.13,90.42,33.32,68.38,188.79,189.78
48,112.72,84.76,30.76,52.37,188.81,190.78
49,127.17,75.92,41.02,43.93,188.66,189.09
50,109.91,68.99,17.7,26.63,189.63,188.85
51,111.61,92.01,5.35,9.85,188.17,187.81
52,114.27,104.84,359.84,358.22,186.37,187.72
53,119.06,104.87,355.63,352.99,184.0,186.75
54,127.12,124.42,353.26,351.34,182.58,185.66
55,133.17,127.3,349.57,349.08,180.69,182.82
56,144.06,146.61,347.33,346.42,179.31,183.37
57,152.08,157.41,346.2,346.32,178.76,181.56
58,155.96,161.45,346.22,347.29,177.6,180.7
