frame number,r_arm,l_arm,r_armpit,l_armpit,r_hip,l_hip
0,166.55,162.9,347.97,348.74,178.07,178.69
1,166.54,166.83,348.69,351.32,178.59,180.23
2,162.52,167.44,349.65,352.33,179.08,181.71
3,160.17,165.64,349.85,351.96,179.95,183.24
4,159.46,163.11,349.74,351.86,179.96,183.88
5,151.01,160.23,349.53,351.13,179.58,183.87
6,145.82,156.02,351.29,350.87,179.58,179.88
7,139.98,142.87,355.31,352.01,179.58,179.8
8,134.14,132.69,359.61,353.47,179.57,180.59
9,131.31,127.08,4.56,356.32,180.06,181.92
10,129.42,133.15,8.78,358.68,180.11,183.85
11,122.13,129.61,11.86,359.24,179.68,183.97
12,113.14,110.33,18.44,7.37,179.29,183.91
13,113.15,106.83,24.47,10.11,179.29,185.49
14,113.19,111.29,31.11,19.4,178.42,185.46
15,112.54,111.05,36.36,23.68,178.42,185.82
16,112.39,113.45,40.77,31.62,177.6,185.45
17,107.5,105.53,50.0,36.13,176.91,185.1
18,107.97,103.52,55.04,37.9,176.54,185.24
19,101.49,101.61,62.02,47.7,175.44,185.24
20,102.58,98.1,67.25,50.1,175.12,185.75
21,102.31,98.97,74.14,53.23,174.8,185.42
22,97.42,96.78,81.08,62.36,174.13,184.97
23,94.35,99.62,83.06,70.03,173.6,184.07
24,94.18,98.7,84.92,72.87,174.79,183.84
25,95.8,100.14,86.23,70.65,175.58,183.84
26,91.38,100.3,86.13,71.39,175.58,183.88
27,84.06,88.59,89.94,75.84,175.76,183.56
28,79.38,84.73,88.95,75.38,176.63,183.56
29,76.99,79.35,89.95,72.7,176.43,184.32
30,72.49,77.18,89.79,70.84,177.89,185.04
31,69.41,73.47,90.44,70.49,177.89,184.89
32,65.66,72.43,91.05,71.35,176.99,185.98
33,63.87,68.75,90.49,71.2,177.65,185.26
34,61.78,68.63,91.13,71.79,177.65,184.76
35,62.37,70.39,91.75,71.79,178.1,184.76
36,62.93,73.03,93.36,72.68,177.79,184.76
37,63.14,73.04,94.36,74.47,176.95,184.21
38,64.22,73.68,95.0,74.22,176.98,184.25
39,65.55,76.69,95.63,77.79,176.49,184.6
40,66.77,76.88,94.88,76.7,176.53,184.96
41,68.66,78.31,94.86,77.24,176.53,184.96
42,69.3,79.87,93.82,77.03,177.37,184.93
43,71.07,80.81,94.23,78.35,177.68,184.0
44,72.34,81.73,94.26,79.32,177.18,184.54
45,74.69,82.43,94.27,79.96,177.11,184.54
46,78.77,83.58,93.95,80.25,177.46,184.54
47,83.09,90.44,89.53,80.61,177.32,184.18
48,85.98,94.24,86.37,80.81,177.99,184.28
49,87.91,93.85,83.98,77.99,178.29,185.18
50,91.38,93.4,81.27,74.21,177.63,185.56
51,96.32,93.48,77.39,69.76,178.34,185.56
52,100.98,99.53,67.28,62.32,179.39,184.76
53,104.26,95.59,60.5,48.43,179.04,185.06
54,111.1,98.75,56.02,38.67,178.9,185.47
55,114.72,94.94,49.38,25.57,178.91,187.16
56,120.87,103.88,48.4,27.28,179.27,188.66
57,130.7,119.54,41.49,26.55,179.27,187.71
58,132.65,117.39,36.32,19.98,179.76,188.46
59,135.04,123.21,31.11,17.38,180.59,187.19
60,135.25,126.95,26.27,14.28,180.66,185.37
61,136.74,131.18,20.55,9.84,180.37,184.0
62,146.31,144.57,14.68,6.91,181.0,183.11
63,148.69,150.8,10.72,3.8,180.35,182.76
64,151.32,155.14,7.02,2.82,180.36,179.79
65,157.41,157.82,4.89,0.79,182.19,179.64
66,160.6,157.88,2.9,359.94,181.7,179.65
67,162.04,162.46,359.32,357.97,178.7,181.87
68,161.38,163.68,356.3,356.07,179.17,182.54
69,163.38,163.38,354.42,354.38,179.19,183.68
70,162.82,164.36,352.37,353.36,178.72,183.9
71,164.32,170.11,351.99,353.35,179.64,183.98
72,166.11,174.53,349.68,352.17,180.26,185.08
73,170.06,172.43,349.11,351.54,181.47,184.93
74,167.9,175.64,347.42,350.78,181.31,185.42
75,166.58,176.33,346.47,350.78,181.66,185.42
76,168.45,175.4,346.56,350.31,181.98,186.23
77,167.9,172.97,346.36,350.37,182.34,187.32
78,168.33,150.52,346.87,350.76,183.04,188.66
79,167.59,148.29,346.52,353.87,183.39,189.18
80,167.6,150.5,347.26,357.81,182.88,189.06
81,168.08,153.5,347.73,0.45,182.39,189.88
82,167.22,153.64,348.69,3.51,181.04,189.8
83,166.61,154.34,349.86,4.21,178.43,190.02
84,167.19,152.28,350.82,3.92,177.03,189.3
85,167.77,152.28,351.78,3.92,176.67,189.41
86,167.69,152.25,352.85,4.26,175.79,187.99
87,167.53,153.64,353.12,3.89,176.67,188.25
88,167.24,155.02,353.98,3.8,177.54,189.48
89,167.09,152.02,353.89,0.38,179.29,190.24
90,166.2,154.4,353.8,356.9,180.52,190.42
91,166.72,160.44,354.41,354.8,181.04,190.58
92,167.33,162.81,355.03,354.44,181.03,189.78
