frame number,r_arm,l_arm,r_armpit,l_armpit,r_hip,l_hip
0,169.96,170.92,32.15,40.92,80.51,69.49
1,170.71,163.25,30.18,33.19,72.19,71.41
2,164.48,158.48,30.65,32.07,71.84,70.56
3,159.96,156.24,29.84,31.17,71.95,70.58
4,156.08,153.5,30.5,31.28,73.9,70.51
5,156.47,151.03,30.36,31.15,75.35,69.95
6,150.69,144.22,28.92,29.86,83.69,73.89
7,134.86,130.78,25.53,25.89,97.91,83.38
8,131.3,129.69,23.45,25.16,105.3,89.48
9,125.99,126.7,19.24,21.31,120.97,106.32
10,121.76,124.11,14.02,14.88,130.72,128.38
11,119.45,121.3,12.08,14.95,135.35,134.63
12,110.39,112.48,1.22,9.82,158.6,145.7
13,103.17,111.99,355.11,359.1,170.51,178.31
14,97.78,106.14,352.64,357.95,176.56,183.73
15,92.29,96.2,352.64,354.68,181.6,185.49
16,91.35,90.33,354.87,352.69,184.14,187.55
17,85.36,81.42,359.91,356.81,185.78,190.76
18,86.01,83.61,4.8,1.96,189.4,190.48
19,86.45,81.57,10.4,2.67,188.17,191.85
20,86.18,82.86,14.86,5.17,188.32,192.65
21,84.74,81.06,17.71,7.99,187.56,193.19
22,81.73,79.64,23.62,13.49,187.09,193.76
23,80.38,79.55,26.27,15.91,186.48,193.31
24,79.97,76.44,28.23,16.62,188.57,194.29
25,79.54,71.71,32.75,18.42,188.64,194.38
26,84.15,70.01,38.49,22.34,188.01,194.77
27,82.57,67.59,45.52,32.72,187.97,193.83
28,80.77,67.45,49.82,37.9,188.31,193.63
29,77.86,65.11,51.34,40.97,188.39,192.32
30,73.37,62.48,52.93,42.86,187.86,192.79
31,70.36,61.76,52.93,43.5,187.86,193.36
32,65.32,59.04,52.79,44.54,188.29,192.23
33,60.57,54.36,51.93,43.17,187.64,192.95
34,60.09,53.74,51.61,43.69,187.11,192.12
35,56.53,51.47,51.66,43.04,186.23,191.56
36,54.82,50.67,51.66,43.04,186.23,190.95
37,53.37,49.75,51.58,42.67,185.24,190.75
38,52.6,49.45,51.5,43.22,185.32,190.28
39,51.97,47.33,50.51,43.12,185.68,190.43
40,50.73,47.16,49.81,42.64,185.24,190.91
41,49.52,47.33,48.48,42.17,186.42,191.38
42,49.17,47.2,46.33,39.68,186.42,192.32
43,51.46,46.94,44.44,35.97,186.93,192.88
44,52.62,49.65,43.1,35.27,187.11,193.74
45,55.22,51.17,42.33,33.79,187.94,195.35
46,58.9,53.25,40.86,32.76,189.59,195.75
47,64.74,58.69,40.99,32.43,189.77,197.33
48,68.97,61.74,38.56,29.37,190.8,198.55
49,72.2,61.59,36.47,27.73,191.24,196.55
50,75.54,61.66,35.27,24.34,190.83,196.26
51,77.05,63.09,32.81,22.77,191.39,195.43
52,81.33,67.35,28.85,18.7,191.54,195.08
53,84.54,76.48,25.41,13.7,191.56,195.21
54,86.72,78.51,23.14,12.66,190.93,194.08
55,89.39,81.64,20.64,13.08,190.08,193.85
56,91.68,90.65,16.68,11.31,190.24,193.11
57,101.93,95.01,9.53,3.31,188.65,190.62
58,103.49,98.57,6.9,1.92,187.06,189.05
59,110.94,107.5,5.67,0.03,185.51,189.12
60,115.56,109.89,4.87,358.73,184.78,188.24
61,116.91,108.94,2.35,356.87,183.13,187.1
62,133.72,130.31,358.68,354.51,181.28,185.32
63,139.98,139.02,356.14,352.98,179.78,182.15
64,144.23,142.95,354.43,351.2,178.27,179.46
65,149.23,150.62,352.06,350.6,177.52,179.24
66,154.0,151.82,350.18,348.53,176.8,178.07
67,162.17,160.22,350.14,348.64,176.29,177.14
68,164.2,163.11,347.83,348.59,176.34,176.7
