frame number,r_arm,l_arm,r_armpit,l_armpit,r_hip,l_hip
0,189.02,189.54,350.22,13.97,193.0,177.96
1,187.89,189.98,349.77,14.91,192.2,175.62
2,193.12,190.46,351.78,15.32,191.93,175.92
3,195.96,193.09,353.35,15.74,192.19,176.54
4,196.84,192.56,354.04,15.39,192.04,175.83
5,196.69,192.25,354.12,15.19,191.71,175.62
6,197.49,192.35,354.64,14.78,191.46,174.48
7,200.09,193.08,355.55,14.68,191.01,174.15
8,200.16,196.81,355.1,15.7,190.55,174.4
9,200.17,198.51,354.9,16.36,190.29,174.53
10,200.2,200.11,355.42,16.98,189.28,175.08
11,202.12,202.33,355.21,16.31,189.13,175.29
12,202.4,202.91,354.77,15.5,188.71,175.48
13,204.28,207.84,353.16,15.35,187.27,176.57
14,205.73,208.77,353.46,14.75,191.14,176.67
15,207.22,209.17,353.57,14.69,192.86,177.19
16,212.73,213.96,354.07,14.91,192.53,177.36
17,214.31,215.51,354.62,15.07,190.91,177.09
18,218.97,223.48,353.74,17.08,189.72,177.79
19,222.09,226.26,353.8,18.42,188.81,178.47
20,222.43,227.02,353.86,19.15,188.23,178.53
21,229.54,232.69,351.55,19.94,186.0,178.24
22,231.31,234.14,350.97,19.73,185.23,178.2
23,236.89,240.61,346.79,18.54,185.39,177.16
24,232.74,243.43,342.84,19.15,185.47,177.19
25,231.19,243.86,342.81,18.74,185.1,177.76
26,249.64,255.44,345.98,18.35,185.15,177.59
27,251.12,253.52,347.15,17.28,184.77,177.26
28,261.35,269.67,350.59,18.85,185.08,177.15
29,262.21,267.97,350.66,22.02,185.1,179.22
30,259.74,269.43,350.73,21.73,185.48,179.56
31,262.83,270.93,351.05,20.3,184.99,178.59
32,261.93,273.15,351.94,20.05,184.68,178.7
33,267.04,281.76,351.62,19.98,184.75,178.5
34,268.83,283.16,351.22,19.72,184.83,178.13
35,269.31,283.08,351.34,19.26,184.84,178.08
36,274.39,290.15,349.04,16.88,185.11,177.56
37,274.83,292.11,347.73,15.97,185.52,177.84
38,276.82,294.59,347.83,15.35,185.72,177.74
39,277.66,295.39,347.65,15.0,185.71,177.09
40,278.15,295.68,347.69,14.77,185.82,176.83
41,278.83,296.3,347.26,14.91,186.3,177.03
42,278.73,296.18,347.06,14.87,186.53,177.06
43,278.3,296.31,346.79,14.18,186.55,176.64
44,277.2,295.89,346.33,13.65,186.41,176.39
45,275.37,295.39,345.21,13.53,185.67,176.33
46,276.52,292.68,346.39,12.82,184.91,176.34
47,277.56,292.01,347.61,12.8,185.0,176.47
48,277.54,286.67,346.69,11.28,184.9,176.72
49,276.02,286.62,346.39,11.01,185.22,176.74
50,275.48,286.87,346.13,11.01,185.43,176.98
51,269.57,284.77,348.9,13.31,185.62,178.16
52,267.54,284.67,350.74,15.02,185.61,178.54
53,264.29,277.95,353.18,12.79,185.44,179.29
54,264.57,274.57,354.82,9.85,185.29,179.29
55,264.23,273.55,355.64,8.87,185.16,179.02
56,261.14,271.16,356.7,10.1,185.66,178.32
57,261.15,270.45,356.88,10.85,185.96,177.92
58,259.3,259.51,355.76,12.38,185.28,177.94
59,259.32,258.13,355.39,13.45,185.69,177.85
60,259.14,258.34,355.03,14.08,185.98,177.67
61,258.83,248.64,354.43,15.25,185.24,177.67
62,258.1,248.4,353.96,15.88,185.14,177.52
63,249.71,245.98,350.73,17.3,185.26,177.31
64,245.69,247.21,348.65,17.76,185.14,176.86
65,243.06,248.14,346.84,17.57,183.28,176.59
66,233.74,240.77,346.27,18.56,182.63,176.55
67,230.72,239.08,346.65,19.19,181.92,176.51
68,227.21,235.84,347.66,20.14,182.47,177.04
69,227.05,234.31,348.29,20.14,182.55,177.24
70,227.29,233.77,348.79,20.06,182.59,177.49
71,223.62,233.03,350.78,20.95,182.69,177.84
72,222.34,232.04,351.32,20.77,182.42,177.7
73,219.35,227.99,352.97,20.9,182.51,176.8
74,218.62,227.1,353.4,20.85,182.31,176.26
75,217.31,226.92,353.4,20.95,182.17,175.75
76,213.73,223.88,353.16,21.24,183.25,177.89
77,212.81,223.17,353.29,21.45,183.85,177.92
78,211.71,218.56,354.33,21.08,184.57,177.9
79,208.94,216.53,353.75,20.11,184.55,177.83
80,209.47,215.17,353.98,19.29,185.04,177.7
81,210.28,210.16,355.87,17.69,187.15,177.88
82,209.01,208.29,355.82,17.18,187.61,177.97
83,207.99,205.51,356.48,17.83,187.7,177.43
84,207.02,204.0,356.51,18.15,187.15,181.25
85,207.24,204.33,356.55,18.37,187.13,180.64
86,207.23,203.06,358.0,18.69,187.97,183.27
87,207.07,202.77,358.32,19.14,188.18,182.2
88,206.47,201.65,358.66,19.27,189.13,180.59
89,208.48,201.57,359.94,19.31,189.8,178.51
90,206.87,201.56,359.3,19.35,189.69,178.3
91,205.92,201.51,359.36,19.33,189.62,177.36
92,205.37,201.72,359.24,19.59,189.65,177.94
93,205.63,201.15,359.97,19.29,190.6,178.14
94,205.73,200.99,0.35,19.23,191.24,178.49
95,205.56,200.7,0.46,18.96,191.58,178.74
96,206.24,200.91,1.08,19.08,191.94,178.67
