frame number,r_arm,l_arm,r_armpit,l_armpit,r_hip,l_hip
0,196.72,183.22,1.96,26.58,178.38,168.82
1,183.51,184.88,1.73,26.88,178.79,168.91
2,181.71,186.09,1.82,27.07,178.81,168.84
3,181.87,186.66,1.83,26.89,178.53,168.51
4,181.27,186.83,2.61,27.61,177.69,168.79
5,182.36,186.71,3.42,27.98,177.37,168.88
6,181.92,186.87,2.78,27.85,176.67,168.16
7,181.74,186.99,2.56,27.74,176.78,167.92
8,180.46,186.79,2.19,27.53,177.02,168.12
9,182.48,187.86,2.96,27.83,177.41,168.31
10,182.71,188.42,3.12,28.08,177.45,168.4
11,188.49,190.87,2.78,28.25,178.22,168.82
12,186.32,190.96,2.79,27.8,179.4,169.28
13,186.06,190.49,2.7,27.58,179.66,169.31
14,198.63,191.31,2.47,26.67,179.7,168.33
15,204.67,191.29,2.36,26.36,179.56,167.95
16,207.76,192.74,0.38,26.08,179.09,167.33
17,205.28,193.45,358.84,26.03,178.95,167.38
18,203.28,193.39,357.55,25.72,179.01,167.57
19,208.16,194.56,356.66,25.75,180.13,168.53
20,207.73,194.54,355.52,25.3,180.0,168.6
21,212.74,196.36,353.96,24.87,179.68,168.59
22,213.48,196.42,353.26,24.5,179.7,168.43
23,213.63,196.19,353.08,24.28,179.53,168.36
24,219.7,198.2,352.67,23.74,178.9,167.59
25,220.35,198.47,352.37,23.44,178.68,167.43
26,225.07,202.96,350.55,24.86,180.08,169.41
27,223.13,204.01,349.84,25.23,181.18,171.41
28,224.0,203.48,350.62,25.52,181.25,171.75
29,219.83,207.11,349.16,26.71,182.46,174.05
30,218.21,206.83,348.65,26.78,189.8,187.95
31,229.78,202.88,345.87,23.34,188.46,179.99
32,227.6,199.75,344.34,21.94,187.85,175.83
33,225.85,200.05,344.27,21.13,186.66,176.89
34,239.44,207.14,342.76,15.8,181.83,176.9
35,240.21,209.67,342.13,15.05,181.12,177.71
36,241.33,310.05,341.76,16.73,181.09,176.8
37,246.49,327.73,342.98,17.1,182.07,175.48
38,250.64,327.93,344.03,18.41,181.26,174.29
39,261.71,344.19,339.13,20.53,182.73,173.96
40,261.36,346.43,334.49,22.12,183.56,173.87
41,266.44,2.06,336.3,20.07,183.63,175.63
42,268.77,3.42,336.57,19.94,183.3,175.25
43,267.05,3.2,337.79,18.83,183.7,175.2
44,279.29,3.35,330.2,18.84,183.27,174.57
45,280.07,2.64,330.17,18.84,183.11,174.13
46,289.93,6.83,328.12,18.15,183.58,174.23
47,288.24,7.98,328.75,18.76,183.23,174.5
48,287.52,8.85,328.33,18.67,183.47,175.51
49,297.25,10.57,326.74,18.94,184.75,175.39
50,298.65,11.1,326.15,18.48,184.75,175.36
51,299.66,11.12,324.82,19.13,184.76,173.14
52,300.26,11.37,324.67,19.21,184.47,172.85
53,300.75,11.53,324.85,19.44,183.99,172.32
54,305.47,11.33,324.18,19.12,184.22,172.35
55,306.49,10.85,323.92,18.87,184.16,172.32
56,307.93,10.96,321.46,18.31,184.58,171.17
57,308.43,10.99,319.99,17.98,184.79,170.41
58,308.47,10.95,319.11,17.76,185.18,170.16
59,309.14,11.09,317.93,17.51,185.18,170.19
60,309.8,11.17,317.15,17.5,185.16,169.85
61,314.11,11.5,316.74,17.49,184.77,169.81
62,315.36,11.77,316.32,17.53,184.22,169.77
63,315.72,11.89,316.04,17.3,183.7,169.75
64,318.43,12.61,315.71,16.97,183.46,169.99
