frame number,r_arm,l_arm,r_armpit,l_armpit,r_hip,l_hip
0,119.96,155.5,324.75,0.57,155.63,155.45
1,120.03,147.82,326.66,2.55,163.91,167.47
2,117.52,145.91,324.46,0.35,173.0,172.23
3,118.46,141.65,326.14,356.47,168.57,165.88
4,119.19,143.93,325.52,358.62,165.48,167.18
5,118.09,136.1,323.37,355.04,153.89,154.12
6,147.33,173.62,357.66,50.57,122.37,89.78
7,150.08,174.06,358.57,49.16,63.75,52.93
8,148.48,156.33,358.76,39.79,139.32,46.98
9,142.47,150.36,354.4,34.11,131.83,55.31
10,113.85,145.47,2.88,33.72,150.6,121.05
11,145.6,148.9,1.38,35.33,153.81,120.57
12,92.98,145.28,340.11,28.94,201.03,74.98
13,126.05,140.38,334.64,28.04,177.78,82.85
14,321.25,147.25,296.82,63.21,199.21,48.94
15,235.36,167.18,186.4,52.05,79.91,47.33
16,182.08,148.79,132.1,60.56,105.65,29.2
17,191.7,139.51,126.57,51.52,132.14,39.64
18,89.29,192.42,24.78,57.18,90.06,45.82
19,28.41,183.52,339.88,44.37,193.36,134.58
20,25.0,221.13,253.89,121.74,236.29,96.28
21,349.04,106.91,313.62,39.13,165.76,153.39
22,347.98,105.93,318.93,37.17,182.75,168.43
23,31.12,95.7,333.52,33.49,188.19,169.45
24,25.39,86.44,333.69,33.33,188.32,169.19
25,171.86,159.11,152.52,113.78,359.37,3.58
26,146.1,120.88,99.99,75.89,2.51,3.75
27,67.58,91.21,34.55,62.45,161.29,157.62
28,66.56,83.2,35.31,62.06,183.95,168.99
29,60.05,77.63,31.08,59.5,184.99,169.08
30,50.24,74.45,22.6,58.62,185.71,170.06
31,42.91,72.52,17.28,57.93,184.25,170.4
32,58.2,73.33,25.33,58.87,180.37,169.97
33,52.33,73.58,24.21,59.37,178.83,167.69
34,47.96,73.78,22.59,58.4,179.67,169.6
35,52.15,73.41,25.1,59.23,179.32,166.55
36,46.7,68.69,19.1,55.43,179.52,167.2
37,46.14,68.38,17.32,55.7,179.75,166.96
38,46.7,69.6,16.28,55.23,180.36,168.25
39,44.78,70.99,14.4,56.56,180.44,168.64
40,45.97,71.77,16.23,57.44,180.88,169.16
41,43.25,71.78,15.18,56.38,180.44,168.46
42,46.29,72.15,15.53,55.96,180.78,166.71
43,49.18,72.39,18.57,55.77,180.65,166.3
44,49.16,72.5,18.15,55.17,181.19,167.03
45,49.78,73.92,18.78,54.67,169.81,159.75
46,63.98,79.22,43.29,60.27,29.3,59.46
47,78.94,82.64,52.26,60.39,41.24,148.88
48,84.44,76.83,62.52,57.78,11.08,19.35
49,194.05,254.47,350.32,29.77,195.16,181.85
50,188.88,249.45,2.81,28.73,205.95,199.01
51,191.42,320.3,348.75,23.07,200.67,208.15
52,215.77,309.4,345.4,24.12,197.55,229.16
53,27.51,338.58,341.29,6.25,331.5,285.51
