frame number,r_arm,l_arm,r_armpit,l_armpit,r_hip,l_hip
0,158.3,160.1,349.74,12.97,181.28,174.13
1,159.36,163.59,350.37,15.24,180.55,177.36
2,158.62,160.02,349.17,13.29,176.87,170.58
3,158.39,161.25,348.68,13.33,174.22,170.14
4,139.76,104.13,26.94,15.1,204.58,185.73
5,141.24,2.86,2.67,24.61,215.81,102.12
6,179.43,357.8,342.89,26.34,235.93,119.38
7,180.88,358.08,343.47,31.29,216.81,145.24
8,177.47,222.67,344.03,25.07,218.15,151.84
9,187.95,146.12,342.65,26.68,238.24,109.52
10,192.06,351.45,334.19,28.53,247.45,83.46
11,198.24,7.75,339.53,31.75,251.41,89.07
12,187.57,342.32,338.34,27.7,264.93,84.61
13,177.5,342.22,336.52,26.9,261.55,82.67
14,181.45,337.58,333.21,26.47,267.48,194.9
15,180.73,337.86,333.72,27.19,302.56,278.37
16,188.34,337.77,337.21,28.49,298.91,270.66
17,188.8,335.66,338.63,28.06,287.13,263.74
18,191.55,341.25,336.53,30.17,286.55,248.34
19,191.73,341.82,336.07,29.37,285.42,268.06
20,195.9,330.7,339.02,25.09,289.65,169.34
21,186.54,325.09,343.07,24.8,295.31,113.24
22,208.98,319.66,342.66,24.89,298.47,288.99
23,205.76,329.98,340.09,23.69,316.57,20.74
24,192.0,354.25,342.76,18.04,242.82,218.43
25,178.84,357.53,351.48,21.07,242.12,187.67
26,179.59,358.93,352.18,17.69,225.27,190.89
27,169.48,357.71,357.77,18.49,220.4,178.99
28,176.33,357.96,1.24,13.99,223.92,152.24
29,168.57,358.62,358.89,15.04,224.07,140.16
30,209.11,347.13,355.84,12.42,232.4,104.48
31,203.08,345.7,353.18,10.95,230.54,119.21
32,179.16,353.67,341.72,21.05,215.03,102.25
33,170.01,353.69,342.27,17.51,212.65,101.27
34,222.41,348.03,329.59,12.05,294.85,326.11
35,198.86,346.87,322.16,17.69,303.06,340.44
36,216.44,348.79,326.47,22.87,312.52,359.47
37,221.72,1.6,321.35,38.01,321.22,3.43
38,218.1,3.54,322.12,45.03,319.81,341.05
39,228.47,23.15,312.88,59.43,333.18,345.9
40,208.57,26.69,300.75,67.9,336.08,348.37
41,206.53,55.11,290.84,96.95,324.6,319.84
42,214.38,36.31,303.09,73.11,315.57,322.87
43,214.61,12.43,319.17,51.4,315.81,329.51
44,217.88,5.99,326.53,48.69,317.91,326.92
45,242.41,18.33,306.88,55.41,330.25,325.05
46,182.75,357.68,353.27,20.27,216.36,125.8
47,129.09,0.16,358.23,19.5,222.54,117.25
48,127.37,359.63,357.71,18.9,222.62,131.08
49,127.82,350.2,344.55,14.03,215.96,130.05
50,180.46,343.01,342.75,8.52,223.59,105.47
51,155.67,352.43,348.8,13.79,228.09,100.48
52,148.17,344.13,346.99,12.77,231.49,94.07
53,125.96,330.12,356.6,356.72,215.34,170.35
54,124.88,349.28,349.72,8.56,198.21,182.73
55,68.1,17.42,354.15,3.62,216.99,182.59
56,170.27,173.9,341.89,32.66,187.96,102.93
57,107.76,211.65,345.56,29.96,226.58,96.33
58,119.05,271.41,345.9,25.78,228.68,104.8
59,22.5,337.3,40.95,40.36,20.87,56.7
60,9.8,21.96,357.98,44.12,201.56,175.21
61,10.42,6.99,7.44,50.05,192.56,179.01
62,2.04,142.42,10.55,49.7,191.67,174.66
63,59.64,47.88,74.15,67.53,39.86,32.38
64,213.42,255.85,285.75,311.86,307.57,295.28
65,193.7,213.03,258.29,243.06,323.44,316.55
66,151.44,356.51,4.2,17.92,196.62,118.7
67,136.4,8.51,14.82,19.63,190.27,144.04
68,123.71,342.85,344.36,19.92,232.09,146.97
69,127.56,355.96,343.36,23.48,233.53,142.14
70,146.33,152.3,359.5,30.52,174.24,123.43
71,141.72,347.49,358.95,27.73,173.84,128.19
72,209.86,342.06,355.91,28.44,251.92,153.89
73,118.79,55.46,35.62,45.76,128.98,137.01
74,199.95,3.06,352.78,48.38,218.32,155.3
75,205.16,1.24,357.29,40.07,224.95,166.42
76,191.25,351.94,345.9,37.8,245.79,183.45
77,190.74,349.9,346.83,38.13,256.55,199.32
78,207.59,348.65,345.88,36.64,254.55,196.56
79,201.39,343.35,345.28,36.44,267.86,227.6
80,222.5,350.45,337.47,10.1,273.82,265.44
81,220.46,348.78,342.43,16.67,292.67,296.08
82,218.06,344.83,344.92,13.71,264.42,85.68
83,197.58,345.32,339.46,13.16,237.1,178.68
84,200.15,352.42,341.08,14.17,238.78,179.4
85,184.13,244.11,337.23,0.78,214.33,197.38
