frame number,r_arm,l_arm,r_armpit,l_armpit,r_hip,l_hip
0,160.64,176.26,348.75,8.4,181.8,167.76
1,159.13,177.22,347.69,8.65,178.32,166.76
2,157.79,177.88,346.64,8.81,177.19,166.88
3,157.61,178.61,346.43,8.99,175.26,165.55
4,156.82,178.67,345.98,8.99,174.93,165.21
5,156.16,179.03,345.87,8.98,174.66,164.77
6,153.5,177.94,344.61,8.26,175.66,166.56
7,152.6,177.64,343.81,7.89,176.05,167.8
8,149.46,175.37,343.56,7.23,175.48,167.64
9,148.96,174.68,343.32,7.37,175.23,167.42
10,148.18,173.93,343.18,6.98,174.34,168.17
11,145.15,171.12,342.99,7.35,169.66,148.51
12,144.4,169.57,343.16,7.78,169.49,151.98
13,142.09,167.24,344.05,8.67,166.58,145.49
14,140.98,166.35,343.84,8.74,165.06,139.6
15,139.52,165.86,343.25,8.75,162.93,130.6
16,138.02,158.4,343.96,8.65,160.73,116.47
17,137.73,155.51,344.54,8.46,160.61,123.58
18,133.76,151.11,344.51,9.71,171.68,163.79
19,133.2,151.77,344.8,10.68,181.24,175.78
20,129.57,152.1,344.8,12.03,171.52,167.46
21,129.79,154.14,345.13,12.62,166.89,164.68
22,129.86,153.25,345.25,12.66,168.13,164.73
23,124.07,144.0,345.31,13.48,177.12,170.9
24,123.71,144.36,344.64,14.49,178.75,172.11
25,98.42,131.82,345.18,13.97,181.71,172.28
26,90.94,127.63,347.32,12.66,182.45,172.61
27,96.27,129.46,347.46,12.61,182.16,172.43
28,74.22,127.98,349.45,14.64,184.61,175.17
29,74.03,126.36,350.75,16.64,184.46,175.88
30,73.93,116.49,353.65,18.59,183.75,178.44
31,79.51,114.67,353.85,19.85,182.76,178.35
32,95.71,110.51,8.38,20.36,182.6,178.23
33,98.94,109.74,11.32,20.16,181.21,177.95
34,101.26,109.89,12.75,19.86,180.66,178.16
35,99.8,102.0,14.61,24.51,179.2,177.06
36,97.17,100.43,12.58,26.23,178.94,176.44
37,63.13,93.38,11.36,30.32,179.47,176.29
38,55.8,93.77,10.1,31.8,179.88,176.01
39,54.0,94.84,8.4,32.54,180.29,176.05
40,40.83,79.69,3.55,34.83,183.18,174.3
41,39.9,77.27,2.02,35.18,183.26,173.26
42,44.23,74.87,0.0,35.47,182.9,173.72
43,45.01,75.22,357.73,36.02,183.24,174.17
44,44.91,69.84,356.09,36.19,183.87,174.72
45,45.92,67.22,355.47,36.28,184.16,174.73
46,46.49,67.1,355.34,36.62,184.3,175.37
47,50.09,57.61,5.74,34.5,184.91,175.69
48,51.2,52.91,7.31,33.02,184.93,175.78
49,47.84,49.32,11.18,33.64,183.62,175.34
50,45.48,47.54,8.59,35.34,184.06,175.14
