frame number,r_arm,l_arm,r_armpit,l_armpit,r_hip,l_hip
0,134.69,139.37,345.27,12.63,187.11,175.97
1,96.37,121.89,345.09,13.0,187.8,175.49
2,63.73,110.17,344.02,11.4,189.26,175.41
3,53.6,102.06,345.75,10.5,188.29,174.83
4,97.96,89.35,14.43,9.72,188.22,175.17
5,76.62,81.67,11.96,9.97,188.63,176.76
6,78.74,73.08,7.03,9.49,188.73,178.12
7,77.03,69.62,359.15,10.09,188.84,178.43
8,65.38,70.72,351.81,10.94,188.81,178.95
9,60.89,66.5,345.71,13.35,189.35,179.29
10,46.86,55.35,346.72,14.57,189.53,179.53
11,40.72,45.27,346.47,15.36,189.68,179.49
12,41.95,42.76,346.75,17.84,189.76,179.41
13,43.04,44.31,346.86,17.98,189.84,178.93
14,45.05,46.42,347.22,18.38,189.86,179.08
15,46.72,50.18,346.64,16.25,189.74,179.28
16,50.6,53.45,346.51,14.2,189.8,179.86
17,53.79,58.14,345.56,13.07,189.11,180.42
18,55.74,62.45,348.69,12.5,188.7,180.1
19,61.9,71.62,352.55,12.31,188.53,180.46
20,104.59,81.83,17.4,9.09,188.84,179.35
21,101.05,89.92,11.07,9.72,188.77,177.95
22,111.93,105.57,348.61,8.69,188.26,178.06
23,103.72,112.69,345.0,8.73,187.09,177.39
24,94.01,113.82,345.4,8.92,187.04,177.43
25,86.63,116.96,345.41,9.09,186.93,177.29
26,115.6,122.25,345.28,9.8,187.08,177.16
27,140.37,129.08,345.13,11.26,187.12,176.5
28,144.19,134.72,344.6,12.38,187.07,176.17
29,141.0,140.17,344.52,12.68,187.25,176.01
30,141.39,144.17,345.09,12.99,186.08,175.72
31,141.78,145.67,344.98,13.06,185.59,175.42
32,143.77,148.41,345.21,13.12,185.17,175.13
33,145.04,150.31,345.58,13.08,184.62,174.5
34,147.13,152.97,346.34,13.19,184.07,173.79
35,149.48,154.06,347.32,12.7,184.48,173.71
36,151.69,155.51,348.29,12.44,184.27,173.99
37,153.01,157.47,348.76,12.63,184.37,174.01
38,155.63,159.65,349.52,11.98,185.2,175.64
39,157.59,162.34,349.74,11.8,186.1,176.3
40,158.98,165.07,350.07,11.47,186.5,176.56
41,159.96,166.15,349.59,10.84,188.48,177.82
42,160.2,166.28,349.32,10.85,189.52,177.81
43,160.83,166.99,349.29,10.75,190.09,177.7
44,162.03,167.59,349.52,10.57,191.51,177.5
45,162.47,168.24,349.35,10.37,192.34,177.55
46,162.64,169.36,349.13,10.07,193.43,178.13
47,163.17,170.29,349.03,10.21,193.71,178.1
48,164.42,171.23,349.32,10.33,194.12,178.35
49,164.68,171.56,349.32,10.43,193.76,178.22
