frame number,r_arm,l_arm,r_armpit,l_armpit,r_hip,l_hip
0,60.09,80.11,354.65,9.41,192.31,175.76
1,56.77,69.18,354.3,10.94,191.28,175.49
2,68.62,73.48,352.36,11.56,190.22,175.97
3,64.99,72.04,349.69,15.55,190.63,175.78
4,54.47,58.44,349.88,16.81,190.82,176.19
5,45.69,52.84,349.13,20.82,190.51,176.92
6,38.84,52.34,348.85,21.58,190.62,177.4
7,35.36,51.81,347.97,21.77,190.32,177.87
8,30.92,51.47,347.77,22.87,190.37,178.28
9,31.91,58.1,347.88,21.13,190.44,178.59
10,37.15,58.03,348.21,20.35,190.27,178.72
11,41.75,58.18,348.28,14.68,190.19,178.77
12,49.74,54.31,348.24,12.11,190.2,178.94
13,47.87,55.05,348.38,12.11,189.63,179.0
14,51.6,59.56,350.95,11.33,189.3,178.98
15,70.59,68.3,356.98,11.04,189.3,178.88
16,76.49,75.94,355.51,10.82,189.43,178.86
17,101.77,94.26,359.74,10.27,189.76,177.96
18,122.29,109.67,352.31,7.75,189.27,177.34
19,108.45,118.15,348.2,7.4,189.06,176.92
20,101.26,113.59,345.71,7.8,188.88,176.59
21,120.42,116.66,345.54,10.09,188.74,176.38
22,139.21,124.39,346.01,11.23,188.11,175.26
23,140.73,131.69,345.37,12.88,187.86,174.92
24,140.58,139.83,345.62,13.69,186.93,174.18
25,139.21,144.02,345.15,13.48,185.76,175.11
26,142.3,146.02,345.77,13.12,184.15,174.83
27,144.47,147.4,346.07,12.92,183.71,174.01
28,146.58,148.18,346.59,12.58,182.13,173.39
29,147.49,150.05,347.07,12.06,181.45,172.97
30,151.26,152.74,348.34,11.24,181.6,172.89
31,154.4,154.37,349.74,10.64,182.41,174.25
32,155.92,156.81,349.91,9.56,184.26,174.85
33,159.2,159.54,350.54,8.73,186.11,175.74
34,160.91,161.53,350.43,8.51,187.45,176.15
35,162.84,165.09,350.34,8.24,189.16,177.18
36,165.57,167.07,349.97,8.17,191.96,179.19
37,165.11,168.96,349.92,8.11,192.22,178.32
38,165.45,170.31,350.08,8.23,192.03,178.19
39,165.67,170.3,350.01,8.24,192.46,177.82
40,166.26,170.99,349.99,8.05,193.2,178.01
41,167.42,171.52,349.83,7.97,193.2,178.27
42,167.72,172.8,349.17,7.9,194.05,178.17
43,168.06,172.69,348.92,7.73,193.41,177.94
44,168.07,172.92,348.76,8.02,193.42,177.86
45,167.97,173.06,348.66,8.32,193.48,177.94
