frame number,r_arm,l_arm,r_armpit,l_armpit,r_hip,l_hip
0,173.89,172.2,356.8,355.97,185.86,185.01
1,175.34,172.12,356.8,355.97,185.86,185.01
2,174.72,170.54,356.22,355.35,185.34,184.97
3,173.41,171.18,355.6,355.99,185.34,185.56
4,172.69,171.18,355.6,355.99,185.34,185.56
5,172.82,171.37,355.64,355.99,185.85,185.52
6,170.78,166.76,355.36,355.27,186.17,187.36
7,167.69,165.19,356.55,354.92,185.74,188.19
8,162.7,162.2,357.23,354.62,183.48,187.35
9,158.59,158.35,357.83,354.92,182.45,186.48
10,155.06,155.75,357.2,354.24,182.47,186.48
11,146.96,151.79,357.15,354.52,181.96,185.21
12,143.35,151.6,356.76,354.78,182.85,181.9
13,139.94,146.97,357.09,354.11,181.95,140.33
14,137.74,143.99,357.34,354.07,182.32,152.35
15,131.28,138.84,357.32,354.01,182.31,173.65
16,120.01,128.59,358.6,354.31,182.81,182.99
17,111.57,118.84,358.22,354.31,183.66,185.75
18,105.4,115.35,358.52,353.89,184.01,186.66
19,98.02,94.66,358.51,354.19,183.98,187.58
20,93.97,87.93,358.5,353.79,183.97,188.54
21,82.67,73.27,359.19,354.08,183.97,188.9
22,77.98,70.53,358.82,354.42,184.85,189.25
23,74.91,68.81,359.84,354.77,184.72,189.63
24,73.07,64.59,0.51,355.49,184.71,189.05
25,69.17,63.12,0.8,356.14,185.06,190.88
26,63.54,56.66,3.6,356.83,185.05,190.88
27,64.49,58.47,5.91,0.78,185.81,190.46
28,61.49,56.4,7.67,1.65,184.95,190.46
29,60.69,51.49,8.49,1.67,184.95,191.11
30,57.66,48.32,9.21,2.38,184.95,190.58
31,55.09,45.48,12.45,3.79,185.31,191.11
32,52.65,43.87,12.95,4.43,184.8,190.35
33,51.01,41.05,13.43,4.8,185.19,189.98
34,49.01,39.56,14.13,4.92,185.18,189.98
35,49.46,35.23,14.95,6.72,185.91,190.17
36,48.9,35.51,16.22,6.72,185.03,190.71
37,48.06,35.89,17.13,6.35,185.02,191.08
38,48.37,35.02,17.82,6.35,185.0,191.08
39,47.57,34.84,18.47,7.05,185.0,191.08
40,46.36,34.44,18.75,7.9,185.5,191.13
41,44.52,33.22,20.05,8.23,185.14,190.26
42,42.29,33.76,21.12,10.05,183.7,190.84
43,42.29,33.96,21.12,10.25,183.7,190.89
44,41.92,33.67,22.1,10.25,184.57,190.89
45,41.0,34.86,21.8,11.71,184.21,191.25
46,41.37,36.78,22.41,13.93,185.08,190.51
47,41.56,36.78,21.74,13.93,185.08,190.51
48,41.26,35.81,21.08,13.93,185.92,191.07
49,39.92,37.95,20.46,14.26,185.2,191.43
50,40.47,39.7,20.08,12.11,186.05,191.43
51,45.27,42.9,19.31,11.21,187.0,191.93
52,49.14,44.31,19.59,11.21,188.04,191.93
53,51.38,43.88,18.68,11.16,188.4,191.53
54,53.61,45.62,18.68,9.06,188.72,190.98
55,55.64,48.78,19.29,10.5,187.9,191.35
56,60.3,49.07,19.25,7.72,187.93,191.72
57,63.91,51.77,19.25,8.79,187.93,192.08
58,66.61,54.51,19.58,8.74,187.11,192.13
59,67.51,58.86,19.3,8.53,186.76,192.09
60,71.12,62.59,19.27,8.9,186.79,191.23
61,76.52,71.83,18.62,9.23,186.3,192.17
62,80.97,74.55,17.94,8.85,186.34,191.89
63,84.81,79.08,17.63,8.1,186.36,191.9
64,90.43,81.43,16.98,7.0,186.36,191.58
65,96.07,82.95,16.98,4.82,186.36,191.03
66,101.06,89.09,14.69,2.36,186.36,191.03
67,103.59,93.57,12.5,1.97,186.39,190.67
68,109.52,102.37,11.62,1.58,186.41,190.3
69,109.77,109.92,11.43,358.58,184.77,190.26
70,112.99,128.42,10.77,357.12,185.27,190.26
71,120.67,135.61,9.34,357.07,184.15,190.23
72,124.21,136.69,8.59,356.69,183.39,189.32
73,126.03,138.39,7.99,356.7,182.61,189.28
74,126.29,138.22,6.06,356.02,183.46,189.23
75,130.08,137.76,6.06,356.71,183.45,187.22
76,137.56,142.26,4.09,356.47,183.44,187.28
77,142.15,145.61,2.68,356.17,183.95,186.33
78,145.93,147.5,1.99,356.23,183.95,185.59
79,147.02,148.28,1.95,355.91,183.47,182.72
80,146.29,150.26,0.25,355.91,183.12,178.56
81,147.91,151.95,358.91,355.61,183.15,155.96
82,146.86,152.91,357.6,355.31,182.66,166.9
83,149.29,153.83,357.3,355.76,182.33,171.6
84,150.48,155.52,356.67,355.79,182.35,172.29
85,152.68,156.23,356.67,355.5,182.35,172.61
86,156.5,157.3,356.33,354.54,183.24,176.03
87,157.99,158.44,356.33,354.54,183.24,178.14
88,161.39,158.97,357.0,353.81,183.22,182.2
89,163.06,159.47,356.36,352.71,183.2,185.21
90,163.18,158.81,355.77,352.43,183.71,186.1
91,168.76,163.88,355.45,352.45,184.56,186.71
92,169.81,165.72,354.89,352.59,185.06,188.33
93,169.28,167.17,354.63,353.24,185.18,187.73
94,169.24,167.21,354.34,353.65,186.0,187.3
95,169.24,167.91,354.34,353.65,186.0,187.96
96,170.03,167.62,353.98,353.7,186.86,187.68
97,170.15,168.24,354.03,353.65,186.81,187.74
98,170.79,168.13,354.03,353.65,186.81,187.79
99,170.72,168.01,354.38,353.65,185.96,187.85
100,171.44,168.01,354.38,353.65,185.96,187.85
101,171.44,168.01,354.38,353.65,186.0,187.85
102,171.44,167.37,354.38,353.37,186.0,187.49
103,170.84,168.82,353.78,354.01,186.0,187.49
104,171.49,168.55,354.08,354.01,186.34,187.55
105,171.49,167.91,354.43,354.01,185.48,187.55
106,171.44,168.12,354.38,354.01,185.49,187.55
107,170.72,168.01,354.38,354.36,184.98,186.59
108,170.74,169.53,354.34,354.96,184.98,187.15
109,170.68,170.18,354.34,355.61,185.01,187.2
110,170.69,169.47,354.29,355.61,185.01,187.2
111,170.74,168.76,354.69,355.61,184.17,187.2
112,170.63,169.41,354.65,356.26,184.17,187.2
113,170.63,170.2,355.0,356.24,183.3,187.26
114,169.96,169.54,354.73,355.58,182.95,186.65
115,171.24,168.88,355.34,354.92,182.93,186.65
