frame number,r_arm,l_arm,r_armpit,l_armpit,r_hip,l_hip
0,174.58,170.8,356.0,358.74,176.77,182.78
1,175.27,168.99,353.74,357.06,180.72,183.24
2,175.53,171.32,354.04,358.32,182.23,183.76
3,172.89,170.85,354.3,357.86,180.25,182.17
4,169.92,172.85,355.55,359.26,179.64,182.16
5,167.26,169.19,356.58,359.74,177.16,183.82
6,165.48,167.48,356.9,0.12,177.52,182.94
7,165.65,168.08,359.17,0.7,177.39,182.75
8,162.4,165.06,359.79,0.93,177.53,182.9
9,161.51,164.75,1.03,1.51,177.93,182.44
10,157.55,163.77,2.01,1.44,178.48,182.19
11,153.14,161.93,3.7,1.04,177.91,182.21
12,151.66,161.49,4.69,1.48,178.42,182.6
13,144.61,159.17,5.26,1.97,178.26,183.01
14,135.37,150.76,4.66,1.94,178.33,183.2
15,128.29,138.52,5.85,2.62,178.01,183.12
16,121.16,129.26,8.43,2.93,178.78,183.32
17,113.29,119.6,9.63,2.81,179.37,183.1
18,107.88,106.59,10.98,3.67,180.21,183.89
19,102.9,97.57,13.34,4.39,181.02,184.64
20,97.6,89.68,15.4,5.38,181.7,185.81
21,93.36,81.16,17.99,7.18,181.71,185.76
22,88.92,82.11,19.76,9.03,181.62,185.04
23,85.62,78.39,20.92,12.29,181.39,185.02
24,85.35,75.24,22.82,15.97,182.04,184.7
25,83.33,70.3,23.78,17.72,181.61,184.61
26,81.28,72.18,24.86,22.87,181.52,184.42
27,75.79,69.39,26.14,21.83,181.48,183.9
28,72.26,65.17,25.13,20.82,181.31,183.67
29,68.01,55.11,24.44,18.58,181.27,182.94
30,63.0,47.48,24.38,17.08,181.13,183.29
31,57.03,33.56,24.31,13.38,181.01,182.71
32,53.25,27.72,25.05,10.84,180.58,181.65
33,51.21,23.97,25.8,11.64,180.88,181.84
34,51.93,13.12,26.82,11.05,180.82,182.2
35,54.03,15.09,26.32,8.02,180.72,183.13
36,57.19,17.82,25.9,8.46,180.54,183.42
37,60.33,19.8,25.45,8.84,181.03,183.02
38,62.09,20.42,24.96,8.67,181.1,182.86
39,63.94,25.7,24.73,8.86,181.39,182.71
40,67.07,36.99,22.78,9.95,182.04,184.16
41,68.75,48.45,21.49,14.82,182.74,185.59
42,71.79,56.92,20.39,16.11,183.4,184.99
43,74.76,63.35,18.75,13.62,183.86,184.93
44,77.48,69.43,17.74,14.57,184.39,184.94
45,81.1,68.42,16.75,14.94,185.01,186.14
46,87.29,68.51,16.64,8.72,184.83,186.51
47,89.89,70.43,15.99,7.33,184.39,186.19
48,92.34,71.14,14.53,5.9,184.26,186.33
49,99.04,87.33,13.07,3.65,184.45,186.39
50,104.0,98.18,10.42,2.87,184.42,186.02
51,109.61,109.24,10.39,2.92,183.88,185.96
52,114.69,112.7,10.21,0.95,183.3,185.49
53,118.25,115.77,9.68,0.32,182.49,184.99
54,123.13,124.65,8.87,1.21,182.37,188.19
55,126.2,129.18,6.9,0.56,182.22,187.4
56,131.15,134.46,6.16,0.08,181.91,187.32
57,135.19,138.2,6.18,359.99,181.02,186.82
58,138.06,143.75,5.65,359.86,179.67,183.53
59,140.13,148.7,4.98,0.08,179.63,183.35
60,144.6,150.99,5.04,359.78,179.0,182.67
61,148.59,151.78,4.91,358.95,179.1,181.42
62,150.7,150.95,4.31,358.7,179.21,180.96
63,153.98,157.71,3.52,357.82,179.59,181.86
64,156.41,158.89,2.73,358.2,179.71,181.91
65,158.51,158.68,2.51,358.97,179.49,181.95
66,160.3,161.0,2.28,359.42,179.52,182.09
67,161.31,161.24,2.05,359.63,179.74,181.23
68,162.03,164.08,1.79,359.74,179.22,180.93
69,163.21,163.97,1.54,359.54,179.77,180.71
70,165.08,164.53,1.51,359.66,179.44,180.21
71,165.74,167.39,0.95,0.07,179.9,179.47
72,166.79,166.71,0.27,359.06,179.93,178.92
73,168.12,169.3,359.87,358.89,180.35,178.55
74,170.42,166.69,359.92,357.51,180.2,180.36
75,171.91,167.39,358.82,357.71,178.68,177.88
76,171.2,168.6,357.68,357.25,178.71,179.7
77,172.36,169.6,357.18,356.88,179.0,180.58
78,172.48,170.7,356.03,357.03,180.69,179.87
79,172.78,172.26,355.62,357.13,180.33,179.3
80,173.47,171.84,354.91,356.65,181.12,178.38
81,173.48,174.95,354.67,356.49,181.74,179.45
82,173.55,177.14,353.72,355.65,182.17,180.11
83,173.77,175.75,353.13,354.76,182.78,179.02
84,173.79,176.25,352.58,354.64,184.3,179.58
85,173.21,177.55,352.32,355.01,184.75,180.29
