frame number,r_arm,l_arm,r_armpit,l_armpit,r_hip,l_hip
0,145.42,141.93,346.81,13.7,183.56,169.71
1,132.18,124.14,346.56,11.92,184.43,173.34
2,75.42,110.12,346.33,9.88,184.8,173.92
3,75.58,103.38,346.26,8.53,185.7,173.66
4,83.39,96.91,348.81,8.59,187.17,173.75
5,105.63,87.1,18.26,8.66,188.58,175.11
6,66.69,79.54,7.25,8.86,189.18,176.3
7,56.31,74.15,358.55,11.18,188.88,177.13
8,64.07,68.96,351.54,13.33,188.64,177.97
9,59.28,62.48,347.67,14.72,188.98,179.05
10,52.32,58.69,347.7,15.32,188.83,180.09
11,47.16,54.9,347.83,14.76,189.53,179.93
12,44.02,51.92,347.37,14.47,189.84,180.12
13,43.63,50.71,347.0,14.32,190.23,180.0
14,42.5,50.38,347.36,14.04,190.07,180.03
15,41.96,49.63,346.8,13.84,189.93,180.18
16,46.33,51.84,346.03,14.17,190.04,180.45
17,47.53,53.93,345.94,14.05,189.6,180.3
18,51.46,56.55,345.74,12.91,189.21,180.07
19,50.8,62.61,346.09,11.22,188.84,179.89
20,68.41,68.77,355.61,8.91,188.95,179.99
21,94.13,76.43,14.01,6.71,189.37,180.15
22,104.56,84.85,6.51,5.67,190.0,180.16
23,91.25,95.94,351.14,5.33,189.3,178.31
24,65.95,102.28,345.46,6.12,188.96,177.97
25,105.96,109.23,345.36,6.8,187.72,177.3
26,123.6,116.62,345.26,7.46,187.33,177.75
27,141.13,126.72,345.82,10.27,185.58,175.91
28,141.27,134.58,344.68,11.98,184.83,175.57
29,143.14,138.4,345.21,12.39,182.86,175.2
30,145.36,142.2,344.99,12.42,183.14,174.48
31,146.04,147.08,345.55,13.06,182.66,174.01
32,146.95,152.07,345.87,13.14,182.31,173.3
33,147.88,155.74,346.29,13.05,182.39,173.18
34,148.63,155.82,346.49,12.52,182.39,173.85
35,149.62,157.51,346.53,12.23,183.19,173.74
36,150.46,158.89,346.42,11.85,183.63,173.86
37,153.55,161.57,346.91,11.78,184.54,174.14
38,156.37,164.67,347.62,11.51,185.81,174.63
39,157.91,166.57,347.71,11.17,186.84,175.0
40,159.0,168.55,347.56,10.81,188.44,175.79
41,160.19,170.2,347.1,10.37,189.96,177.24
42,161.56,173.04,347.37,10.09,190.03,176.83
43,163.81,175.25,348.0,10.08,190.28,176.88
44,165.43,176.18,348.5,10.0,190.83,176.95
45,166.78,176.25,349.01,9.92,191.19,176.85
46,166.93,176.32,348.85,9.97,191.54,176.83
47,167.31,176.51,348.92,9.51,191.64,177.32
48,167.25,176.22,348.72,9.26,191.13,177.25
49,167.16,176.24,348.42,9.2,191.77,177.53
