frame number,r_arm,l_arm,r_armpit,l_armpit,r_hip,l_hip
0,211.89,220.22,342.34,9.71,177.79,171.16
1,239.29,243.36,345.53,9.91,182.97,170.11
2,237.16,248.03,347.73,13.61,184.09,168.76
3,242.87,252.87,347.49,11.82,183.13,167.17
4,239.67,258.02,345.95,11.41,182.62,169.23
5,259.27,273.23,344.96,9.08,182.31,170.09
6,268.45,279.5,343.53,5.8,182.94,169.97
7,272.66,284.24,343.12,7.34,183.83,170.23
8,271.66,285.72,343.29,8.06,184.31,169.56
9,278.02,298.37,342.86,7.83,183.22,169.8
10,284.31,301.53,342.49,7.69,182.03,169.75
11,288.43,303.51,343.41,8.73,181.31,169.26
12,293.99,303.82,342.52,9.87,180.83,169.16
13,302.55,308.43,343.52,10.01,181.14,169.38
14,306.2,309.29,343.87,9.35,180.95,169.47
15,308.88,309.71,344.25,8.61,180.62,169.0
16,312.52,310.72,345.56,8.33,180.54,168.94
17,313.37,312.33,345.69,7.9,180.26,168.5
18,314.99,311.45,346.71,7.75,179.96,168.34
19,314.84,310.96,346.8,7.6,179.01,168.34
20,313.97,310.0,346.24,7.88,178.89,168.36
21,303.89,309.59,342.09,8.12,177.73,168.27
22,295.2,308.41,339.03,8.39,177.31,168.01
23,286.8,304.0,338.11,7.77,178.32,168.27
24,272.69,294.54,337.72,6.72,178.36,168.03
25,260.98,289.17,333.62,6.75,178.57,167.84
26,254.18,283.67,334.43,6.52,178.99,168.04
27,249.56,270.56,344.09,11.02,180.63,168.05
28,249.91,252.21,347.31,12.06,181.31,168.46
29,242.94,254.97,347.75,11.21,182.37,168.19
30,239.8,254.09,347.95,11.29,182.48,168.13
31,236.77,238.54,348.42,11.47,182.91,168.28
32,233.0,228.0,348.84,12.18,182.78,168.31
33,225.31,225.43,348.44,12.61,183.79,168.07
34,217.42,223.51,348.68,12.36,184.28,168.13
35,212.58,220.91,348.35,12.32,184.06,168.34
36,208.37,219.16,348.24,11.93,183.07,169.04
37,206.18,214.4,348.24,10.37,183.1,169.69
38,202.64,210.18,348.7,9.18,183.73,169.83
39,198.81,205.89,349.6,7.47,184.01,169.77
40,195.51,200.79,350.57,5.79,183.5,169.5
41,193.44,199.86,351.44,5.84,183.1,169.29
42,193.03,197.66,351.73,5.38,183.41,169.41
43,192.36,195.34,352.25,5.5,183.55,169.16
44,188.59,193.93,352.15,5.39,184.01,168.58
45,187.76,191.33,352.04,4.71,184.29,168.1
